cdr_id,caller_phone_id,receiver_phone_id,timestamp,duration_seconds,call_type,call_status,cell_tower_id,location_id,direction,source_system
CDR0029478,PH009028,PH006237,08-05-2026 16:51,0,Missed,Missed,T001,LOC_KOTHRUD,Outgoing,SYNTH_CDR_A
CDR0029479,PH004376,PH005974,18-09-2024 00:21,0,Voice,Missed,T015,LOC_VISHRANTWADI,Outgoing,SYNTH_LEGACY_CDR
CDR0029480,PH009426,PH006981,06-11-2021 13:52,957,Data,Answered,T008,LOC_WAKAD,Outgoing,SYNTH_CDR_B
CDR0029481,PH004475,PH001745,22-09-2024 14:11,0,Voice,Missed,T013,LOC_KATRAJ,Outgoing,SYNTH_TELECOM_CDR
CDR0029482,PH004032,PH007740,29-02-2020 11:07,0,Voice,Missed,T003,LOC_SHIVAJINAGAR,Outgoing,SYNTH_CDR_B
CDR0029483,PH002403,PH006068,09-03-2021 10:42,0,Voice,Missed,T013,LOC_KATRAJ,Outgoing,SYNTH_TELECOM_CDR
CDR0029484,PH007136,PH006752,10-12-2024 01:30,565,Voice,Answered,T011,LOC_KONDHWA,Outgoing,SYNTH_LEGACY_CDR
CDR0029485,PH002904,PH007095,20-03-2023 15:18,107,Voice,Answered,T014,LOC_DHANKAWADI,Outgoing,SYNTH_LEGACY_CDR
CDR0029486,PH004499,PH002127,10-03-2025 02:14,0,Voice,Rejected,T014,LOC_DHANKAWADI,Outgoing,SYNTH_LEGACY_CDR
CDR0029487,PH001750,PH002087,20-09-2024 00:46,637,Voice,Answered,T002,LOC_HADAPSAR,Outgoing,SYNTH_LEGACY_CDR
CDR0029488,PH006298,PH000321,27-06-2025 23:29,0,Voice,Rejected,T013,LOC_KATRAJ,Outgoing,SYNTH_LEGACY_CDR
CDR0029489,PH000629,PH006361,13-11-2021 20:55,0,Voice,Rejected,T006,LOC_AUNDH,Outgoing,SYNTH_CDR_B
CDR0029490,PH003014,PH004223,17-11-2019 08:16,0,SMS,Answered,T002,LOC_HADAPSAR,Outgoing,SYNTH_LEGACY_CDR
CDR0029491,PH000518,PH001471,15-11-2022 08:24,194,Data,Failed,T014,LOC_DHANKAWADI,Outgoing,SYNTH_LEGACY_CDR
CDR0029492,PH002090,PH001971,26-08-2021 13:02,0,Voice,Rejected,T005,LOC_YERAWADA,Outgoing,SYNTH_LEGACY_CDR
CDR0029493,PH007421,PH001698,29-04-2025 19:29,0,Voice,Rejected,T002,LOC_HADAPSAR,Outgoing,SYNTH_LEGACY_CDR
CDR0029494,PH008057,PH005914,10-06-2021 01:32,415,Data,Answered,T002,LOC_HADAPSAR,Outgoing,SYNTH_LEGACY_CDR
CDR0029495,PH002629,PH004742,06-02-2026 00:46,0,Voice,Rejected,T006,LOC_AUNDH,Outgoing,SYNTH_CDR_A
CDR0029496,PH003019,PH004393,16-01-2022 08:31,0,Voice,Failed,T009,LOC_PIMPRI,Outgoing,SYNTH_LEGACY_CDR
CDR0029497,PH007299,PH006041,01-03-2020 14:10,0,Voice,Failed,T007,LOC_BANER,Outgoing,SYNTH_LEGACY_CDR
CDR0029498,PH003684,PH000110,14-04-2026 22:55,0,SMS,Answered,T010,LOC_CHINCHWAD,Outgoing,SYNTH_CDR_B
CDR0029499,PH000653,PH001866,23-04-2024 10:13,222,Voice,Answered,T004,LOC_SWARGATE,Outgoing,SYNTH_LEGACY_CDR
CDR0029500,PH003145,PH004884,24-07-2024 03:14,0,Voice,Failed,T004,LOC_SWARGATE,Outgoing,SYNTH_TELECOM_CDR
CDR0029501,PH000946,PH006429,01-11-2020 23:47,0,Voice,Missed,T009,LOC_PIMPRI,Outgoing,SYNTH_CDR_A
CDR0029502,PH002860,PH002931,04-11-2019 05:06,0,Voice,Rejected,T003,LOC_SHIVAJINAGAR,Outgoing,SYNTH_CDR_A
CDR0029503,PH000929,PH009766,15-06-2020 07:57,195,Data,Answered,T010,LOC_CHINCHWAD,Outgoing,SYNTH_LEGACY_CDR
CDR0029504,PH007207,PH009811,18-09-2021 15:35,0,Voice,Missed,T002,LOC_HADAPSAR,Outgoing,SYNTH_CDR_A
CDR0029505,PH006282,PH003539,24-06-2026 05:01,0,Missed,Missed,T004,LOC_SWARGATE,Outgoing,SYNTH_TELECOM_CDR
CDR0029506,PH007204,PH000785,10-10-2025 03:16,355,Voice,Answered,T001,LOC_KOTHRUD,Outgoing,SYNTH_CDR_B
CDR0029507,PH004406,PH000875,24-04-2020 15:19,0,SMS,Answered,T007,LOC_BANER,Outgoing,SYNTH_TELECOM_CDR
CDR0029508,PH007553,PH003215,24-08-2020 00:42,0,Voice,Missed,T014,LOC_DHANKAWADI,Outgoing,SYNTH_CDR_A
CDR0029509,PH005053,PH009418,24-08-2022 23:55,0,Voice,Missed,T013,LOC_KATRAJ,Outgoing,SYNTH_CDR_B
CDR0029510,PH005608,PH007922,07-12-2020 07:10,0,SMS,Rejected,T011,LOC_KONDHWA,Outgoing,SYNTH_CDR_B
CDR0029511,PH008644,PH006802,31-03-2025 13:26,0,Voice,Rejected,T013,LOC_KATRAJ,Outgoing,SYNTH_CDR_B
CDR0029512,PH008112,PH006089,18-08-2020 09:08,0,Voice,Rejected,T013,LOC_KATRAJ,Outgoing,SYNTH_TELECOM_CDR
CDR0029513,PH000441,PH005506,29-06-2020 21:05,0,Voice,Failed,T012,LOC_VIMAN_NAGAR,Outgoing,SYNTH_TELECOM_CDR
CDR0029514,PH000304,PH008031,11-11-2021 05:53,0,Missed,Missed,T001,LOC_KOTHRUD,Outgoing,SYNTH_CDR_B
CDR0029515,PH003468,PH003941,23-10-2023 13:43,1117,Data,Answered,T005,LOC_YERAWADA,Outgoing,SYNTH_CDR_B
CDR0029516,PH005419,PH003060,17-04-2021 02:38,0,Voice,Rejected,T004,LOC_SWARGATE,Outgoing,SYNTH_LEGACY_CDR
CDR0029517,PH000909,PH003833,27-08-2025 14:48,282,Voice,Answered,T007,LOC_BANER,Outgoing,SYNTH_TELECOM_CDR
CDR0029518,PH006018,PH006719,06-12-2024 04:00,0,Voice,Rejected,T003,LOC_SHIVAJINAGAR,Outgoing,SYNTH_TELECOM_CDR
CDR0029519,PH001005,PH005192,15-06-2020 04:18,0,Voice,Failed,T010,LOC_CHINCHWAD,Outgoing,SYNTH_TELECOM_CDR
CDR0029520,PH000171,PH008170,30-01-2020 03:47,0,Voice,Missed,T014,LOC_DHANKAWADI,Outgoing,SYNTH_CDR_B
CDR0029521,PH006739,PH009938,09-08-2020 17:16,0,Voice,Failed,T004,LOC_SWARGATE,Outgoing,SYNTH_LEGACY_CDR
CDR0029522,PH002755,PH006413,25-08-2022 19:49,0,Voice,Missed,T007,LOC_BANER,Outgoing,SYNTH_CDR_B
CDR0029523,PH001438,PH005605,17-08-2024 14:05,0,SMS,Answered,T014,LOC_DHANKAWADI,Outgoing,SYNTH_CDR_A
CDR0029524,PH006319,PH001451,14-06-2020 11:18,0,Voice,Failed,T006,LOC_AUNDH,Outgoing,SYNTH_CDR_B
CDR0029525,PH007406,PH001074,05-06-2025 01:59,0,Missed,Missed,T002,LOC_HADAPSAR,Outgoing,SYNTH_CDR_B
CDR0029526,PH002987,PH005825,29-03-2026 10:41,1246,Data,Answered,T004,LOC_SWARGATE,Outgoing,SYNTH_LEGACY_CDR
CDR0029527,PH005608,PH000944,10-05-2022 11:49,0,Voice,Rejected,T011,LOC_KONDHWA,Outgoing,SYNTH_LEGACY_CDR
CDR0029528,PH002243,PH005077,10-04-2026 09:36,0,Voice,Missed,T012,LOC_VIMAN_NAGAR,Outgoing,SYNTH_LEGACY_CDR
CDR0029529,PH001353,PH009152,21-07-2022 12:33,0,Voice,Failed,T005,LOC_YERAWADA,Outgoing,SYNTH_LEGACY_CDR
CDR0029530,PH006514,PH004733,05-04-2026 00:23,0,Voice,Missed,T006,LOC_AUNDH,Outgoing,SYNTH_CDR_A
CDR0029531,PH003212,PH009382,11-05-2026 20:00,736,Data,Answered,T005,LOC_YERAWADA,Outgoing,SYNTH_CDR_B
CDR0029532,PH008779,PH001465,15-05-2023 08:01,1442,Data,Answered,T015,LOC_VISHRANTWADI,Outgoing,SYNTH_TELECOM_CDR
CDR0029533,PH003755,PH005822,12-01-2024 06:18,0,Voice,Failed,T002,LOC_HADAPSAR,Outgoing,SYNTH_CDR_A
CDR0029534,PH002223,PH008021,05-02-2024 02:24,0,SMS,Answered,T016,LOC_BHOSARI,Outgoing,SYNTH_CDR_A
CDR0029535,PH007057,PH000732,06-07-2023 03:25,1727,Data,Answered,T005,LOC_YERAWADA,Outgoing,SYNTH_CDR_A
CDR0029536,PH002949,PH005938,10-04-2024 23:36,0,Voice,Missed,T003,LOC_SHIVAJINAGAR,Outgoing,SYNTH_CDR_B
CDR0029537,PH005684,PH006812,03-08-2022 11:28,1280,Data,Answered,T009,LOC_PIMPRI,Outgoing,SYNTH_CDR_A
CDR0029538,PH005877,PH008022,13-01-2024 02:00,242,Voice,Answered,T012,LOC_VIMAN_NAGAR,Outgoing,SYNTH_CDR_B
CDR0029539,PH003840,PH003434,07-12-2021 09:29,0,SMS,Answered,T001,LOC_KOTHRUD,Outgoing,SYNTH_LEGACY_CDR
CDR0029540,PH009484,PH001612,21-02-2025 11:08,0,SMS,Answered,T008,LOC_WAKAD,Outgoing,SYNTH_CDR_B
CDR0029541,PH008201,PH007267,20-04-2022 01:17,0,SMS,Answered,T002,LOC_HADAPSAR,Outgoing,SYNTH_CDR_B
CDR0029542,PH003297,PH000539,01-10-2021 02:33,44,Voice,Answered,T016,LOC_BHOSARI,Outgoing,SYNTH_CDR_A
CDR0029543,PH002373,PH003232,21-12-2024 08:11,0,Voice,Failed,T014,LOC_DHANKAWADI,Outgoing,SYNTH_LEGACY_CDR
CDR0029544,PH001310,PH001113,13-03-2022 14:50,790,Voice,Answered,T004,LOC_SWARGATE,Outgoing,SYNTH_TELECOM_CDR
CDR0029545,PH002653,PH007321,22-11-2022 03:26,0,Voice,Failed,T014,LOC_DHANKAWADI,Outgoing,SYNTH_CDR_A
CDR0029546,PH009202,PH004618,24-05-2026 15:15,0,Voice,Missed,T005,LOC_YERAWADA,Outgoing,SYNTH_TELECOM_CDR
CDR0029547,PH000846,PH008187,07-07-2025 17:18,502,Voice,Answered,T009,LOC_PIMPRI,Outgoing,SYNTH_CDR_B
CDR0029548,PH004367,PH005676,19-01-2025 09:01,1464,Data,Answered,T015,LOC_VISHRANTWADI,Outgoing,SYNTH_LEGACY_CDR
CDR0029549,PH002771,PH006375,08-04-2026 03:10,1122,Data,Answered,T010,LOC_CHINCHWAD,Outgoing,SYNTH_TELECOM_CDR
CDR0029550,PH009564,PH008816,30-10-2022 18:37,225,Data,Answered,T015,LOC_VISHRANTWADI,Outgoing,SYNTH_LEGACY_CDR
CDR0029551,PH006282,PH000995,13-05-2024 07:31,0,Voice,Rejected,T010,LOC_CHINCHWAD,Outgoing,SYNTH_TELECOM_CDR
CDR0029552,PH003937,PH007434,05-09-2022 09:28,0,SMS,Answered,T001,LOC_KOTHRUD,Outgoing,SYNTH_CDR_B
CDR0029553,PH006795,PH009846,01-07-2025 15:50,0,Voice,Missed,T015,LOC_VISHRANTWADI,Outgoing,SYNTH_LEGACY_CDR
CDR0029554,PH003543,PH005101,16-02-2024 04:07,1342,Data,Answered,T002,LOC_HADAPSAR,Outgoing,SYNTH_CDR_A
CDR0029555,PH008540,PH000831,02-12-2019 04:35,0,Missed,Missed,T015,LOC_VISHRANTWADI,Outgoing,SYNTH_CDR_B
CDR0029556,PH000247,PH007363,22-10-2025 21:36,0,Missed,Missed,T005,LOC_YERAWADA,Outgoing,SYNTH_CDR_A
CDR0029557,PH001183,PH002945,23-12-2020 12:42,0,Voice,Failed,T002,LOC_HADAPSAR,Outgoing,SYNTH_TELECOM_CDR
CDR0029558,PH008002,PH004629,05-07-2022 16:53,0,Voice,Missed,T008,LOC_WAKAD,Outgoing,SYNTH_CDR_A
CDR0029559,PH000133,PH008652,02-07-2026 08:59,0,Voice,Missed,T003,LOC_SHIVAJINAGAR,Outgoing,SYNTH_CDR_B
CDR0029560,PH004343,PH004901,22-03-2026 18:04,0,SMS,Answered,T010,LOC_CHINCHWAD,Outgoing,SYNTH_CDR_B
CDR0029561,PH001221,PH004033,05-06-2019 10:09,0,Voice,Failed,T011,LOC_KONDHWA,Outgoing,SYNTH_TELECOM_CDR
CDR0029562,PH007345,PH007969,02-08-2022 20:58,1634,Data,Answered,T001,LOC_KOTHRUD,Outgoing,SYNTH_TELECOM_CDR
CDR0029563,PH005744,PH003472,11-12-2022 00:38,0,Missed,Missed,T009,LOC_PIMPRI,Outgoing,SYNTH_CDR_B
CDR0029564,PH003920,PH008962,19-05-2024 10:01,0,Missed,Missed,T012,LOC_VIMAN_NAGAR,Outgoing,SYNTH_LEGACY_CDR
CDR0029565,PH003095,PH009254,08-05-2022 11:10,868,Voice,Answered,T001,LOC_KOTHRUD,Outgoing,SYNTH_LEGACY_CDR
CDR0029566,PH008840,PH009767,28-07-2023 12:00,0,Missed,Missed,T005,LOC_YERAWADA,Outgoing,SYNTH_LEGACY_CDR
CDR0029567,PH008528,PH000452,22-06-2020 17:02,0,Voice,Failed,T007,LOC_BANER,Outgoing,SYNTH_TELECOM_CDR
CDR0029568,PH002286,PH007410,31-05-2022 22:22,797,Data,Answered,T011,LOC_KONDHWA,Outgoing,SYNTH_TELECOM_CDR
CDR0029569,PH007136,PH005956,29-01-2022 23:39,1484,Data,Answered,T008,LOC_WAKAD,Outgoing,SYNTH_TELECOM_CDR
CDR0029570,PH001413,PH009968,04-05-2021 08:29,0,Voice,Missed,T016,LOC_BHOSARI,Outgoing,SYNTH_TELECOM_CDR
CDR0029571,PH002160,PH007905,09-10-2023 21:13,0,SMS,Answered,T007,LOC_BANER,Outgoing,SYNTH_LEGACY_CDR
CDR0029572,PH004281,PH008583,18-02-2023 23:24,748,Voice,Answered,T013,LOC_KATRAJ,Outgoing,SYNTH_LEGACY_CDR
CDR0029573,PH002980,PH004050,20-09-2022 18:25,0,Missed,Missed,T010,LOC_CHINCHWAD,Outgoing,SYNTH_CDR_A
CDR0029574,PH002895,PH007664,30-09-2023 12:20,0,Voice,Rejected,T011,LOC_KONDHWA,Outgoing,SYNTH_LEGACY_CDR
CDR0029575,PH009259,PH002989,28-10-2024 12:12,0,Voice,Missed,T014,LOC_DHANKAWADI,Outgoing,SYNTH_LEGACY_CDR
CDR0029576,PH004390,PH004820,23-05-2026 03:20,161,Voice,Answered,T012,LOC_VIMAN_NAGAR,Outgoing,SYNTH_CDR_A
CDR0029577,PH006877,PH001198,05-08-2024 19:50,0,Voice,Missed,T008,LOC_WAKAD,Outgoing,SYNTH_CDR_B
CDR0029578,PH008905,PH003893,26-10-2023 11:30,0,Missed,Missed,T013,LOC_KATRAJ,Outgoing,SYNTH_LEGACY_CDR
CDR0029579,PH006851,PH009690,21-11-2022 02:09,0,Voice,Missed,T010,LOC_CHINCHWAD,Outgoing,SYNTH_TELECOM_CDR
CDR0029580,PH005507,PH001435,25-12-2023 16:02,310,Voice,Answered,T006,LOC_AUNDH,Outgoing,SYNTH_LEGACY_CDR
CDR0029581,PH009182,PH008545,21-05-2020 12:22,0,Voice,Missed,T006,LOC_AUNDH,Outgoing,SYNTH_TELECOM_CDR
CDR0029582,PH008386,PH002463,07-07-2022 06:29,855,Voice,Answered,T004,LOC_SWARGATE,Outgoing,SYNTH_CDR_A
CDR0029583,PH006113,PH000320,29-01-2022 13:34,0,Voice,Failed,T004,LOC_SWARGATE,Outgoing,SYNTH_CDR_A
CDR0029584,PH005170,PH007297,30-07-2026 04:34,0,SMS,Answered,T006,LOC_AUNDH,Outgoing,SYNTH_CDR_B
CDR0029585,PH004655,PH004027,25-11-2025 12:44,0,Missed,Missed,T010,LOC_CHINCHWAD,Outgoing,SYNTH_CDR_A
CDR0029586,PH002582,PH001022,21-05-2019 15:22,813,Voice,Answered,T004,LOC_SWARGATE,Outgoing,SYNTH_CDR_B
CDR0029587,PH000723,PH000957,23-07-2021 00:28,0,Voice,Rejected,T001,LOC_KOTHRUD,Outgoing,SYNTH_LEGACY_CDR
CDR0029588,PH003051,PH007435,12-03-2021 01:04,0,Voice,Missed,T010,LOC_CHINCHWAD,Outgoing,SYNTH_CDR_B
CDR0029589,PH000518,PH001471,08-11-2020 02:55,0,Voice,Rejected,T007,LOC_BANER,Outgoing,SYNTH_CDR_B
CDR0029590,PH005711,PH005409,01-07-2020 05:41,0,Voice,Rejected,T013,LOC_KATRAJ,Outgoing,SYNTH_CDR_A
CDR0029591,PH005465,PH001006,18-09-2024 09:45,202,Voice,Answered,T013,LOC_KATRAJ,Outgoing,SYNTH_CDR_B
CDR0029592,PH001401,PH003155,03-07-2022 09:03,811,Voice,Answered,T004,LOC_SWARGATE,Outgoing,SYNTH_TELECOM_CDR
CDR0029593,PH008548,PH009148,09-03-2023 09:50,0,Voice,Rejected,T011,LOC_KONDHWA,Outgoing,SYNTH_CDR_B
CDR0029594,PH001946,PH000021,25-05-2020 07:41,0,Missed,Missed,T013,LOC_KATRAJ,Outgoing,SYNTH_CDR_A
CDR0029595,PH006758,PH008366,01-05-2025 19:09,0,SMS,Answered,T006,LOC_AUNDH,Outgoing,SYNTH_TELECOM_CDR
CDR0029596,PH003751,PH005611,26-08-2020 13:47,0,Voice,Rejected,T011,LOC_KONDHWA,Outgoing,SYNTH_CDR_A
CDR0029597,PH000707,PH007683,24-08-2020 12:34,0,Voice,Rejected,T008,LOC_WAKAD,Outgoing,SYNTH_TELECOM_CDR
CDR0029598,PH006561,PH007752,02-12-2024 20:58,914,Data,Answered,T007,LOC_BANER,Outgoing,SYNTH_CDR_A
CDR0029599,PH009151,PH000419,09-08-2022 16:39,0,Voice,Failed,T012,LOC_VIMAN_NAGAR,Outgoing,SYNTH_CDR_B
CDR0029600,PH006492,PH007155,13-11-2024 14:59,0,Voice,Failed,T016,LOC_BHOSARI,Outgoing,SYNTH_LEGACY_CDR
CDR0029601,PH002035,PH000419,14-12-2024 05:30,0,Voice,Rejected,T001,LOC_KOTHRUD,Outgoing,SYNTH_LEGACY_CDR
CDR0029602,PH006688,PH002646,27-04-2020 01:11,0,Voice,Missed,T005,LOC_YERAWADA,Outgoing,SYNTH_CDR_B
CDR0029603,PH002713,PH000380,15-08-2022 09:52,0,Voice,Rejected,T013,LOC_KATRAJ,Outgoing,SYNTH_CDR_B
CDR0029604,PH009072,PH007240,29-09-2022 16:26,0,Voice,Rejected,T009,LOC_PIMPRI,Outgoing,SYNTH_TELECOM_CDR
CDR0029605,PH008929,PH007611,07-12-2024 12:08,0,Missed,Missed,T007,LOC_BANER,Outgoing,SYNTH_TELECOM_CDR
CDR0029606,PH005446,PH005308,29-09-2019 16:07,46,Voice,Answered,T003,LOC_SHIVAJINAGAR,Outgoing,SYNTH_TELECOM_CDR
CDR0029607,PH005465,PH001006,21-08-2023 01:03,0,Voice,Missed,T006,LOC_AUNDH,Outgoing,SYNTH_TELECOM_CDR
CDR0029608,PH004499,PH009581,23-04-2026 11:36,1038,Data,Answered,T012,LOC_VIMAN_NAGAR,Outgoing,SYNTH_LEGACY_CDR
CDR0029609,PH000034,PH006026,12-04-2023 20:58,288,Voice,Answered,T014,LOC_DHANKAWADI,Outgoing,SYNTH_CDR_B
CDR0029610,PH004686,PH000162,17-10-2024 06:54,0,Voice,Missed,T008,LOC_WAKAD,Outgoing,SYNTH_CDR_B
CDR0029611,PH002184,PH004132,31-07-2024 16:52,645,Voice,Answered,T011,LOC_KONDHWA,Outgoing,SYNTH_CDR_A
CDR0029612,PH007526,PH002268,19-03-2025 12:56,0,Voice,Failed,T016,LOC_BHOSARI,Outgoing,SYNTH_LEGACY_CDR
CDR0029613,PH002639,PH002542,23-03-2024 12:06,0,Missed,Missed,T008,LOC_WAKAD,Outgoing,SYNTH_TELECOM_CDR
CDR0029614,PH002299,PH000424,03-10-2021 15:28,0,SMS,Answered,T008,LOC_WAKAD,Outgoing,SYNTH_LEGACY_CDR
CDR0029615,PH007223,PH009839,06-12-2020 03:07,0,Voice,Missed,T011,LOC_KONDHWA,Outgoing,SYNTH_TELECOM_CDR
CDR0029616,PH003012,PH007628,23-06-2023 00:29,0,Missed,Missed,T005,LOC_YERAWADA,Outgoing,SYNTH_CDR_B
CDR0029617,PH004769,PH003963,10-09-2022 03:55,0,Voice,Missed,T011,LOC_KONDHWA,Outgoing,SYNTH_CDR_B
CDR0029618,PH001053,PH009712,01-03-2019 04:34,0,Missed,Missed,T009,LOC_PIMPRI,Outgoing,SYNTH_LEGACY_CDR
CDR0029619,PH009133,PH008899,10-02-2024 19:04,0,Voice,Rejected,T003,LOC_SHIVAJINAGAR,Outgoing,SYNTH_CDR_A
CDR0029620,PH002768,PH004959,25-03-2019 04:57,0,Voice,Missed,T006,LOC_AUNDH,Outgoing,SYNTH_LEGACY_CDR
CDR0029621,PH004692,PH006919,28-11-2020 13:06,0,SMS,Answered,T002,LOC_HADAPSAR,Outgoing,SYNTH_CDR_A
CDR0029622,PH008920,PH001793,24-07-2025 07:59,134,Voice,Answered,T001,LOC_KOTHRUD,Outgoing,SYNTH_CDR_A
CDR0029623,PH005908,PH006753,31-07-2025 01:07,0,Missed,Missed,T014,LOC_DHANKAWADI,Outgoing,SYNTH_CDR_A
CDR0029624,PH001770,PH006796,05-12-2022 13:45,0,Voice,Failed,T010,LOC_CHINCHWAD,Outgoing,SYNTH_CDR_B
CDR0029625,PH007041,PH008934,27-01-2021 04:35,814,Voice,Answered,T014,LOC_DHANKAWADI,Outgoing,SYNTH_TELECOM_CDR
CDR0029626,PH001328,PH003002,08-08-2021 05:32,0,Voice,Rejected,T006,LOC_AUNDH,Outgoing,SYNTH_CDR_A
CDR0029627,PH009642,PH009082,31-08-2019 19:12,0,Voice,Failed,T007,LOC_BANER,Outgoing,SYNTH_TELECOM_CDR
CDR0029628,PH005691,PH000719,06-11-2019 08:03,52,Voice,Answered,T015,LOC_VISHRANTWADI,Outgoing,SYNTH_LEGACY_CDR
CDR0029629,PH006417,PH006699,31-12-2020 19:29,0,SMS,Rejected,T013,LOC_KATRAJ,Outgoing,SYNTH_TELECOM_CDR
CDR0029630,PH005230,PH004954,19-01-2024 09:55,0,Voice,Rejected,T004,LOC_SWARGATE,Outgoing,SYNTH_CDR_A
CDR0029631,PH006561,PH007752,14-04-2023 01:16,957,Data,Answered,T011,LOC_KONDHWA,Outgoing,SYNTH_CDR_B
CDR0029632,PH008247,PH009146,07-08-2021 04:49,0,SMS,Answered,T008,LOC_WAKAD,Outgoing,SYNTH_LEGACY_CDR
CDR0029633,PH002808,PH009668,20-02-2020 09:17,0,Voice,Rejected,T014,LOC_DHANKAWADI,Outgoing,SYNTH_CDR_A
CDR0029634,PH002518,PH006209,08-11-2023 18:42,1533,Data,Answered,T009,LOC_PIMPRI,Outgoing,SYNTH_CDR_B
CDR0029635,PH007349,PH009064,20-10-2024 16:46,0,Voice,Missed,T013,LOC_KATRAJ,Outgoing,SYNTH_CDR_A
CDR0029636,PH001894,PH008429,01-07-2023 18:35,0,SMS,Answered,T002,LOC_HADAPSAR,Outgoing,SYNTH_LEGACY_CDR
CDR0029637,PH003215,PH001312,24-12-2023 12:35,0,Missed,Missed,T005,LOC_YERAWADA,Outgoing,SYNTH_LEGACY_CDR
CDR0029638,PH001599,PH004586,03-01-2026 04:59,0,SMS,Failed,T005,LOC_YERAWADA,Outgoing,SYNTH_CDR_B
CDR0029639,PH000516,PH008287,10-05-2021 14:31,0,Voice,Failed,T015,LOC_VISHRANTWADI,Outgoing,SYNTH_CDR_A
CDR0029640,PH009500,PH000800,08-12-2025 23:31,0,Voice,Failed,T004,LOC_SWARGATE,Outgoing,SYNTH_CDR_B
CDR0029641,PH009825,PH000689,30-09-2020 14:01,0,Voice,Rejected,T006,LOC_AUNDH,Outgoing,SYNTH_LEGACY_CDR
CDR0029642,PH009191,PH003920,05-08-2020 05:47,390,Voice,Answered,T009,LOC_PIMPRI,Outgoing,SYNTH_CDR_B
CDR0029643,PH006233,PH006698,21-02-2020 16:43,0,Voice,Rejected,T015,LOC_VISHRANTWADI,Outgoing,SYNTH_TELECOM_CDR
CDR0029644,PH009214,PH004625,27-07-2022 11:04,1282,Data,Answered,T003,LOC_SHIVAJINAGAR,Outgoing,SYNTH_CDR_A
CDR0029645,PH007209,PH000262,25-06-2026 20:55,0,Missed,Missed,T003,LOC_SHIVAJINAGAR,Outgoing,SYNTH_LEGACY_CDR
CDR0029646,PH008926,PH001828,02-08-2023 08:27,0,Voice,Missed,T006,LOC_AUNDH,Outgoing,SYNTH_CDR_B
CDR0029647,PH005959,PH009522,14-03-2024 17:55,0,SMS,Answered,T013,LOC_KATRAJ,Outgoing,SYNTH_TELECOM_CDR
CDR0029648,PH007001,PH007202,15-03-2019 10:00,0,Voice,Failed,T011,LOC_KONDHWA,Outgoing,SYNTH_CDR_A
CDR0029649,PH003594,PH001807,23-01-2020 11:00,0,Voice,Failed,T002,LOC_HADAPSAR,Outgoing,SYNTH_LEGACY_CDR
CDR0029650,PH001134,PH008302,10-09-2022 04:08,1164,Data,Answered,T006,LOC_AUNDH,Outgoing,SYNTH_TELECOM_CDR
CDR0029651,PH009970,PH008808,26-09-2023 05:01,644,Data,Answered,T012,LOC_VIMAN_NAGAR,Outgoing,SYNTH_LEGACY_CDR
CDR0029652,PH005890,PH009322,13-06-2020 13:32,0,Voice,Missed,T003,LOC_SHIVAJINAGAR,Outgoing,SYNTH_CDR_B
CDR0029653,PH005077,PH008328,29-04-2019 07:52,72,Data,Answered,T010,LOC_CHINCHWAD,Outgoing,SYNTH_TELECOM_CDR
CDR0029654,PH007004,PH003729,01-02-2023 13:21,0,SMS,Answered,T009,LOC_PIMPRI,Outgoing,SYNTH_LEGACY_CDR
CDR0029655,PH009202,PH004618,10-08-2025 18:14,0,Missed,Missed,T001,LOC_KOTHRUD,Outgoing,SYNTH_CDR_A
CDR0029656,PH002949,PH005938,14-08-2026 01:47,375,Voice,Answered,T014,LOC_DHANKAWADI,Outgoing,SYNTH_LEGACY_CDR
CDR0029657,PH008709,PH007444,02-09-2020 21:01,0,Voice,Missed,T013,LOC_KATRAJ,Outgoing,SYNTH_TELECOM_CDR
CDR0029658,PH009106,PH005235,30-05-2022 17:01,0,Missed,Missed,T009,LOC_PIMPRI,Outgoing,SYNTH_LEGACY_CDR
CDR0029659,PH000281,PH009972,26-05-2021 03:20,0,Voice,Rejected,T015,LOC_VISHRANTWADI,Outgoing,SYNTH_CDR_B
CDR0029660,PH004592,PH002359,23-02-2020 18:44,684,Data,Answered,T007,LOC_BANER,Outgoing,SYNTH_CDR_B
CDR0029661,PH006368,PH002332,19-07-2019 16:08,0,Voice,Missed,T003,LOC_SHIVAJINAGAR,Outgoing,SYNTH_LEGACY_CDR
CDR0029662,PH002741,PH003931,27-12-2020 01:34,0,Missed,Missed,T016,LOC_BHOSARI,Outgoing,SYNTH_TELECOM_CDR
CDR0029663,PH003112,PH001203,11-06-2020 15:08,103,Voice,Answered,T015,LOC_VISHRANTWADI,Outgoing,SYNTH_CDR_B
CDR0029664,PH002897,PH002358,15-10-2025 09:28,0,SMS,Answered,T008,LOC_WAKAD,Outgoing,SYNTH_CDR_A
CDR0029665,PH004464,PH009534,09-12-2020 10:54,99,Voice,Answered,T002,LOC_HADAPSAR,Outgoing,SYNTH_TELECOM_CDR
CDR0029666,PH006734,PH000606,12-02-2022 03:44,0,Voice,Rejected,T002,LOC_HADAPSAR,Outgoing,SYNTH_CDR_B
CDR0029667,PH000834,PH002451,07-08-2022 15:19,1714,Data,Answered,T001,LOC_KOTHRUD,Outgoing,SYNTH_CDR_B
