relationship_id,case_id,source_entity_id,source_entity_type,relationship_type,target_entity_id,target_entity_type,start_time,end_time,confidence,source_document_id,verified,verification_status
REL0008123,C008123,C008123,Case,INVOLVES,P004075,Person,2020-06-01 02:25:00,,0.93,DOC008123,false,Review Required
REL0008124,C008124,C008124,Case,INVOLVES,P004179,Person,2020-07-11 18:09:00,,0.94,DOC008124,false,Review Required
REL0008125,C008125,C008125,Case,INVOLVES,P006820,Person,2021-11-19 19:22:00,,0.927,DOC008125,false,Review Required
REL0008126,C008126,C008126,Case,INVOLVES,P005252,Person,2019-11-17 11:47:00,,0.95,DOC008126,true,Verified
REL0008127,C008127,C008127,Case,INVOLVES,P005355,Person,2023-09-05 16:29:00,,0.954,DOC008127,true,Verified
REL0008128,C008128,C008128,Case,INVOLVES,P006341,Person,2023-01-15 21:12:00,,0.923,DOC008128,false,Review Required
REL0008129,C008129,C008129,Case,INVOLVES,P002819,Person,2020-02-02 15:23:00,,0.929,DOC008129,false,Review Required
REL0008130,C008130,C008130,Case,INVOLVES,P000290,Person,2019-11-12 20:39:00,,0.949,DOC008130,false,Review Required
REL0008131,C008131,C008131,Case,INVOLVES,P001094,Person,2018-05-21 06:59:00,,0.924,DOC008131,false,Review Required
REL0008132,C008132,C008132,Case,INVOLVES,P006923,Person,2021-01-27 20:44:00,,0.979,DOC008132,true,Verified
REL0008133,C008133,C008133,Case,INVOLVES,P003738,Person,2021-07-19 20:13:00,,0.958,DOC008133,true,Verified
REL0008134,C008134,C008134,Case,INVOLVES,P005769,Person,2021-05-20 08:59:00,,0.901,DOC008134,false,Review Required
REL0008135,C008135,C008135,Case,INVOLVES,P006962,Person,2022-01-06 17:37:00,,0.927,DOC008135,false,Review Required
REL0008136,C008136,C008136,Case,INVOLVES,P001529,Person,2023-09-22 22:14:00,,0.926,DOC008136,false,Review Required
REL0008137,C008137,C008137,Case,INVOLVES,P006214,Person,2021-07-02 17:28:00,,0.974,DOC008137,true,Verified
REL0008138,C008138,C008138,Case,INVOLVES,P001890,Person,2020-12-22 22:44:00,,0.903,DOC008138,false,Review Required
REL0008139,C008139,C008139,Case,INVOLVES,P002169,Person,2021-01-17 06:49:00,,0.984,DOC008139,true,Verified
REL0008140,C008140,C008140,Case,INVOLVES,P002607,Person,2022-01-13 19:56:00,,0.977,DOC008140,true,Verified
REL0008141,C008141,C008141,Case,INVOLVES,P001216,Person,2018-04-16 15:38:00,,0.91,DOC008141,false,Review Required
REL0008142,C008142,C008142,Case,INVOLVES,P001397,Person,2018-11-28 20:54:00,,0.92,DOC008142,false,Review Required
REL0008143,C008143,C008143,Case,INVOLVES,P005294,Person,2019-11-19 20:57:00,,0.923,DOC008143,false,Review Required
REL0008144,C008144,C008144,Case,INVOLVES,P006137,Person,2018-01-01 12:59:00,,0.961,DOC008144,true,Verified
REL0008145,C008145,C008145,Case,INVOLVES,P005988,Person,2021-10-24 07:21:00,,0.951,DOC008145,true,Verified
REL0008146,C008146,C008146,Case,INVOLVES,P006021,Person,2024-03-23 18:30:00,,0.986,DOC008146,true,Verified
REL0008147,C008147,C008147,Case,INVOLVES,P003695,Person,2020-09-05 11:35:00,,0.977,DOC008147,true,Verified
REL0008148,C008148,C008148,Case,INVOLVES,P000938,Person,2021-02-22 19:44:00,,0.953,DOC008148,true,Verified
REL0008149,C008149,C008149,Case,INVOLVES,P000964,Person,2024-03-01 16:42:00,,0.92,DOC008149,false,Review Required
REL0008150,C008150,C008150,Case,INVOLVES,P002907,Person,2023-12-22 15:56:00,,0.91,DOC008150,false,Review Required
REL0008151,C008151,C008151,Case,INVOLVES,P000528,Person,2019-07-08 06:05:00,,0.96,DOC008151,true,Verified
REL0008152,C008152,C008152,Case,INVOLVES,P005841,Person,2024-05-09 15:24:00,,0.975,DOC008152,true,Verified
REL0008153,C008153,C008153,Case,INVOLVES,P001392,Person,2020-07-27 13:25:00,,0.92,DOC008153,false,Review Required
REL0008154,C008154,C008154,Case,INVOLVES,P005300,Person,2022-01-18 22:07:00,,0.921,DOC008154,false,Review Required
REL0008155,C008155,C008155,Case,INVOLVES,P003266,Person,2021-11-28 19:52:00,,0.988,DOC008155,true,Verified
REL0008156,C008156,C008156,Case,INVOLVES,P003264,Person,2018-08-19 09:41:00,,0.928,DOC008156,false,Review Required
REL0008157,C008157,C008157,Case,INVOLVES,P002795,Person,2018-12-13 18:01:00,,0.905,DOC008157,false,Review Required
REL0008158,C008158,C008158,Case,INVOLVES,P006833,Person,2018-07-12 14:51:00,,0.958,DOC008158,true,Verified
REL0008159,C008159,C008159,Case,INVOLVES,P006468,Person,2022-02-18 11:59:00,,0.909,DOC008159,false,Review Required
REL0008160,C008160,C008160,Case,INVOLVES,P002958,Person,2019-05-26 12:11:00,,0.97,DOC008160,true,Verified
REL0008161,C008161,C008161,Case,INVOLVES,P005699,Person,2020-05-21 22:47:00,,0.967,DOC008161,true,Verified
REL0008162,C008162,C008162,Case,INVOLVES,P000914,Person,2020-09-28 22:46:00,,0.941,DOC008162,false,Review Required
REL0008163,C008163,C008163,Case,INVOLVES,P003954,Person,2024-01-24 13:05:00,,0.967,DOC008163,true,Verified
REL0008164,C008164,C008164,Case,INVOLVES,P004441,Person,2018-08-24 17:26:00,,0.937,DOC008164,false,Review Required
REL0008165,C008165,C008165,Case,INVOLVES,P001547,Person,2020-12-02 19:04:00,,0.954,DOC008165,true,Verified
REL0008166,C008166,C008166,Case,INVOLVES,P000113,Person,2021-07-08 21:52:00,,0.95,DOC008166,true,Verified
REL0008167,C008167,C008167,Case,INVOLVES,P002608,Person,2023-09-06 17:11:00,,0.964,DOC008167,true,Verified
REL0008168,C008168,C008168,Case,INVOLVES,P004326,Person,2021-01-09 17:06:00,,0.905,DOC008168,false,Review Required
REL0008169,C008169,C008169,Case,INVOLVES,P005255,Person,2018-11-08 10:08:00,,0.967,DOC008169,true,Verified
REL0008170,C008170,C008170,Case,INVOLVES,P000421,Person,2022-03-28 08:01:00,,0.903,DOC008170,false,Review Required
REL0008171,C008171,C008171,Case,INVOLVES,P002495,Person,2021-10-14 17:14:00,,0.974,DOC008171,true,Verified
REL0008172,C008172,C008172,Case,INVOLVES,P004644,Person,2023-01-23 13:24:00,,0.956,DOC008172,true,Verified
REL0008173,C008173,C008173,Case,INVOLVES,P005958,Person,2019-08-24 15:09:00,,0.972,DOC008173,true,Verified
REL0008174,C008174,C008174,Case,INVOLVES,P005057,Person,2018-07-22 11:19:00,,0.95,DOC008174,true,Verified
REL0008175,C008175,C008175,Case,INVOLVES,P006463,Person,2024-04-06 16:18:00,,0.949,DOC008175,false,Review Required
REL0008176,C008176,C008176,Case,INVOLVES,P004439,Person,2023-10-10 14:52:00,,0.989,DOC008176,true,Verified
REL0008177,C008177,C008177,Case,INVOLVES,P000875,Person,2019-10-12 13:41:00,,0.98,DOC008177,true,Verified
REL0008178,C008178,C008178,Case,INVOLVES,P001428,Person,2022-09-07 15:11:00,,0.952,DOC008178,true,Verified
REL0008179,C008179,C008179,Case,INVOLVES,P002839,Person,2021-02-20 05:15:00,,0.934,DOC008179,false,Review Required
REL0008180,C008180,C008180,Case,INVOLVES,P005097,Person,2023-12-19 12:59:00,,0.966,DOC008180,true,Verified
REL0008181,C008181,C008181,Case,INVOLVES,P002188,Person,2024-05-06 19:47:00,,0.917,DOC008181,false,Review Required
REL0008182,C008182,C008182,Case,INVOLVES,P005529,Person,2018-11-26 20:45:00,,0.904,DOC008182,false,Review Required
REL0008183,C008183,C008183,Case,INVOLVES,P003881,Person,2021-06-25 20:10:00,,0.96,DOC008183,true,Verified
REL0008184,C008184,C008184,Case,INVOLVES,P006307,Person,2022-03-10 22:52:00,,0.908,DOC008184,false,Review Required
REL0008185,C008185,C008185,Case,INVOLVES,P001631,Person,2020-05-18 10:55:00,,0.965,DOC008185,true,Verified
REL0008186,C008186,C008186,Case,INVOLVES,P002337,Person,2022-07-08 06:21:00,,0.959,DOC008186,true,Verified
REL0008187,C008187,C008187,Case,INVOLVES,P000555,Person,2018-09-23 17:41:00,,0.922,DOC008187,false,Review Required
REL0008188,C008188,C008188,Case,INVOLVES,P001665,Person,2018-08-27 12:51:00,,0.959,DOC008188,true,Verified
REL0008189,C008189,C008189,Case,INVOLVES,P006616,Person,2023-06-02 11:24:00,,0.945,DOC008189,false,Review Required
REL0008190,C008190,C008190,Case,INVOLVES,P004710,Person,2020-06-26 10:51:00,,0.98,DOC008190,true,Verified
REL0008191,C008191,C008191,Case,INVOLVES,P000655,Person,2018-02-15 12:47:00,,0.908,DOC008191,false,Review Required
REL0008192,C008192,C008192,Case,INVOLVES,P001245,Person,2023-09-25 10:22:00,,0.901,DOC008192,false,Review Required
REL0008193,C008193,C008193,Case,INVOLVES,P002428,Person,2021-12-06 13:03:00,,0.969,DOC008193,true,Verified
REL0008194,C008194,C008194,Case,INVOLVES,P006506,Person,2020-11-17 18:42:00,,0.917,DOC008194,false,Review Required
REL0008195,C008195,C008195,Case,INVOLVES,P000505,Person,2022-08-13 13:15:00,,0.922,DOC008195,false,Review Required
REL0008196,C008196,C008196,Case,INVOLVES,P003531,Person,2020-04-12 17:42:00,,0.959,DOC008196,true,Verified
REL0008197,C008197,C008197,Case,INVOLVES,P001580,Person,2021-07-21 18:35:00,,0.941,DOC008197,false,Review Required
REL0008198,C008198,C008198,Case,INVOLVES,P001684,Person,2018-11-23 13:34:00,,0.95,DOC008198,true,Verified
REL0008199,C008199,C008199,Case,INVOLVES,P002993,Person,2023-05-21 18:24:00,,0.929,DOC008199,false,Review Required
REL0008200,C008200,C008200,Case,INVOLVES,P001792,Person,2019-11-07 16:54:00,,0.937,DOC008200,false,Review Required
REL0008201,C008201,C008201,Case,INVOLVES,P000360,Person,2019-08-29 10:36:00,,0.966,DOC008201,true,Verified
REL0008202,C008202,C008202,Case,INVOLVES,P004303,Person,2022-04-22 19:08:00,,0.985,DOC008202,true,Verified
REL0008203,C008203,C008203,Case,INVOLVES,P004408,Person,2020-10-18 23:28:00,,0.915,DOC008203,false,Review Required
REL0008204,C008204,C008204,Case,INVOLVES,P004446,Person,2019-08-12 11:20:00,,0.938,DOC008204,false,Review Required
REL0008205,C008205,C008205,Case,INVOLVES,P002294,Person,2023-04-06 09:18:00,,0.961,DOC008205,true,Verified
REL0008206,C008206,C008206,Case,INVOLVES,P002939,Person,2020-07-29 10:27:00,,0.937,DOC008206,false,Review Required
REL0008207,C008207,C008207,Case,INVOLVES,P005067,Person,2022-10-31 21:19:00,,0.911,DOC008207,false,Review Required
REL0008208,C008208,C008208,Case,INVOLVES,P000951,Person,2023-01-22 20:12:00,,0.979,DOC008208,true,Verified
REL0008209,C008209,C008209,Case,INVOLVES,P001854,Person,2021-12-24 10:24:00,,0.922,DOC008209,false,Review Required
REL0008210,C008210,C008210,Case,INVOLVES,P003343,Person,2019-08-25 09:30:00,,0.954,DOC008210,true,Verified
REL0008211,C008211,C008211,Case,INVOLVES,P003891,Person,2020-06-17 20:42:00,,0.981,DOC008211,true,Verified
REL0008212,C008212,C008212,Case,INVOLVES,P003898,Person,2018-08-31 17:55:00,,0.901,DOC008212,false,Review Required
REL0008213,C008213,C008213,Case,INVOLVES,P003176,Person,2019-08-31 10:42:00,,0.959,DOC008213,true,Verified
REL0008214,C008214,C008214,Case,INVOLVES,P002057,Person,2020-01-06 12:08:00,,0.985,DOC008214,true,Verified
REL0008215,C008215,C008215,Case,INVOLVES,P006511,Person,2022-09-27 18:59:00,,0.976,DOC008215,true,Verified
REL0008216,C008216,C008216,Case,INVOLVES,P000074,Person,2018-07-14 21:17:00,,0.985,DOC008216,true,Verified
REL0008217,C008217,C008217,Case,INVOLVES,P001368,Person,2021-04-10 23:18:00,,0.972,DOC008217,true,Verified
REL0008218,C008218,C008218,Case,INVOLVES,P006610,Person,2023-02-04 10:14:00,,0.988,DOC008218,true,Verified
REL0008219,C008219,C008219,Case,INVOLVES,P004548,Person,2024-02-22 10:39:00,,0.955,DOC008219,true,Verified
REL0008220,C008220,C008220,Case,INVOLVES,P000881,Person,2019-10-03 19:38:00,,0.951,DOC008220,true,Verified
REL0008221,C008221,C008221,Case,INVOLVES,P006765,Person,2022-11-04 19:13:00,,0.939,DOC008221,false,Review Required
REL0008222,C008222,C008222,Case,INVOLVES,P001066,Person,2018-03-24 04:57:00,,0.942,DOC008222,false,Review Required
REL0008223,C008223,C008223,Case,INVOLVES,P000616,Person,2021-10-01 06:24:00,,0.901,DOC008223,false,Review Required
REL0008224,C008224,C008224,Case,INVOLVES,P005254,Person,2020-04-17 08:46:00,,0.985,DOC008224,true,Verified
REL0008225,C008225,C008225,Case,INVOLVES,P001506,Person,2019-06-20 07:38:00,,0.955,DOC008225,true,Verified
REL0008226,C008226,C008226,Case,INVOLVES,P000780,Person,2018-07-24 08:49:00,,0.917,DOC008226,false,Review Required
REL0008227,C008227,C008227,Case,INVOLVES,P001286,Person,2018-11-04 20:55:00,,0.923,DOC008227,false,Review Required
REL0008228,C008228,C008228,Case,INVOLVES,P001558,Person,2021-12-08 15:34:00,,0.94,DOC008228,false,Review Required
REL0008229,C008229,C008229,Case,INVOLVES,P002878,Person,2020-05-22 19:32:00,,0.912,DOC008229,false,Review Required
REL0008230,C008230,C008230,Case,INVOLVES,P006201,Person,2022-07-19 18:27:00,,0.956,DOC008230,true,Verified
REL0008231,C008231,C008231,Case,INVOLVES,P003729,Person,2020-02-16 21:47:00,,0.919,DOC008231,false,Review Required
REL0008232,C008232,C008232,Case,INVOLVES,P005154,Person,2022-12-27 09:40:00,,0.93,DOC008232,false,Review Required
REL0008233,C008233,C008233,Case,INVOLVES,P004670,Person,2021-01-28 10:12:00,,0.949,DOC008233,false,Review Required
REL0008234,C008234,C008234,Case,INVOLVES,P006088,Person,2024-03-07 13:02:00,,0.968,DOC008234,true,Verified
REL0008235,C008235,C008235,Case,INVOLVES,P002845,Person,2023-07-22 20:43:00,,0.915,DOC008235,false,Review Required
REL0008236,C008236,C008236,Case,INVOLVES,P001778,Person,2019-10-31 18:51:00,,0.931,DOC008236,false,Review Required
REL0008237,C008237,C008237,Case,INVOLVES,P001681,Person,2019-04-20 06:14:00,,0.934,DOC008237,false,Review Required
REL0008238,C008238,C008238,Case,INVOLVES,P005497,Person,2022-06-20 22:05:00,,0.977,DOC008238,true,Verified
REL0008239,C008239,C008239,Case,INVOLVES,P006870,Person,2018-12-12 05:00:00,,0.972,DOC008239,true,Verified
REL0008240,C008240,C008240,Case,INVOLVES,P000781,Person,2019-09-19 10:25:00,,0.954,DOC008240,true,Verified
REL0008241,C008241,C008241,Case,INVOLVES,P003631,Person,2018-07-18 16:45:00,,0.923,DOC008241,false,Review Required
REL0008242,C008242,C008242,Case,INVOLVES,P002446,Person,2020-06-09 18:54:00,,0.955,DOC008242,true,Verified
REL0008243,C008243,C008243,Case,INVOLVES,P004506,Person,2021-05-09 10:10:00,,0.972,DOC008243,true,Verified
REL0008244,C008244,C008244,Case,INVOLVES,P001228,Person,2019-05-24 14:13:00,,0.961,DOC008244,true,Verified
REL0008245,C008245,C008245,Case,INVOLVES,P005694,Person,2019-03-24 18:43:00,,0.938,DOC008245,false,Review Required
REL0008246,C008246,C008246,Case,INVOLVES,P002687,Person,2023-01-05 21:27:00,,0.932,DOC008246,false,Review Required
REL0008247,C008247,C008247,Case,INVOLVES,P005413,Person,2023-02-17 12:40:00,,0.955,DOC008247,true,Verified
REL0008248,C008248,C008248,Case,INVOLVES,P005543,Person,2022-07-20 13:22:00,,0.943,DOC008248,false,Review Required
REL0008249,C008249,C008249,Case,INVOLVES,P005894,Person,2018-05-25 09:56:00,,0.921,DOC008249,false,Review Required
REL0008250,C008250,C008250,Case,INVOLVES,P006902,Person,2023-03-08 07:51:00,,0.925,DOC008250,false,Review Required
REL0008251,C008251,C008251,Case,INVOLVES,P006403,Person,2018-05-08 16:21:00,,0.986,DOC008251,true,Verified
REL0008252,C008252,C008252,Case,INVOLVES,P000916,Person,2018-01-19 20:42:00,,0.924,DOC008252,false,Review Required
REL0008253,C008253,C008253,Case,INVOLVES,P000959,Person,2020-02-29 19:40:00,,0.976,DOC008253,true,Verified
REL0008254,C008254,C008254,Case,INVOLVES,P000455,Person,2024-01-19 14:09:00,,0.952,DOC008254,true,Verified
REL0008255,C008255,C008255,Case,INVOLVES,P003367,Person,2024-04-03 09:13:00,,0.956,DOC008255,true,Verified
REL0008256,C008256,C008256,Case,INVOLVES,P000628,Person,2023-11-15 20:17:00,,0.967,DOC008256,true,Verified
REL0008257,C008257,C008257,Case,INVOLVES,P005387,Person,2018-09-21 01:53:00,,0.93,DOC008257,false,Review Required
REL0008258,C008258,C008258,Case,INVOLVES,P001896,Person,2018-08-31 17:31:00,,0.924,DOC008258,false,Review Required
REL0008259,C008259,C008259,Case,INVOLVES,P006484,Person,2019-12-15 22:07:00,,0.951,DOC008259,true,Verified
REL0008260,C008260,C008260,Case,INVOLVES,P000106,Person,2021-01-13 18:51:00,,0.908,DOC008260,false,Review Required
REL0008261,C008261,C008261,Case,INVOLVES,P000204,Person,2020-10-02 07:00:00,,0.926,DOC008261,false,Review Required
REL0008262,C008262,C008262,Case,INVOLVES,P000025,Person,2021-03-09 19:43:00,,0.943,DOC008262,false,Review Required
REL0008263,C008263,C008263,Case,INVOLVES,P006221,Person,2018-01-25 11:03:00,,0.969,DOC008263,true,Verified
REL0008264,C008264,C008264,Case,INVOLVES,P000657,Person,2021-09-17 19:11:00,,0.922,DOC008264,false,Review Required
REL0008265,C008265,C008265,Case,INVOLVES,P000165,Person,2020-06-25 14:10:00,,0.972,DOC008265,true,Verified
REL0008266,C008266,C008266,Case,INVOLVES,P002730,Person,2021-06-27 13:01:00,,0.97,DOC008266,true,Verified
REL0008267,C008267,C008267,Case,INVOLVES,P002433,Person,2022-07-26 16:46:00,,0.969,DOC008267,true,Verified
REL0008268,C008268,C008268,Case,INVOLVES,P003750,Person,2021-09-09 05:10:00,,0.933,DOC008268,false,Review Required
REL0008269,C008269,C008269,Case,INVOLVES,P003319,Person,2019-01-07 10:23:00,,0.919,DOC008269,false,Review Required
REL0008270,C008270,C008270,Case,INVOLVES,P004271,Person,2024-05-10 23:49:00,,0.942,DOC008270,false,Review Required
REL0008271,C008271,C008271,Case,INVOLVES,P000828,Person,2023-04-14 12:56:00,,0.952,DOC008271,true,Verified
REL0008272,C008272,C008272,Case,INVOLVES,P004270,Person,2021-10-06 13:03:00,,0.987,DOC008272,true,Verified
REL0008273,C008273,C008273,Case,INVOLVES,P000979,Person,2019-07-08 03:11:00,,0.9,DOC008273,false,Review Required
REL0008274,C008274,C008274,Case,INVOLVES,P006564,Person,2022-01-08 22:58:00,,0.972,DOC008274,true,Verified
REL0008275,C008275,C008275,Case,INVOLVES,P002421,Person,2018-02-10 22:46:00,,0.922,DOC008275,false,Review Required
REL0008276,C008276,C008276,Case,INVOLVES,P001654,Person,2023-01-28 17:16:00,,0.972,DOC008276,true,Verified
REL0008277,C008277,C008277,Case,INVOLVES,P002715,Person,2023-03-11 10:58:00,,0.916,DOC008277,false,Review Required
REL0008278,C008278,C008278,Case,INVOLVES,P003942,Person,2019-08-21 10:44:00,,0.909,DOC008278,false,Review Required
REL0008279,C008279,C008279,Case,INVOLVES,P002257,Person,2020-11-03 07:15:00,,0.928,DOC008279,false,Review Required
REL0008280,C008280,C008280,Case,INVOLVES,P006481,Person,2020-06-29 09:59:00,,0.932,DOC008280,false,Review Required
REL0008281,C008281,C008281,Case,INVOLVES,P003518,Person,2019-07-26 15:52:00,,0.944,DOC008281,false,Review Required
REL0008282,C008282,C008282,Case,INVOLVES,P003207,Person,2023-06-19 08:45:00,,0.98,DOC008282,true,Verified
REL0008283,C008283,C008283,Case,INVOLVES,P002029,Person,2024-04-24 08:08:00,,0.923,DOC008283,false,Review Required
REL0008284,C008284,C008284,Case,INVOLVES,P006240,Person,2019-01-17 19:12:00,,0.951,DOC008284,true,Verified
REL0008285,C008285,C008285,Case,INVOLVES,P001859,Person,2024-02-22 15:39:00,,0.922,DOC008285,false,Review Required
REL0008286,C008286,C008286,Case,INVOLVES,P004638,Person,2022-11-17 23:10:00,,0.947,DOC008286,false,Review Required
REL0008287,C008287,C008287,Case,INVOLVES,P005546,Person,2020-08-03 12:58:00,,0.931,DOC008287,false,Review Required
REL0008288,C008288,C008288,Case,INVOLVES,P003053,Person,2018-10-31 03:43:00,,0.96,DOC008288,true,Verified
REL0008289,C008289,C008289,Case,INVOLVES,P003378,Person,2021-01-15 15:41:00,,0.956,DOC008289,true,Verified
REL0008290,C008290,C008290,Case,INVOLVES,P000211,Person,2023-02-02 08:03:00,,0.977,DOC008290,true,Verified
REL0008291,C008291,C008291,Case,INVOLVES,P003750,Person,2023-06-23 10:27:00,,0.947,DOC008291,false,Review Required
REL0008292,C008292,C008292,Case,INVOLVES,P004458,Person,2023-12-18 09:00:00,,0.923,DOC008292,false,Review Required
REL0008293,C008293,C008293,Case,INVOLVES,P003067,Person,2023-08-25 23:17:00,,0.972,DOC008293,true,Verified
REL0008294,C008294,C008294,Case,INVOLVES,P003170,Person,2020-12-13 07:42:00,,0.956,DOC008294,true,Verified
REL0008295,C008295,C008295,Case,INVOLVES,P004245,Person,2021-05-10 22:22:00,,0.919,DOC008295,false,Review Required
REL0008296,C008296,C008296,Case,INVOLVES,P005139,Person,2019-09-22 09:16:00,,0.951,DOC008296,true,Verified
REL0008297,C008297,C008297,Case,INVOLVES,P003792,Person,2021-10-09 17:08:00,,0.979,DOC008297,true,Verified
REL0008298,C008298,C008298,Case,INVOLVES,P004705,Person,2022-08-26 17:47:00,,0.952,DOC008298,true,Verified
REL0008299,C008299,C008299,Case,INVOLVES,P004522,Person,2019-04-25 07:47:00,,0.988,DOC008299,true,Verified
REL0008300,C008300,C008300,Case,INVOLVES,P000627,Person,2018-01-01 21:48:00,,0.95,DOC008300,true,Verified
REL0008301,C008301,C008301,Case,INVOLVES,P001551,Person,2020-02-12 13:47:00,,0.919,DOC008301,false,Review Required
REL0008302,C008302,C008302,Case,INVOLVES,P005322,Person,2023-02-16 14:24:00,,0.938,DOC008302,false,Review Required
REL0008303,C008303,C008303,Case,INVOLVES,P006829,Person,2020-01-17 10:12:00,,0.942,DOC008303,false,Review Required
REL0008304,C008304,C008304,Case,INVOLVES,P006877,Person,2023-10-28 09:05:00,,0.919,DOC008304,false,Review Required
REL0008305,C008305,C008305,Case,INVOLVES,P003596,Person,2020-11-21 19:10:00,,0.944,DOC008305,false,Review Required
REL0008306,C008306,C008306,Case,INVOLVES,P004814,Person,2024-04-19 12:58:00,,0.973,DOC008306,true,Verified
REL0008307,C008307,C008307,Case,INVOLVES,P000030,Person,2018-11-03 05:00:00,,0.969,DOC008307,true,Verified
REL0008308,C008308,C008308,Case,INVOLVES,P000570,Person,2020-06-21 16:44:00,,0.934,DOC008308,false,Review Required
REL0008309,C008309,C008309,Case,INVOLVES,P002611,Person,2022-01-08 23:29:00,,0.915,DOC008309,false,Review Required
REL0008310,C008310,C008310,Case,INVOLVES,P006469,Person,2018-09-30 21:34:00,,0.984,DOC008310,true,Verified
REL0008311,C008311,C008311,Case,INVOLVES,P006802,Person,2019-09-03 18:55:00,,0.959,DOC008311,true,Verified
REL0008312,C008312,C008312,Case,INVOLVES,P004412,Person,2023-12-13 18:46:00,,0.969,DOC008312,true,Verified
REL0008313,C008313,C008313,Case,INVOLVES,P002795,Person,2023-07-01 06:52:00,,0.915,DOC008313,false,Review Required
REL0008314,C008314,C008314,Case,INVOLVES,P004800,Person,2020-07-10 19:14:00,,0.963,DOC008314,true,Verified
REL0008315,C008315,C008315,Case,INVOLVES,P005823,Person,2021-09-24 21:48:00,,0.927,DOC008315,false,Review Required
REL0008316,C008316,C008316,Case,INVOLVES,P005694,Person,2021-05-31 10:07:00,,0.929,DOC008316,false,Review Required
REL0008317,C008317,C008317,Case,INVOLVES,P005645,Person,2023-01-03 17:44:00,,0.971,DOC008317,true,Verified
REL0008318,C008318,C008318,Case,INVOLVES,P005868,Person,2018-11-10 10:32:00,,0.958,DOC008318,true,Verified
REL0008319,C008319,C008319,Case,INVOLVES,P003786,Person,2022-06-08 20:17:00,,0.96,DOC008319,true,Verified
REL0008320,C008320,C008320,Case,INVOLVES,P006378,Person,2019-07-15 18:41:00,,0.962,DOC008320,true,Verified
REL0008321,C008321,C008321,Case,INVOLVES,P001665,Person,2024-01-24 09:54:00,,0.957,DOC008321,true,Verified
REL0008322,C008322,C008322,Case,INVOLVES,P003501,Person,2020-07-28 07:14:00,,0.98,DOC008322,true,Verified
REL0008323,C008323,C008323,Case,INVOLVES,P004701,Person,2018-11-08 14:40:00,,0.96,DOC008323,true,Verified
REL0008324,C008324,C008324,Case,INVOLVES,P004761,Person,2022-10-17 04:05:00,,0.94,DOC008324,false,Review Required
REL0008325,C008325,C008325,Case,INVOLVES,P005519,Person,2019-01-23 11:10:00,,0.911,DOC008325,false,Review Required
REL0008326,C008326,C008326,Case,INVOLVES,P003429,Person,2022-04-07 20:42:00,,0.988,DOC008326,true,Verified
REL0008327,C008327,C008327,Case,INVOLVES,P000446,Person,2019-10-17 00:58:00,,0.92,DOC008327,false,Review Required
REL0008328,C008328,C008328,Case,INVOLVES,P001843,Person,2022-03-09 16:54:00,,0.921,DOC008328,false,Review Required
REL0008329,C008329,C008329,Case,INVOLVES,P005239,Person,2019-03-31 18:14:00,,0.913,DOC008329,false,Review Required
REL0008330,C008330,C008330,Case,INVOLVES,P002654,Person,2023-12-11 09:10:00,,0.955,DOC008330,true,Verified
REL0008331,C008331,C008331,Case,INVOLVES,P001797,Person,2021-02-21 17:50:00,,0.91,DOC008331,false,Review Required
REL0008332,C008332,C008332,Case,INVOLVES,P004120,Person,2022-08-10 15:52:00,,0.9,DOC008332,false,Review Required
REL0008333,C008333,C008333,Case,INVOLVES,P001241,Person,2020-08-12 21:53:00,,0.951,DOC008333,true,Verified
REL0008334,C008334,C008334,Case,INVOLVES,P005595,Person,2018-06-05 18:38:00,,0.956,DOC008334,true,Verified
REL0008335,C008335,C008335,Case,INVOLVES,P006641,Person,2024-04-27 20:36:00,,0.914,DOC008335,false,Review Required
REL0008336,C008336,C008336,Case,INVOLVES,P003399,Person,2018-01-17 13:42:00,,0.947,DOC008336,false,Review Required
REL0008337,C008337,C008337,Case,INVOLVES,P001363,Person,2021-02-28 22:57:00,,0.974,DOC008337,true,Verified
REL0008338,C008338,C008338,Case,INVOLVES,P003867,Person,2019-08-14 19:25:00,,0.926,DOC008338,false,Review Required
REL0008339,C008339,C008339,Case,INVOLVES,P000097,Person,2018-09-06 21:22:00,,0.976,DOC008339,true,Verified
REL0008340,C008340,C008340,Case,INVOLVES,P005826,Person,2023-11-10 10:26:00,,0.981,DOC008340,true,Verified
REL0008341,C008341,C008341,Case,INVOLVES,P000451,Person,2021-09-09 21:17:00,,0.985,DOC008341,true,Verified
REL0008342,C008342,C008342,Case,INVOLVES,P005584,Person,2022-07-31 19:25:00,,0.978,DOC008342,true,Verified
REL0008343,C008343,C008343,Case,INVOLVES,P003223,Person,2019-04-23 03:45:00,,0.902,DOC008343,false,Review Required
REL0008344,C008344,C008344,Case,INVOLVES,P006299,Person,2022-08-02 04:26:00,,0.917,DOC008344,false,Review Required
REL0008345,C008345,C008345,Case,INVOLVES,P000837,Person,2021-11-13 15:36:00,,0.924,DOC008345,false,Review Required
REL0008346,C008346,C008346,Case,INVOLVES,P006158,Person,2023-08-18 10:33:00,,0.904,DOC008346,false,Review Required
REL0008347,C008347,C008347,Case,INVOLVES,P005628,Person,2018-09-16 13:41:00,,0.927,DOC008347,false,Review Required
REL0008348,C008348,C008348,Case,INVOLVES,P004288,Person,2020-10-13 12:33:00,,0.938,DOC008348,false,Review Required
