vehicle_id,registration_number,vehicle_type,make,model,color,registration_date,registered_owner_id,current_owner_id,status,insurance_status,source
V002782,MH12BB8234,Motorcycle,Bajaj,Pulsar,White,2013-02-17,P000224,P000224,Inactive,Active,SYNTH_VEHICLE_REGISTRY
V002783,MH12BB8371,Car,Tata,Nexon,Brown,2016-12-17,P006108,P006108,Inactive,Active,SYNTH_VEHICLE_REGISTRY
V002784,MH12BB8408,Commercial,Tata,Ace,White,2022-07-11,P001363,P001363,Active,Active,SYNTH_RTO_DB
V002785,MH12BB8545,Car,Hyundai,Creta,Grey,2011-05-14,P003723,P005225,Transferred,Active,SYNTH_RTO_DB
V002786,MH12BB8682,Car,Maruti Suzuki,Swift,Black,2016-11-28,P004783,P004783,Active,Active,SYNTH_FIELD_DB
V002787,MH12BB8719,Commercial,Tata,Ace,Red,2011-10-09,P002245,P000012,Transferred,Active,SYNTH_FIELD_DB
V002788,MH12BB8856,Car,Maruti Suzuki,Baleno,Grey,2014-03-29,P001563,P001563,Active,Active,SYNTH_VEHICLE_REGISTRY
V002789,MH12BB8993,Auto,Bajaj,RE,Brown,2026-02-19,P001638,P002199,Transferred,Active,SYNTH_INSURANCE_DB
V002790,MH12BB9030,Scooter,Suzuki,Access,Red,2020-01-02,P005916,P005916,Active,Not Available,SYNTH_RTO_DB
V002791,MH12BB9167,Scooter,TVS,Jupiter,Black,2011-10-17,P003711,P003711,Active,Active,SYNTH_INSURANCE_DB
V002792,MH12BB9204,Scooter,TVS,Jupiter,Grey,2024-05-12,P002336,P002336,Inactive,Active,SYNTH_FIELD_DB
V002793,MH12BB9341,Car,Toyota,Innova,Black,2020-02-06,P005335,P005335,Active,Active,SYNTH_FIELD_DB
V002794,MH12BB9478,Car,Hyundai,Creta,Blue,2024-10-29,P002239,P002239,Inactive,Active,SYNTH_RTO_DB
V002795,MH12BB9515,Car,Hyundai,i20,Grey,2023-08-29,P003596,P002102,Transferred,Active,SYNTH_VEHICLE_REGISTRY
V002796,MH12BB9652,Car,Maruti Suzuki,Swift,Red,2012-08-11,P003267,P003267,Active,Active,SYNTH_INSURANCE_DB
V002797,MH12BB9789,Commercial,Tata,Ace,Black,2016-06-08,P003225,P003225,Active,Active,SYNTH_FIELD_DB
V002798,MH12BB9826,Motorcycle,Hero,Splendor Plus,Grey,2024-12-08,P005911,P005911,Active,Active,SYNTH_INSURANCE_DB
V002799,MH12BB9963,Commercial,Tata,Ace,Grey,2018-08-24,P004698,P004698,Active,Active,SYNTH_VEHICLE_REGISTRY
V002800,MH12BC0000,Commercial,Tata,Ace,Grey,2013-01-26,P003511,P003511,Active,Active,SYNTH_FIELD_DB
V002801,MH12BC0137,Commercial,Tata,Ace,Blue,2019-05-22,P002844,P002844,Active,Active,SYNTH_RTO_DB
V002802,MH12BC0274,Car,Maruti Suzuki,Swift,White,2020-11-13,P006409,P003138,Transferred,Active,SYNTH_RTO_DB
V002803,MH12BC0311,Car,Mahindra,XUV300,Blue,2019-01-12,P003086,P003086,Active,Active,SYNTH_FIELD_DB
V002804,MH12BC0448,Car,Mahindra,XUV300,Blue,2021-10-10,P005831,P005831,Inactive,Active,SYNTH_VEHICLE_REGISTRY
V002805,MH12BC0585,Scooter,TVS,Jupiter,Brown,2023-12-02,P000431,P006838,Transferred,Active,SYNTH_RTO_DB
V002806,MH12BC0622,Car,Toyota,Innova,Brown,2024-01-25,P001263,P001812,Transferred,Not Available,SYNTH_RTO_DB
V002807,MH12BC0759,Commercial,Mahindra,Bolero Pickup,Brown,2025-04-15,P004278,P004850,Transferred,Expired,SYNTH_FIELD_DB
V002808,MH12BC0896,Scooter,Suzuki,Access,Green,2020-02-23,P005376,P005376,Inactive,Active,SYNTH_RTO_DB
V002809,MH12BC0933,Commercial,Mahindra,Bolero Pickup,White,2026-06-28,P006697,P006697,Active,Active,SYNTH_FIELD_DB
V002810,MH12BC1070,Motorcycle,Hero,Splendor Plus,White,2010-06-18,P005300,P005300,Active,Expired,SYNTH_RTO_DB
V002811,MH12BC1107,Scooter,TVS,Jupiter,Red,2017-02-05,P001233,P001233,Active,Active,SYNTH_RTO_DB
V002812,MH12BC1244,Scooter,Suzuki,Access,Black,2022-08-14,P005595,P005595,Inactive,Active,SYNTH_FIELD_DB
V002813,MH12BC1381,Car,Maruti Suzuki,Swift,Green,2010-11-29,P002884,P006050,Transferred,Expired,SYNTH_INSURANCE_DB
V002814,MH12BC1418,Auto,Bajaj,RE,Grey,2018-12-29,P004827,P004827,Active,Expired,SYNTH_VEHICLE_REGISTRY
V002815,MH12BC1555,Motorcycle,Honda,Shine,White,2013-06-12,P001196,P001196,Active,Active,SYNTH_INSURANCE_DB
V002816,MH12BC1692,Commercial,Tata,Ace,Silver,2017-05-25,P000247,P000444,Transferred,Expired,SYNTH_RTO_DB
V002817,MH12BC1729,Commercial,Tata,Ace,Brown,2023-10-04,P000870,P000870,Active,Active,SYNTH_VEHICLE_REGISTRY
V002818,MH12BC1866,Scooter,Honda,Activa,Red,2010-03-10,P001581,P001581,Active,Active,SYNTH_RTO_DB
V002819,MH12BC1903,Car,Toyota,Innova,Silver,2023-09-25,P001532,P001532,Active,Active,SYNTH_INSURANCE_DB
V002820,MH12BC2040,Car,Maruti Suzuki,Swift,White,2021-09-26,P004430,P002061,Transferred,Expired,SYNTH_INSURANCE_DB
V002821,MH12BC2177,Car,Tata,Nexon,Grey,2010-11-22,P000924,P000924,Active,Expired,SYNTH_VEHICLE_REGISTRY
V002822,MH12BC2214,Car,Hyundai,i20,White,2019-06-24,P004688,P001385,Transferred,Expired,SYNTH_VEHICLE_REGISTRY
V002823,MH12BC2351,Car,Maruti Suzuki,Baleno,Brown,2024-03-19,P000794,P000794,Inactive,Active,SYNTH_VEHICLE_REGISTRY
V002824,MH12BC2488,Car,Hyundai,i20,Red,2017-06-04,P002302,P002910,Transferred,Active,SYNTH_RTO_DB
V002825,MH12BC2525,Car,Maruti Suzuki,Baleno,Blue,2019-11-10,P002381,P002381,Active,Active,SYNTH_INSURANCE_DB
V002826,MH12BC2662,Car,Toyota,Innova,Green,2011-12-31,P000018,P000018,Active,Expired,SYNTH_VEHICLE_REGISTRY
V002827,MH12BC2799,Car,Hyundai,i20,Red,2017-10-18,P001231,P001231,Active,Active,SYNTH_VEHICLE_REGISTRY
V002828,MH12BC2836,Motorcycle,Hero,Splendor Plus,Blue,2012-03-09,P006697,P006697,Stolen,Active,SYNTH_INSURANCE_DB
V002829,MH12BC2973,Scooter,Honda,Activa,Silver,2012-03-28,P004715,P004715,Active,Active,SYNTH_INSURANCE_DB
V002830,MH12BC3010,Car,Maruti Suzuki,Swift,Silver,2015-10-21,P006709,P006709,Active,Active,SYNTH_INSURANCE_DB
V002831,MH12BC3147,Car,Hyundai,i20,Green,2017-06-03,P005400,P005400,Active,Active,SYNTH_RTO_DB
V002832,MH12BC3284,Scooter,Suzuki,Access,Silver,2013-02-11,P005482,P005482,Active,Active,SYNTH_INSURANCE_DB
V002833,MH12BC3321,Car,Tata,Nexon,Green,2013-04-10,P006762,P006762,Active,Active,SYNTH_VEHICLE_REGISTRY
V002834,MH12BC3458,Car,Tata,Nexon,Red,2022-07-11,P004492,P004492,Scrapped,Active,SYNTH_FIELD_DB
V002835,MH12BC3595,Scooter,TVS,Jupiter,Brown,2010-10-16,P003932,P003932,Active,Expired,SYNTH_FIELD_DB
V002836,MH12BC3632,Scooter,Honda,Activa,Black,2022-08-10,P005746,P005558,Transferred,Expired,SYNTH_FIELD_DB
V002837,MH12BC3769,Scooter,Honda,Activa,Silver,2013-12-03,P006069,P006069,Active,Expired,SYNTH_VEHICLE_REGISTRY
V002838,MH12BC3806,Car,Tata,Nexon,Silver,2021-09-14,P000209,P000209,Active,Expired,SYNTH_INSURANCE_DB
V002839,MH12BC3943,Scooter,Suzuki,Access,Red,2025-03-14,P005820,P005820,Active,Active,SYNTH_RTO_DB
V002840,MH12BC4080,Car,Tata,Nexon,Grey,2024-09-09,P004060,P001737,Transferred,Expired,SYNTH_FIELD_DB
V002841,MH12BC4117,Motorcycle,Bajaj,Pulsar,Black,2019-08-26,P003700,P003700,Active,Active,SYNTH_FIELD_DB
V002842,MH12BC4254,Car,Maruti Suzuki,Swift,Blue,2011-04-20,P004796,P004796,Active,Active,SYNTH_FIELD_DB
V002843,MH12BC4391,Scooter,Suzuki,Access,White,2014-12-16,P004896,P004896,Active,Active,SYNTH_VEHICLE_REGISTRY
V002844,MH12BC4428,Car,Maruti Suzuki,Swift,Grey,2020-12-22,P006526,P006526,Inactive,Active,SYNTH_VEHICLE_REGISTRY
V002845,MH12BC4565,Car,Hyundai,Creta,Red,2025-02-07,P005968,P000931,Transferred,Active,SYNTH_FIELD_DB
V002846,MH12BC4602,Commercial,Tata,Ace,Blue,2024-04-17,P000476,P000476,Stolen,Active,SYNTH_VEHICLE_REGISTRY
V002847,MH12BC4739,Car,Maruti Suzuki,Baleno,Silver,2020-06-08,P000423,P006475,Transferred,Active,SYNTH_VEHICLE_REGISTRY
V002848,MH12BC4876,Commercial,Mahindra,Bolero Pickup,Red,2012-11-09,P001670,P001670,Active,Active,SYNTH_FIELD_DB
V002849,MH12BC4913,Motorcycle,Honda,Shine,Green,2015-08-24,P000288,P000288,Active,Active,SYNTH_RTO_DB
V002850,MH12BC5050,Car,Hyundai,i20,Red,2016-11-18,P002025,P001858,Transferred,Active,SYNTH_RTO_DB
V002851,MH12BC5187,Commercial,Tata,Ace,Black,2019-04-27,P002834,P006349,Transferred,Active,SYNTH_VEHICLE_REGISTRY
V002852,MH12BC5224,Scooter,Suzuki,Access,Brown,2023-08-08,P004479,P004479,Inactive,Expired,SYNTH_INSURANCE_DB
V002853,MH12BC5361,Scooter,Honda,Activa,Green,2022-08-14,P003857,P003857,Active,Active,SYNTH_FIELD_DB
V002854,MH12BC5498,Car,Tata,Nexon,White,2020-05-07,P004315,P003547,Transferred,Active,SYNTH_VEHICLE_REGISTRY
V002855,MH12BC5535,Auto,Bajaj,RE,White,2021-10-22,P003436,P002192,Transferred,Active,SYNTH_RTO_DB
V002856,MH12BC5672,Scooter,Honda,Activa,White,2017-07-06,P001211,P001211,Active,Active,SYNTH_FIELD_DB
V002857,MH12BC5709,Scooter,Honda,Activa,Brown,2012-09-08,P003658,P003658,Active,Active,SYNTH_RTO_DB
V002858,MH12BC5846,Commercial,Mahindra,Bolero Pickup,Red,2025-01-15,P005915,P005915,Active,Active,SYNTH_FIELD_DB
V002859,MH12BC5983,Scooter,Suzuki,Access,Red,2014-06-23,P006334,P005129,Transferred,Active,SYNTH_INSURANCE_DB
V002860,MH12BC6020,Commercial,Tata,Ace,Brown,2015-12-06,P005239,P005239,Active,Active,SYNTH_RTO_DB
V002861,MH12BC6157,Car,Maruti Suzuki,Swift,Green,2024-11-01,P002181,P002181,Active,Active,SYNTH_INSURANCE_DB
V002862,MH12BC6294,Car,Mahindra,XUV300,Black,2014-07-13,P004362,P004362,Active,Expired,SYNTH_INSURANCE_DB
V002863,MH12BC6331,Motorcycle,Hero,Splendor Plus,Silver,2023-06-23,P002214,P002214,Active,Not Available,SYNTH_VEHICLE_REGISTRY
V002864,MH12BC6468,Car,Tata,Nexon,Blue,2013-02-27,P000267,P000267,Active,Expired,SYNTH_VEHICLE_REGISTRY
V002865,MH12BC6505,Car,Mahindra,XUV300,Green,2013-01-22,P004908,P004908,Inactive,Active,SYNTH_VEHICLE_REGISTRY
V002866,MH12BC6642,Car,Toyota,Innova,Silver,2012-06-23,P004349,P004349,Inactive,Active,SYNTH_RTO_DB
V002867,MH12BC6779,Car,Maruti Suzuki,Baleno,Black,2019-10-11,P005897,P005897,Inactive,Active,SYNTH_FIELD_DB
V002868,MH12BC6816,Car,Mahindra,XUV300,Grey,2024-04-21,P000849,P000849,Active,Expired,SYNTH_FIELD_DB
V002869,MH12BC6953,Auto,Bajaj,RE,White,2020-06-16,P005017,P005017,Active,Expired,SYNTH_FIELD_DB
V002870,MH12BC7090,Car,Toyota,Innova,Black,2019-10-14,P002258,P002258,Active,Expired,SYNTH_INSURANCE_DB
V002871,MH12BC7127,Motorcycle,Bajaj,Pulsar,Blue,2022-04-25,P001896,P001896,Scrapped,Active,SYNTH_FIELD_DB
V002872,MH12BC7264,Car,Tata,Nexon,Green,2014-03-02,P002972,P002972,Scrapped,Active,SYNTH_VEHICLE_REGISTRY
V002873,MH12BC7301,Car,Maruti Suzuki,Swift,Blue,2026-05-21,P001723,P002989,Transferred,Active,SYNTH_VEHICLE_REGISTRY
V002874,MH12BC7438,Car,Hyundai,Creta,White,2022-05-14,P004874,P004874,Active,Expired,SYNTH_RTO_DB
V002875,MH12BC7575,Commercial,Tata,Ace,Green,2024-03-17,P005675,P006612,Transferred,Active,SYNTH_INSURANCE_DB
V002876,MH12BC7612,Car,Tata,Nexon,Red,2010-05-25,P004799,P004799,Inactive,Active,SYNTH_RTO_DB
V002877,MH12BC7749,Car,Toyota,Innova,Brown,2020-03-19,P004566,P002540,Transferred,Active,SYNTH_INSURANCE_DB
V002878,MH12BC7886,Scooter,Suzuki,Access,White,2016-12-24,P002546,P002546,Active,Active,SYNTH_FIELD_DB
V002879,MH12BC7923,Auto,Bajaj,RE,White,2012-01-02,P001041,P001041,Active,Active,SYNTH_RTO_DB
V002880,MH12BC8060,Car,Toyota,Innova,Red,2020-08-12,P004016,P004016,Active,Active,SYNTH_FIELD_DB
V002881,MH12BC8197,Car,Mahindra,XUV300,Black,2011-07-09,P006866,P006866,Active,Active,SYNTH_FIELD_DB
V002882,MH12BC8234,Motorcycle,Hero,Splendor Plus,Brown,2017-03-17,P005740,P005740,Active,Active,SYNTH_FIELD_DB
V002883,MH12BC8371,Motorcycle,Bajaj,Pulsar,Black,2024-08-30,P006180,P006180,Active,Active,SYNTH_INSURANCE_DB
V002884,MH12BC8408,Car,Maruti Suzuki,Swift,Red,2018-04-23,P003984,P006301,Transferred,Expired,SYNTH_VEHICLE_REGISTRY
V002885,MH12BC8545,Scooter,TVS,Jupiter,Grey,2012-06-24,P004214,P004214,Inactive,Active,SYNTH_INSURANCE_DB
V002886,MH12BC8682,Commercial,Mahindra,Bolero Pickup,Grey,2020-04-15,P001875,P001875,Inactive,Active,SYNTH_VEHICLE_REGISTRY
V002887,MH12BC8719,Motorcycle,Bajaj,Pulsar,Green,2020-06-01,P002985,P002985,Active,Active,SYNTH_INSURANCE_DB
V002888,MH12BC8856,Car,Tata,Nexon,Brown,2022-10-30,P002788,P002788,Scrapped,Active,SYNTH_RTO_DB
V002889,MH12BC8993,Scooter,Suzuki,Access,Grey,2019-08-04,P002047,P002047,Active,Active,SYNTH_INSURANCE_DB
V002890,MH12BC9030,Motorcycle,Honda,Shine,Silver,2013-09-22,P002153,P006683,Transferred,Active,SYNTH_INSURANCE_DB
V002891,MH12BC9167,Car,Mahindra,XUV300,Blue,2014-06-08,P005325,P005325,Active,Not Available,SYNTH_RTO_DB
V002892,MH12BC9204,Scooter,Honda,Activa,Black,2024-09-07,P005206,P005206,Active,Active,SYNTH_RTO_DB
V002893,MH12BC9341,Car,Hyundai,i20,Blue,2022-05-11,P004371,P000661,Transferred,Active,SYNTH_RTO_DB
V002894,MH12BC9478,Car,Hyundai,Creta,Silver,2015-04-02,P002569,P002569,Inactive,Expired,SYNTH_VEHICLE_REGISTRY
V002895,MH12BC9515,Car,Toyota,Innova,White,2011-05-18,P003620,P003620,Active,Active,SYNTH_FIELD_DB
V002896,MH12BC9652,Car,Toyota,Innova,Blue,2024-07-19,P004447,P004447,Active,Active,SYNTH_INSURANCE_DB
V002897,MH12BC9789,Scooter,Suzuki,Access,Green,2015-08-14,P005335,P000460,Transferred,Active,SYNTH_VEHICLE_REGISTRY
V002898,MH12BC9826,Scooter,TVS,Jupiter,White,2017-06-06,P003374,P003374,Inactive,Active,SYNTH_RTO_DB
V002899,MH12BC9963,Car,Tata,Nexon,Brown,2022-11-27,P001184,P001184,Active,Expired,SYNTH_RTO_DB
V002900,MH12BD0000,Auto,Bajaj,RE,Silver,2024-12-09,P000544,P000544,Inactive,Active,SYNTH_INSURANCE_DB
V002901,MH12BD0137,Car,Toyota,Innova,Grey,2022-03-11,P002965,P002965,Active,Expired,SYNTH_INSURANCE_DB
V002902,MH12BD0274,Car,Hyundai,Creta,Black,2026-02-14,P000052,P000052,Active,Active,SYNTH_INSURANCE_DB
V002903,MH12BD0311,Car,Hyundai,i20,Green,2021-10-27,P005674,P005674,Active,Active,SYNTH_VEHICLE_REGISTRY
V002904,MH12BD0448,Car,Maruti Suzuki,Swift,Black,2021-05-11,P003871,P003871,Active,Active,SYNTH_RTO_DB
V002905,MH12BD0585,Scooter,TVS,Jupiter,Blue,2013-09-02,P003924,P003924,Active,Active,SYNTH_FIELD_DB
V002906,MH12BD0622,Car,Maruti Suzuki,Swift,Red,2023-08-18,P005239,P005239,Active,Active,SYNTH_INSURANCE_DB
V002907,MH12BD0759,Motorcycle,Bajaj,Pulsar,Grey,2022-05-13,P004872,P004872,Active,Expired,SYNTH_VEHICLE_REGISTRY
V002908,MH12BD0896,Car,Hyundai,Creta,White,2018-04-12,P000166,P000166,Active,Active,SYNTH_FIELD_DB
V002909,MH12BD0933,Car,Hyundai,Creta,Black,2025-10-13,P005745,P005156,Transferred,Expired,SYNTH_INSURANCE_DB
V002910,MH12BD1070,Motorcycle,Hero,Splendor Plus,Silver,2020-01-10,P005151,P005151,Active,Not Available,SYNTH_RTO_DB
V002911,MH12BD1107,Scooter,TVS,Jupiter,Black,2014-01-22,P005486,P001904,Transferred,Expired,SYNTH_RTO_DB
V002912,MH12BD1244,Scooter,Suzuki,Access,Grey,2020-03-12,P001660,P001506,Transferred,Active,SYNTH_FIELD_DB
V002913,MH12BD1381,Car,Maruti Suzuki,Baleno,Red,2014-04-14,P005891,P005891,Active,Active,SYNTH_INSURANCE_DB
V002914,MH12BD1418,Car,Tata,Nexon,Brown,2012-10-05,P006994,P006994,Active,Active,SYNTH_INSURANCE_DB
V002915,MH12BD1555,Car,Tata,Nexon,White,2015-02-27,P002404,P002404,Inactive,Not Available,SYNTH_FIELD_DB
V002916,MH12BD1692,Motorcycle,Honda,Shine,Blue,2012-05-17,P006362,P001437,Transferred,Active,SYNTH_VEHICLE_REGISTRY
V002917,MH12BD1729,Auto,Bajaj,RE,Red,2015-01-20,P003912,P003912,Inactive,Not Available,SYNTH_INSURANCE_DB
V002918,MH12BD1866,Scooter,Honda,Activa,Blue,2016-11-10,P000456,P000456,Active,Expired,SYNTH_FIELD_DB
V002919,MH12BD1903,Commercial,Tata,Ace,Black,2019-08-18,P001842,P001842,Scrapped,Active,SYNTH_VEHICLE_REGISTRY
V002920,MH12BD2040,Car,Maruti Suzuki,Baleno,Green,2015-03-04,P000744,P006383,Transferred,Expired,SYNTH_FIELD_DB
V002921,MH12BD2177,Car,Hyundai,Creta,White,2018-10-05,P000373,P006566,Transferred,Active,SYNTH_INSURANCE_DB
V002922,MH12BD2214,Motorcycle,Bajaj,Pulsar,Green,2016-05-27,P006231,P002383,Transferred,Active,SYNTH_FIELD_DB
V002923,MH12BD2351,Car,Hyundai,i20,Green,2018-02-12,P003214,P003214,Active,Active,SYNTH_FIELD_DB
V002924,MH12BD2488,Motorcycle,Bajaj,Pulsar,Grey,2017-12-31,P003779,P003779,Active,Active,SYNTH_INSURANCE_DB
V002925,MH12BD2525,Commercial,Tata,Ace,Red,2010-05-04,P005021,P001475,Transferred,Active,SYNTH_FIELD_DB
V002926,MH12BD2662,Motorcycle,Hero,Splendor Plus,Black,2014-10-05,P004154,P004154,Scrapped,Active,SYNTH_VEHICLE_REGISTRY
V002927,MH12BD2799,Motorcycle,Bajaj,Pulsar,Green,2017-05-04,P004168,P004168,Active,Active,SYNTH_INSURANCE_DB
V002928,MH12BD2836,Car,Mahindra,XUV300,Grey,2014-04-14,P002549,P002549,Active,Active,SYNTH_INSURANCE_DB
V002929,MH12BD2973,Car,Hyundai,i20,Black,2023-04-09,P003713,P003713,Active,Active,SYNTH_VEHICLE_REGISTRY
V002930,MH12BD3010,Scooter,Honda,Activa,Black,2021-03-13,P002559,P006887,Transferred,Active,SYNTH_FIELD_DB
V002931,MH12BD3147,Scooter,TVS,Jupiter,Grey,2024-10-14,P004670,P004670,Active,Active,SYNTH_FIELD_DB
V002932,MH12BD3284,Car,Hyundai,Creta,Silver,2023-07-23,P005755,P005755,Inactive,Active,SYNTH_FIELD_DB
V002933,MH12BD3321,Scooter,Honda,Activa,Blue,2025-09-12,P000968,P000968,Inactive,Active,SYNTH_VEHICLE_REGISTRY
V002934,MH12BD3458,Car,Maruti Suzuki,Baleno,Brown,2022-02-28,P005671,P005671,Active,Active,SYNTH_INSURANCE_DB
V002935,MH12BD3595,Car,Hyundai,i20,Brown,2021-04-30,P006270,P006270,Active,Active,SYNTH_VEHICLE_REGISTRY
V002936,MH12BD3632,Commercial,Tata,Ace,Red,2022-06-02,P004203,P004917,Transferred,Expired,SYNTH_RTO_DB
V002937,MH12BD3769,Car,Hyundai,i20,White,2016-03-12,P006591,P001193,Transferred,Active,SYNTH_INSURANCE_DB
V002938,MH12BD3806,Commercial,Tata,Ace,White,2018-11-04,P004131,P004131,Active,Active,SYNTH_FIELD_DB
V002939,MH12BD3943,Car,Mahindra,XUV300,Black,2024-07-14,P000989,P003647,Transferred,Active,SYNTH_VEHICLE_REGISTRY
V002940,MH12BD4080,Car,Mahindra,XUV300,Grey,2017-02-22,P000112,P000112,Active,Active,SYNTH_RTO_DB
V002941,MH12BD4117,Car,Maruti Suzuki,Swift,Grey,2012-07-26,P001375,P001375,Active,Active,SYNTH_RTO_DB
V002942,MH12BD4254,Car,Hyundai,i20,Red,2025-09-01,P003847,P005522,Transferred,Expired,SYNTH_INSURANCE_DB
V002943,MH12BD4391,Car,Mahindra,XUV300,Black,2017-01-18,P005298,P005298,Active,Expired,SYNTH_RTO_DB
V002944,MH12BD4428,Car,Tata,Nexon,Silver,2013-08-17,P004683,P004683,Active,Active,SYNTH_RTO_DB
V002945,MH12BD4565,Car,Tata,Nexon,Green,2018-05-27,P005633,P005633,Inactive,Active,SYNTH_FIELD_DB
V002946,MH12BD4602,Commercial,Tata,Ace,Grey,2020-09-26,P005743,P001917,Transferred,Active,SYNTH_RTO_DB
V002947,MH12BD4739,Car,Tata,Nexon,Red,2016-08-27,P002851,P002851,Active,Active,SYNTH_INSURANCE_DB
V002948,MH12BD4876,Car,Maruti Suzuki,Baleno,Blue,2012-07-10,P006363,P006363,Active,Expired,SYNTH_VEHICLE_REGISTRY
V002949,MH12BD4913,Car,Maruti Suzuki,Swift,Silver,2021-06-12,P003739,P000459,Transferred,Active,SYNTH_FIELD_DB
V002950,MH12BD5050,Motorcycle,Hero,Splendor Plus,Silver,2024-07-22,P006445,P002675,Transferred,Active,SYNTH_VEHICLE_REGISTRY
V002951,MH12BD5187,Car,Hyundai,Creta,Grey,2015-08-03,P006290,P006290,Active,Active,SYNTH_VEHICLE_REGISTRY
V002952,MH12BD5224,Car,Hyundai,i20,Red,2012-12-07,P001656,P001656,Active,Active,SYNTH_INSURANCE_DB
V002953,MH12BD5361,Motorcycle,Bajaj,Pulsar,Silver,2015-07-16,P001296,P001296,Active,Active,SYNTH_RTO_DB
V002954,MH12BD5498,Car,Toyota,Innova,White,2018-11-19,P002731,P000487,Transferred,Active,SYNTH_VEHICLE_REGISTRY
V002955,MH12BD5535,Car,Hyundai,Creta,White,2014-04-01,P006121,P005226,Transferred,Active,SYNTH_VEHICLE_REGISTRY
V002956,MH12BD5672,Motorcycle,Hero,Splendor Plus,Silver,2012-01-11,P001099,P001099,Active,Active,SYNTH_FIELD_DB
V002957,MH12BD5709,Motorcycle,Bajaj,Pulsar,Grey,2025-11-14,P000400,P000400,Active,Active,SYNTH_INSURANCE_DB
V002958,MH12BD5846,Auto,Bajaj,RE,Silver,2014-02-20,P005199,P005199,Active,Active,SYNTH_INSURANCE_DB
V002959,MH12BD5983,Car,Hyundai,Creta,Black,2018-11-23,P004949,P004949,Active,Active,SYNTH_VEHICLE_REGISTRY
V002960,MH12BD6020,Car,Hyundai,Creta,Green,2010-09-21,P003145,P003145,Stolen,Active,SYNTH_RTO_DB
V002961,MH12BD6157,Scooter,Honda,Activa,Silver,2016-01-11,P006110,P006110,Active,Expired,SYNTH_RTO_DB
V002962,MH12BD6294,Motorcycle,Honda,Shine,Black,2025-12-29,P004249,P004249,Active,Active,SYNTH_VEHICLE_REGISTRY
V002963,MH12BD6331,Motorcycle,Bajaj,Pulsar,Silver,2011-04-28,P005656,P005656,Active,Active,SYNTH_VEHICLE_REGISTRY
V002964,MH12BD6468,Motorcycle,Bajaj,Pulsar,Brown,2016-10-25,P001413,P004874,Transferred,Active,SYNTH_RTO_DB
V002965,MH12BD6505,Car,Hyundai,Creta,Black,2017-10-27,P006331,P006331,Active,Expired,SYNTH_RTO_DB
V002966,MH12BD6642,Auto,Bajaj,RE,Silver,2010-08-15,P004064,P004064,Active,Active,SYNTH_VEHICLE_REGISTRY
V002967,MH12BD6779,Scooter,TVS,Jupiter,Green,2022-11-04,P002536,P006452,Transferred,Active,SYNTH_RTO_DB
V002968,MH12BD6816,Motorcycle,Hero,Splendor Plus,White,2017-03-14,P002311,P002311,Stolen,Active,SYNTH_RTO_DB
V002969,MH12BD6953,Car,Mahindra,XUV300,Black,2020-12-18,P002149,P002149,Active,Expired,SYNTH_FIELD_DB
V002970,MH12BD7090,Motorcycle,Honda,Shine,Red,2014-03-22,P004441,P004441,Active,Not Available,SYNTH_FIELD_DB
V002971,MH12BD7127,Scooter,Suzuki,Access,White,2016-12-05,P005927,P000116,Transferred,Active,SYNTH_RTO_DB
V002972,MH12BD7264,Auto,Bajaj,RE,Grey,2019-10-16,P005843,P005843,Active,Active,SYNTH_VEHICLE_REGISTRY
V002973,MH12BD7301,Scooter,Honda,Activa,Green,2018-04-09,P003165,P003165,Active,Active,SYNTH_RTO_DB
V002974,MH12BD7438,Commercial,Mahindra,Bolero Pickup,Brown,2021-07-14,P002354,P002354,Active,Active,SYNTH_INSURANCE_DB
V002975,MH12BD7575,Car,Toyota,Innova,White,2016-09-24,P002142,P002142,Scrapped,Active,SYNTH_RTO_DB
V002976,MH12BD7612,Car,Hyundai,i20,White,2017-01-15,P006074,P004917,Transferred,Expired,SYNTH_RTO_DB
V002977,MH12BD7749,Scooter,Suzuki,Access,Silver,2010-06-25,P000418,P000418,Active,Active,SYNTH_INSURANCE_DB
V002978,MH12BD7886,Auto,Bajaj,RE,Grey,2011-11-14,P006357,P006357,Active,Expired,SYNTH_RTO_DB
V002979,MH12BD7923,Car,Maruti Suzuki,Baleno,Green,2020-05-28,P006932,P004805,Transferred,Active,SYNTH_VEHICLE_REGISTRY
V002980,MH12BD8060,Scooter,Honda,Activa,Silver,2021-08-31,P004780,P003753,Transferred,Active,SYNTH_FIELD_DB
V002981,MH12BD8197,Scooter,TVS,Jupiter,Green,2020-03-16,P005883,P005883,Active,Expired,SYNTH_FIELD_DB
V002982,MH12BD8234,Car,Maruti Suzuki,Baleno,Silver,2013-09-08,P006374,P000318,Transferred,Active,SYNTH_FIELD_DB
V002983,MH12BD8371,Car,Maruti Suzuki,Baleno,Blue,2019-10-08,P006795,P006795,Active,Expired,SYNTH_RTO_DB
V002984,MH12BD8408,Car,Toyota,Innova,White,2021-07-31,P002693,P002693,Active,Expired,SYNTH_FIELD_DB
V002985,MH12BD8545,Car,Maruti Suzuki,Baleno,Silver,2024-05-07,P004895,P004895,Scrapped,Expired,SYNTH_VEHICLE_REGISTRY
V002986,MH12BD8682,Commercial,Mahindra,Bolero Pickup,Green,2013-12-04,P006272,P002376,Transferred,Active,SYNTH_VEHICLE_REGISTRY
