event_id,entity_id,entity_type,location_id,timestamp,event_type,duration_minutes,latitude,longitude,source,confidence
EV0013139,P001338,Person,LOC000537,2024-04-19 23:44:07,Transaction,0,18.561527,73.870158,SYNTH_TOWER,0.928
EV0013140,P000976,Person,LOC001591,2019-10-02 20:56:15,CCTV,0,18.629763,73.84845,SYNTH_TOWER,0.97
EV0013141,P002003,Person,LOC000413,2021-04-07 16:22:03,CCTV,0,18.634766,73.800402,SYNTH_CCTV,0.915
EV0013142,P006368,Person,LOC001319,2019-03-02 23:31:24,Visited,126,18.636056,73.843354,SYNTH_FIELD,0.974
EV0013143,P004717,Person,LOC000044,2020-06-04 07:30:28,TowerPing,0,18.561474,73.882529,SYNTH_VEHICLE,0.979
EV0013144,P005600,Person,LOC002876,2021-02-19 13:59:19,Visited,15,18.505163,73.923919,SYNTH_TRANSACTION,0.945
EV0013145,P004480,Person,LOC004170,2024-04-11 00:57:32,Stayed,217,18.528028,73.854505,SYNTH_TRANSACTION,0.979
EV0013146,P001084,Person,LOC003463,2022-08-17 00:46:34,Visited,154,18.510901,73.918115,SYNTH_TOWER,0.976
EV0013147,P000711,Person,LOC001506,2021-02-06 19:50:23,Detected,0,18.504632,73.813003,SYNTH_TRANSACTION,0.911
EV0013148,P001390,Person,LOC003123,2021-10-28 19:18:26,Visited,14,18.565021,73.916086,SYNTH_TOWER,0.955
EV0013149,P002929,Person,LOC003706,2026-06-16 05:12:34,Stayed,108,18.497063,73.85825,SYNTH_VEHICLE,0.921
EV0013150,P005248,Person,LOC004128,2022-07-03 20:52:17,Visited,97,18.559712,73.789032,SYNTH_TRANSACTION,0.939
EV0013151,P002899,Person,LOC004692,2021-06-23 02:02:04,Visited,42,18.633973,73.793344,SYNTH_VEHICLE,0.979
EV0013152,P005510,Person,LOC001961,2020-05-30 10:00:06,Transaction,0,18.603768,73.763158,SYNTH_TOWER,0.929
EV0013153,P001971,Person,LOC000020,2023-10-10 05:39:40,Detected,0,18.541536,73.876069,SYNTH_TOWER,0.908
EV0013154,P000687,Person,LOC002330,2020-06-17 16:59:23,Detected,0,18.566813,73.879421,SYNTH_TOWER,0.956
EV0013155,P002088,Person,LOC002694,2020-02-16 00:43:26,Exited,0,18.561135,73.780661,SYNTH_CCTV,0.948
EV0013156,P001095,Person,LOC001229,2026-08-27 08:29:58,CCTV,0,18.495204,73.86771,SYNTH_FIELD,0.989
EV0013157,P004030,Person,LOC000418,2026-08-08 23:54:03,TowerPing,0,18.507354,73.801811,SYNTH_TRANSACTION,0.96
EV0013158,P001949,Person,LOC001586,2021-09-24 20:11:01,Stayed,57,18.501299,73.868479,SYNTH_CCTV,0.987
EV0013159,P004154,Person,LOC000661,2022-09-16 18:12:59,Visited,130,18.600692,73.762651,SYNTH_VEHICLE,0.963
EV0013160,P003251,Person,LOC000024,2022-12-08 14:29:45,Stayed,197,18.559405,73.807892,SYNTH_VEHICLE,0.957
EV0013161,P006782,Person,LOC001262,2025-11-10 02:12:12,Visited,22,18.59138,73.768688,SYNTH_TRANSACTION,0.917
EV0013162,P002885,Person,LOC002421,2024-03-31 14:27:37,TowerPing,0,18.629394,73.80497,SYNTH_FIELD,0.933
EV0013163,P003512,Person,LOC002434,2020-09-22 23:00:23,Stayed,63,18.555901,73.88069,SYNTH_TOWER,0.987
EV0013164,P000531,Person,LOC003383,2023-07-29 06:22:27,CCTV,0,18.552241,73.78087,SYNTH_VEHICLE,0.989
EV0013165,P004258,Person,LOC000681,2023-03-02 20:04:43,Exited,0,18.498015,73.867952,SYNTH_TRANSACTION,0.932
EV0013166,P001190,Person,LOC001009,2024-05-12 03:48:23,CCTV,0,18.559817,73.812125,SYNTH_FIELD,0.935
EV0013167,P003256,Person,LOC004891,2025-03-07 14:10:05,Detected,0,18.555403,73.784075,SYNTH_TRANSACTION,0.976
EV0013168,P000942,Person,LOC002533,2021-08-17 02:56:58,Exited,0,18.563353,73.90664,SYNTH_CCTV,0.952
EV0013169,P005644,Person,LOC003823,2022-07-27 22:51:40,Visited,146,18.514028,73.932172,SYNTH_TRANSACTION,0.982
EV0013170,P006647,Person,LOC000817,2024-09-04 04:05:29,Visited,206,18.56684,73.872414,SYNTH_CCTV,0.931
EV0013171,P006598,Person,LOC002890,2022-11-11 08:22:07,Stayed,193,18.449438,73.867348,SYNTH_TRANSACTION,0.937
EV0013172,P006214,Person,LOC004888,2026-07-13 00:26:25,CCTV,0,18.627556,73.851994,SYNTH_VEHICLE,0.917
EV0013173,P001206,Person,LOC001892,2021-10-06 10:09:35,Exited,0,18.45715,73.860517,SYNTH_FIELD,0.989
EV0013174,P006188,Person,LOC000311,2023-03-21 21:46:02,Detected,0,18.622263,73.847967,SYNTH_TOWER,0.956
EV0013175,P001020,Person,LOC001535,2023-06-27 08:28:11,Visited,215,18.45976,73.865699,SYNTH_VEHICLE,0.923
EV0013176,P004569,Person,LOC003799,2022-03-04 23:04:23,Exited,0,18.507807,73.857123,SYNTH_FIELD,0.921
EV0013177,P004287,Person,LOC000024,2024-05-30 20:05:10,TowerPing,0,18.559405,73.807892,SYNTH_TOWER,0.957
EV0013178,P001556,Person,LOC001470,2024-04-27 20:12:13,Stayed,140,18.623299,73.794441,SYNTH_TOWER,0.949
EV0013179,P003766,Person,LOC002180,2022-12-16 04:52:03,Visited,53,18.622785,73.794651,SYNTH_FIELD,0.979
EV0013180,P003549,Person,LOC000234,2024-06-03 22:19:02,Exited,0,18.55582,73.789012,SYNTH_VEHICLE,0.937
EV0013181,P003491,Person,LOC004223,2026-05-02 21:57:17,Stayed,224,18.548614,73.877086,SYNTH_TOWER,0.976
EV0013182,P002960,Person,LOC003620,2023-03-15 20:15:05,Stayed,109,18.592696,73.765809,SYNTH_FIELD,0.9
EV0013183,P002814,Person,LOC004124,2019-02-10 13:59:41,CCTV,0,18.634924,73.794704,SYNTH_CCTV,0.978
EV0013184,P004053,Person,LOC001058,2019-03-06 09:15:50,CCTV,0,18.514465,73.923031,SYNTH_TOWER,0.989
EV0013185,P004893,Person,LOC000729,2023-10-21 15:10:17,Stayed,70,18.554819,73.881083,SYNTH_VEHICLE,0.93
EV0013186,P001863,Person,LOC001288,2025-02-28 22:07:11,TowerPing,0,18.624853,73.79404,SYNTH_FIELD,0.911
EV0013187,P002583,Person,LOC001502,2020-07-16 12:24:43,Transaction,0,18.623576,73.801616,SYNTH_TOWER,0.901
EV0013188,P000901,Person,LOC000137,2023-06-25 22:17:26,Transaction,0,18.545524,73.884877,SYNTH_FIELD,0.982
EV0013189,P005099,Person,LOC003628,2022-02-06 00:35:51,TowerPing,0,18.459165,73.860507,SYNTH_CCTV,0.909
EV0013190,P005640,Person,LOC004226,2021-06-08 23:15:24,Visited,48,18.637376,73.794664,SYNTH_TRANSACTION,0.949
EV0013191,P003411,Person,LOC004622,2026-06-21 12:40:13,Stayed,51,18.508643,73.809692,SYNTH_TOWER,0.914
EV0013192,P002658,Person,LOC002656,2025-10-11 01:00:24,Stayed,156,18.476854,73.890798,SYNTH_TRANSACTION,0.937
EV0013193,P002503,Person,LOC004843,2024-06-08 04:41:19,TowerPing,0,18.470692,73.895767,SYNTH_TRANSACTION,0.907
EV0013194,P002270,Person,LOC004058,2025-08-06 19:08:35,Exited,0,18.597819,73.770821,SYNTH_CCTV,0.926
EV0013195,P001302,Person,LOC003302,2020-02-16 12:14:35,Stayed,17,18.473019,73.887774,SYNTH_TOWER,0.945
EV0013196,P003804,Person,LOC004109,2022-06-18 05:28:29,Visited,91,18.561656,73.90772,SYNTH_TRANSACTION,0.982
EV0013197,P006442,Person,LOC004009,2022-09-20 17:34:55,Stayed,122,18.494341,73.863869,SYNTH_TRANSACTION,0.913
EV0013198,P004372,Person,LOC004669,2020-09-30 23:49:21,TowerPing,0,18.560872,73.908652,SYNTH_TOWER,0.905
EV0013199,P000386,Person,LOC001478,2019-12-06 17:01:14,Visited,17,18.49941,73.807974,SYNTH_CCTV,0.934
EV0013200,P003746,Person,LOC003006,2023-10-19 13:13:21,Visited,124,18.563868,73.879872,SYNTH_TRANSACTION,0.97
EV0013201,P005609,Person,LOC000020,2021-12-18 18:01:05,Stayed,118,18.541536,73.876069,SYNTH_VEHICLE,0.947
EV0013202,P002744,Person,LOC002162,2019-11-25 09:56:26,Visited,116,18.460556,73.84688,SYNTH_TRANSACTION,0.954
EV0013203,P000455,Person,LOC003102,2020-05-16 00:23:01,Transaction,0,18.529502,73.847042,SYNTH_TOWER,0.944
EV0013204,P000749,Person,LOC004953,2019-01-14 11:27:00,Exited,0,18.560929,73.91715,SYNTH_CCTV,0.903
EV0013205,P004926,Person,LOC004112,2020-11-11 13:01:55,Stayed,228,18.564133,73.879276,SYNTH_TRANSACTION,0.96
EV0013206,P000029,Person,LOC004925,2025-10-30 18:34:07,Detected,0,18.55326,73.793565,SYNTH_TOWER,0.949
EV0013207,P006254,Person,LOC002315,2022-10-04 21:32:04,CCTV,0,18.631275,73.801546,SYNTH_CCTV,0.938
EV0013208,P000286,Person,LOC003339,2021-12-26 12:37:41,CCTV,0,18.516783,73.919809,SYNTH_TRANSACTION,0.904
EV0013209,P002997,Person,LOC000894,2020-06-26 16:18:23,Exited,0,18.570662,73.880534,SYNTH_TRANSACTION,0.947
EV0013210,P002283,Person,LOC003518,2019-05-31 09:32:35,Stayed,226,18.592082,73.770265,SYNTH_FIELD,0.916
EV0013211,P000756,Person,LOC000916,2022-09-02 11:31:04,Stayed,67,18.474417,73.849208,SYNTH_VEHICLE,0.929
EV0013212,P006972,Person,LOC004126,2022-08-10 00:55:39,CCTV,0,18.566579,73.791777,SYNTH_FIELD,0.928
EV0013213,P004227,Person,LOC000445,2021-10-14 15:46:05,TowerPing,0,18.544504,73.877296,SYNTH_VEHICLE,0.981
EV0013214,P005188,Person,LOC003878,2022-09-01 13:19:52,Exited,0,18.574171,73.874574,SYNTH_TOWER,0.903
EV0013215,P005377,Person,LOC000148,2021-10-12 06:44:50,Stayed,122,18.632437,73.842393,SYNTH_TOWER,0.905
EV0013216,P005185,Person,LOC001256,2026-03-03 13:50:41,TowerPing,0,18.46506,73.89615,SYNTH_TOWER,0.973
EV0013217,P006753,Person,LOC000260,2021-08-09 13:06:11,CCTV,0,18.598634,73.756528,SYNTH_TOWER,0.99
EV0013218,P003787,Person,LOC001482,2022-01-15 03:37:35,Detected,0,18.553359,73.811841,SYNTH_FIELD,0.961
EV0013219,P005601,Person,LOC002921,2021-07-18 13:47:45,TowerPing,0,18.46839,73.853754,SYNTH_FIELD,0.902
EV0013220,P001863,Person,LOC001913,2020-12-17 06:53:48,Transaction,0,18.496487,73.861921,SYNTH_FIELD,0.99
EV0013221,P005700,Person,LOC002570,2025-03-13 08:14:44,Detected,0,18.559566,73.801735,SYNTH_VEHICLE,0.907
EV0013222,P004965,Person,LOC003747,2022-06-02 22:58:49,Visited,114,18.563054,73.782989,SYNTH_TRANSACTION,0.906
EV0013223,P002957,Person,LOC000151,2025-10-16 23:20:35,Detected,0,18.572943,73.879718,SYNTH_TOWER,0.906
EV0013224,P002670,Person,LOC003365,2024-09-14 07:10:48,Visited,126,18.45744,73.860623,SYNTH_FIELD,0.986
EV0013225,P004641,Person,LOC001911,2023-06-05 03:19:00,Stayed,24,18.561054,73.883636,SYNTH_CCTV,0.917
EV0013226,P004273,Person,LOC003566,2026-05-12 14:23:14,Visited,202,18.54806,73.881592,SYNTH_TRANSACTION,0.925
EV0013227,P006253,Person,LOC002509,2020-09-02 17:46:02,TowerPing,0,18.562447,73.871292,SYNTH_CCTV,0.974
EV0013228,P000182,Person,LOC003065,2021-02-01 15:10:28,Stayed,59,18.57214,73.880889,SYNTH_TOWER,0.932
EV0013229,P002714,Person,LOC003292,2020-02-17 21:15:44,CCTV,0,18.466028,73.891492,SYNTH_VEHICLE,0.923
EV0013230,P005682,Person,LOC001647,2021-05-22 06:43:30,Visited,18,18.465177,73.845595,SYNTH_FIELD,0.92
EV0013231,P000712,Person,LOC002997,2020-12-14 01:52:28,TowerPing,0,18.510637,73.806609,SYNTH_FIELD,0.983
EV0013232,P002517,Person,LOC002736,2025-12-17 11:09:03,Detected,0,18.635701,73.803673,SYNTH_TOWER,0.908
EV0013233,P006887,Person,LOC002954,2024-07-04 03:00:37,Visited,49,18.561946,73.79005,SYNTH_TOWER,0.907
EV0013234,P002833,Person,LOC003875,2020-12-16 00:42:08,Transaction,0,18.546751,73.882083,SYNTH_VEHICLE,0.915
EV0013235,P002532,Person,LOC000655,2025-01-13 13:32:52,Transaction,0,18.472737,73.883238,SYNTH_TRANSACTION,0.966
EV0013236,P005507,Person,LOC002796,2020-12-06 16:11:49,Transaction,0,18.556039,73.802289,SYNTH_CCTV,0.934
EV0013237,P006672,Person,LOC004209,2020-07-28 11:47:02,TowerPing,0,18.565747,73.801484,SYNTH_CCTV,0.946
EV0013238,P003231,Person,LOC002167,2025-04-08 15:33:06,Visited,50,18.626035,73.801755,SYNTH_TRANSACTION,0.971
EV0013239,P003309,Person,LOC000130,2023-10-20 05:32:40,Exited,0,18.557595,73.804577,SYNTH_CCTV,0.984
EV0013240,P001139,Person,LOC004366,2020-05-31 22:42:15,Visited,170,18.561814,73.919956,SYNTH_VEHICLE,0.929
EV0013241,P004767,Person,LOC000855,2023-07-07 10:38:36,TowerPing,0,18.606275,73.7612,SYNTH_FIELD,0.978
EV0013242,P006446,Person,LOC004543,2021-11-09 18:03:34,Detected,0,18.626004,73.846864,SYNTH_TRANSACTION,0.988
EV0013243,P006099,Person,LOC004650,2020-01-22 14:22:56,Stayed,219,18.509655,73.866546,SYNTH_TOWER,0.981
EV0013244,P003160,Person,LOC002600,2023-03-13 08:32:41,Detected,0,18.566749,73.914028,SYNTH_CCTV,0.928
EV0013245,P001006,Person,LOC004250,2023-12-06 03:57:24,Visited,78,18.499986,73.804068,SYNTH_FIELD,0.983
EV0013246,P003505,Person,LOC000291,2021-05-14 18:54:28,Stayed,163,18.462062,73.850671,SYNTH_TRANSACTION,0.969
EV0013247,P000528,Person,LOC000025,2026-02-27 03:33:42,TowerPing,0,18.506883,73.919683,SYNTH_TRANSACTION,0.957
EV0013248,P005821,Person,LOC003625,2021-04-03 21:38:25,TowerPing,0,18.635429,73.807136,SYNTH_TRANSACTION,0.97
EV0013249,P006823,Person,LOC001236,2023-03-24 09:35:38,Detected,0,18.555246,73.805992,SYNTH_VEHICLE,0.973
EV0013250,P003266,Person,LOC003366,2025-09-20 19:37:08,CCTV,0,18.591923,73.763978,SYNTH_VEHICLE,0.955
EV0013251,P004275,Person,LOC002769,2025-08-17 15:11:50,Stayed,158,18.504658,73.869775,SYNTH_CCTV,0.907
EV0013252,P002032,Person,LOC002087,2020-10-31 07:11:12,Detected,0,18.505461,73.92918,SYNTH_FIELD,0.981
EV0013253,P001299,Person,LOC000358,2019-01-16 01:36:05,Transaction,0,18.452251,73.867238,SYNTH_FIELD,0.94
EV0013254,P005727,Person,LOC004233,2022-08-02 21:24:28,CCTV,0,18.564532,73.875301,SYNTH_TOWER,0.946
EV0013255,P001060,Person,LOC004049,2024-08-26 02:01:08,Transaction,0,18.54477,73.881087,SYNTH_FIELD,0.965
EV0013256,P006470,Person,LOC002031,2025-02-12 06:22:34,Exited,0,18.555137,73.873391,SYNTH_FIELD,0.91
EV0013257,P006716,Person,LOC003394,2025-10-30 07:09:22,CCTV,0,18.637034,73.794967,SYNTH_VEHICLE,0.945
EV0013258,P002947,Person,LOC001796,2021-11-14 15:20:05,Stayed,58,18.449301,73.866297,SYNTH_FIELD,0.985
EV0013259,P006193,Person,LOC002963,2019-07-18 20:33:30,Exited,0,18.512119,73.808317,SYNTH_FIELD,0.92
EV0013260,P006341,Person,LOC003619,2024-08-23 18:31:49,TowerPing,0,18.501163,73.813101,SYNTH_FIELD,0.963
EV0013261,P005267,Person,LOC002488,2021-06-19 15:48:21,Stayed,23,18.567538,73.912254,SYNTH_TRANSACTION,0.989
EV0013262,P004315,Person,LOC003411,2019-09-10 21:13:18,CCTV,0,18.633063,73.842218,SYNTH_FIELD,0.907
EV0013263,P004267,Person,LOC001753,2021-12-07 21:12:12,TowerPing,0,18.50732,73.918658,SYNTH_TOWER,0.971
EV0013264,P001301,Person,LOC001202,2019-05-23 05:31:11,Transaction,0,18.455065,73.872762,SYNTH_FIELD,0.907
EV0013265,P001161,Person,LOC003152,2025-02-02 14:44:04,Stayed,188,18.537067,73.839622,SYNTH_CCTV,0.935
EV0013266,P001322,Person,LOC003756,2022-06-06 14:53:30,Stayed,189,18.530833,73.845683,SYNTH_TRANSACTION,0.939
EV0013267,P000911,Person,LOC001830,2019-10-28 06:59:21,Stayed,120,18.53071,73.849361,SYNTH_FIELD,0.923
EV0013268,P002307,Person,LOC004459,2025-06-04 16:47:19,Stayed,63,18.62355,73.803777,SYNTH_FIELD,0.963
EV0013269,P000939,Person,LOC003394,2020-07-05 15:39:19,TowerPing,0,18.637034,73.794967,SYNTH_CCTV,0.942
EV0013270,P004618,Person,LOC002182,2023-07-06 15:29:52,TowerPing,0,18.563922,73.911792,SYNTH_TRANSACTION,0.988
EV0013271,P004258,Person,LOC004376,2023-10-06 16:52:25,Transaction,0,18.627421,73.844583,SYNTH_FIELD,0.973
EV0013272,P005984,Person,LOC003120,2021-08-01 08:44:53,Detected,0,18.56832,73.875859,SYNTH_FIELD,0.913
EV0013273,P006513,Person,LOC000360,2019-08-24 20:20:54,Visited,168,18.565348,73.87844,SYNTH_FIELD,0.949
EV0013274,P002549,Person,LOC004364,2025-12-17 02:07:05,TowerPing,0,18.626845,73.846287,SYNTH_TRANSACTION,0.934
EV0013275,P002550,Person,LOC001410,2021-09-15 14:37:16,Stayed,181,18.465443,73.889572,SYNTH_FIELD,0.943
EV0013276,P004136,Person,LOC004759,2019-08-19 21:07:48,Visited,221,18.559104,73.787441,SYNTH_CCTV,0.96
EV0013277,P006608,Person,LOC003561,2022-10-22 11:14:53,Stayed,233,18.570039,73.878498,SYNTH_TRANSACTION,0.968
EV0013278,P001877,Person,LOC001454,2025-05-12 16:11:42,Visited,153,18.565504,73.78686,SYNTH_FIELD,0.952
EV0013279,P005214,Person,LOC001067,2020-05-26 07:17:55,TowerPing,0,18.508138,73.860065,SYNTH_CCTV,0.937
EV0013280,P006727,Person,LOC004133,2022-03-14 10:38:11,Exited,0,18.512367,73.921473,SYNTH_VEHICLE,0.937
EV0013281,P006056,Person,LOC000335,2022-03-04 06:08:16,Stayed,64,18.471,73.884361,SYNTH_FIELD,0.908
EV0013282,P000936,Person,LOC001658,2022-05-27 23:02:38,Visited,197,18.545163,73.873108,SYNTH_TRANSACTION,0.912
EV0013283,P000668,Person,LOC003333,2023-04-05 08:18:36,Visited,119,18.629304,73.80031,SYNTH_TRANSACTION,0.927
EV0013284,P002262,Person,LOC000203,2020-09-23 02:12:00,Detected,0,18.553754,73.807212,SYNTH_FIELD,0.939
EV0013285,P003570,Person,LOC001926,2022-08-08 02:30:06,TowerPing,0,18.622816,73.802369,SYNTH_FIELD,0.919
EV0013286,P003025,Person,LOC004589,2020-06-26 18:51:09,Visited,202,18.5513,73.878817,SYNTH_VEHICLE,0.969
EV0013287,P003704,Person,LOC001495,2026-04-01 12:00:29,Visited,203,18.465967,73.885285,SYNTH_CCTV,0.946
EV0013288,P001673,Person,LOC001205,2019-08-07 18:03:18,Visited,235,18.469414,73.884263,SYNTH_FIELD,0.902
EV0013289,P005440,Person,LOC002428,2023-04-12 04:35:26,Visited,70,18.598888,73.755667,SYNTH_TOWER,0.985
EV0013290,P002349,Person,LOC004932,2019-01-17 15:08:35,Detected,0,18.544305,73.877277,SYNTH_FIELD,0.972
EV0013291,P000981,Person,LOC001402,2025-10-12 09:10:48,Visited,24,18.623709,73.843109,SYNTH_VEHICLE,0.978
EV0013292,P005066,Person,LOC004003,2022-06-09 17:46:43,CCTV,0,18.473206,73.846377,SYNTH_VEHICLE,0.978
EV0013293,P005250,Person,LOC002471,2024-02-17 11:04:36,TowerPing,0,18.553175,73.793418,SYNTH_TRANSACTION,0.929
EV0013294,P002073,Person,LOC004787,2021-09-18 20:02:06,TowerPing,0,18.624877,73.791856,SYNTH_TRANSACTION,0.954
EV0013295,P005713,Person,LOC002064,2022-08-10 22:26:00,Stayed,228,18.528396,73.84746,SYNTH_TRANSACTION,0.963
EV0013296,P004095,Person,LOC001340,2026-07-20 11:12:59,Exited,0,18.500874,73.857816,SYNTH_VEHICLE,0.915
EV0013297,P002052,Person,LOC000163,2022-06-18 19:39:12,TowerPing,0,18.476433,73.89675,SYNTH_CCTV,0.953
EV0013298,P004838,Person,LOC003500,2025-02-19 09:13:42,CCTV,0,18.593373,73.764594,SYNTH_TRANSACTION,0.957
EV0013299,P004580,Person,LOC003898,2022-02-04 18:31:12,Exited,0,18.493804,73.85985,SYNTH_TRANSACTION,0.943
EV0013300,P004161,Person,LOC002772,2022-03-04 06:41:17,Visited,172,18.633097,73.798803,SYNTH_VEHICLE,0.913
EV0013301,P005766,Person,LOC001864,2019-09-16 15:23:43,Visited,31,18.507347,73.920276,SYNTH_CCTV,0.911
EV0013302,P001115,Person,LOC002021,2026-03-27 08:58:24,TowerPing,0,18.592681,73.761881,SYNTH_TOWER,0.981
EV0013303,P005174,Person,LOC002457,2021-11-13 21:36:29,Detected,0,18.55763,73.810358,SYNTH_VEHICLE,0.978
EV0013304,P006006,Person,LOC001815,2020-06-01 19:47:22,CCTV,0,18.498657,73.865961,SYNTH_VEHICLE,0.919
EV0013305,P003335,Person,LOC000773,2024-12-11 21:34:54,Exited,0,18.459818,73.864553,SYNTH_FIELD,0.976
EV0013306,P003333,Person,LOC004323,2021-06-26 09:19:58,Visited,146,18.599454,73.767054,SYNTH_TOWER,0.916
EV0013307,P003741,Person,LOC004328,2026-03-29 23:02:53,Visited,117,18.545243,73.880896,SYNTH_TOWER,0.925
EV0013308,P005975,Person,LOC003346,2023-10-01 17:52:01,Detected,0,18.541754,73.871016,SYNTH_TRANSACTION,0.921
EV0013309,P005636,Person,LOC000221,2021-07-24 15:19:22,Detected,0,18.56547,73.906759,SYNTH_CCTV,0.964
EV0013310,P000804,Person,LOC004875,2022-06-25 10:30:40,TowerPing,0,18.507169,73.856276,SYNTH_TRANSACTION,0.931
EV0013311,P001558,Person,LOC002129,2023-08-10 23:46:05,Stayed,98,18.626032,73.84297,SYNTH_TRANSACTION,0.903
EV0013312,P002021,Person,LOC004464,2023-06-17 00:06:07,CCTV,0,18.632667,73.806765,SYNTH_TRANSACTION,0.954
EV0013313,P000794,Person,LOC000019,2021-11-24 02:19:33,TowerPing,0,18.514039,73.918176,SYNTH_FIELD,0.976
EV0013314,P006617,Person,LOC002261,2022-04-26 22:12:15,Visited,152,18.553785,73.793251,SYNTH_TOWER,0.982
EV0013315,P006063,Person,LOC000290,2021-11-16 17:49:57,CCTV,0,18.496554,73.860102,SYNTH_FIELD,0.973
EV0013316,P001534,Person,LOC003660,2024-08-17 19:53:34,Visited,47,18.468654,73.883668,SYNTH_CCTV,0.917
EV0013317,P005805,Person,LOC002105,2026-01-10 13:54:15,Exited,0,18.627939,73.795916,SYNTH_FIELD,0.952
EV0013318,P004018,Person,LOC002047,2023-04-17 01:16:00,Exited,0,18.551347,73.810912,SYNTH_TRANSACTION,0.936
EV0013319,P001397,Person,LOC004094,2023-07-08 20:43:08,Exited,0,18.510206,73.932867,SYNTH_TOWER,0.987
EV0013320,P002522,Person,LOC003633,2023-08-29 11:40:51,Detected,0,18.570013,73.884893,SYNTH_CCTV,0.918
EV0013321,P003846,Person,LOC002097,2024-06-12 08:21:58,Visited,125,18.538378,73.848103,SYNTH_FIELD,0.927
EV0013322,P000035,Person,LOC000295,2023-01-10 08:26:31,CCTV,0,18.568022,73.876101,SYNTH_VEHICLE,0.984
EV0013323,P005481,Person,LOC004676,2023-10-03 11:02:37,TowerPing,0,18.565027,73.779849,SYNTH_TRANSACTION,0.965
EV0013324,P004471,Person,LOC000334,2019-05-06 22:44:37,Detected,0,18.542552,73.874835,SYNTH_FIELD,0.913
EV0013325,P005143,Person,LOC003620,2019-03-19 00:46:53,Visited,217,18.592696,73.765809,SYNTH_TOWER,0.915
EV0013326,P004328,Person,LOC000410,2023-11-17 17:16:08,Exited,0,18.55374,73.881263,SYNTH_TRANSACTION,0.949
EV0013327,P005213,Person,LOC003776,2021-07-29 07:31:31,TowerPing,0,18.569242,73.876407,SYNTH_TRANSACTION,0.99
EV0013328,P004192,Person,LOC003322,2019-07-24 23:22:06,TowerPing,0,18.506424,73.867894,SYNTH_TOWER,0.903
EV0013329,P004982,Person,LOC004334,2023-06-11 21:01:39,Stayed,184,18.514086,73.80895,SYNTH_TOWER,0.949
EV0013330,P004172,Person,LOC001326,2026-07-03 08:27:46,Stayed,189,18.560677,73.876333,SYNTH_TOWER,0.917
EV0013331,P006479,Person,LOC003589,2020-03-10 06:23:37,Transaction,0,18.623675,73.842781,SYNTH_VEHICLE,0.951
EV0013332,P001952,Person,LOC001528,2022-10-31 10:16:14,Stayed,8,18.472732,73.842421,SYNTH_VEHICLE,0.94
EV0013333,P006184,Person,LOC003260,2024-05-22 10:25:29,Exited,0,18.562041,73.806113,SYNTH_TOWER,0.915
EV0013334,P006898,Person,LOC004888,2019-06-10 05:41:00,CCTV,0,18.627556,73.851994,SYNTH_FIELD,0.931
EV0013335,P006364,Person,LOC001698,2021-01-22 14:46:18,CCTV,0,18.569802,73.913093,SYNTH_TRANSACTION,0.978
EV0013336,P005703,Person,LOC003799,2026-07-18 08:26:55,Visited,129,18.507807,73.857123,SYNTH_TOWER,0.963
EV0013337,P003660,Person,LOC004831,2023-09-10 23:05:04,Transaction,0,18.516345,73.930356,SYNTH_CCTV,0.925
EV0013338,P003118,Person,LOC004978,2019-03-16 07:08:41,Exited,0,18.445069,73.872564,SYNTH_TOWER,0.919
EV0013339,P002014,Person,LOC001885,2020-07-23 20:17:38,CCTV,0,18.566238,73.785742,SYNTH_TRANSACTION,0.94
EV0013340,P001386,Person,LOC001047,2019-08-04 17:52:58,Visited,54,18.557396,73.804303,SYNTH_TRANSACTION,0.937
EV0013341,P002888,Person,LOC001323,2021-11-11 15:09:38,Visited,12,18.497666,73.866811,SYNTH_FIELD,0.96
EV0013342,P000454,Person,LOC000994,2026-01-30 05:53:30,Stayed,186,18.635164,73.793195,SYNTH_TRANSACTION,0.938
EV0013343,P002059,Person,LOC001732,2020-12-14 00:47:33,TowerPing,0,18.630274,73.80502,SYNTH_TOWER,0.94
EV0013344,P005492,Person,LOC004169,2022-11-20 00:57:27,TowerPing,0,18.562462,73.808873,SYNTH_TRANSACTION,0.971
EV0013345,P004479,Person,LOC004076,2022-04-06 04:40:17,Detected,0,18.636575,73.79856,SYNTH_VEHICLE,0.923
EV0013346,P002587,Person,LOC002474,2021-09-21 02:43:43,Detected,0,18.506804,73.923748,SYNTH_VEHICLE,0.95
EV0013347,P000716,Person,LOC003984,2023-01-13 06:15:27,Stayed,180,18.621858,73.802326,SYNTH_FIELD,0.956
EV0013348,P000582,Person,LOC001554,2025-12-03 06:26:33,Detected,0,18.565417,73.782658,SYNTH_FIELD,0.982
EV0013349,P002245,Person,LOC002541,2019-03-16 17:53:21,Exited,0,18.592453,73.756838,SYNTH_TOWER,0.981
EV0013350,P005039,Person,LOC003979,2020-05-10 14:33:49,Visited,24,18.547604,73.87172,SYNTH_VEHICLE,0.977
EV0013351,P000782,Person,LOC004293,2023-09-07 03:02:51,Stayed,31,18.551818,73.885083,SYNTH_VEHICLE,0.951
EV0013352,P004928,Person,LOC000826,2024-05-23 18:17:55,Stayed,144,18.556518,73.812085,SYNTH_FIELD,0.917
EV0013353,P000794,Person,LOC001364,2021-06-04 03:10:31,Visited,58,18.621804,73.794625,SYNTH_VEHICLE,0.908
