evidence_id,case_id,evidence_type,file_name,file_path,source,collected_by,collection_timestamp,original_hash_sha256,current_hash_sha256,integrity_status,chain_of_custody_id,access_level,created_at
EVD0002116,C004466,FinancialRecord,evd0002116_financialrecord.csv,/synthetic-evidence/C004466/evd0002116_financialrecord.csv,SYNTH_LOCATION_SYSTEM,IO0310,2021-10-26 15:54:09,7526b6f72eb8404479304918ac3e44df0b7394f77c8b0d46ee83229cbcfae787,7526b6f72eb8404479304918ac3e44df0b7394f77c8b0d46ee83229cbcfae787,Intact,COC0002116,Highly Restricted,2021-10-27 03:36:09
EVD0002117,C000926,FIR,evd0002117_fir.pdf,/synthetic-evidence/C000926/evd0002117_fir.pdf,SYNTH_CCTV_SYSTEM,IO0300,2026-01-28 08:25:46,ec59142440d332ab1acdeb4a5dc54a72e64b007130e3cdc192db0eec22735b84,ec59142440d332ab1acdeb4a5dc54a72e64b007130e3cdc192db0eec22735b84,Intact,COC0002117,Confidential,2026-01-29 05:52:46
EVD0002118,C009715,VehicleRecord,evd0002118_vehiclerecord.pdf,/synthetic-evidence/C009715/evd0002118_vehiclerecord.pdf,SYNTH_LOCATION_SYSTEM,IO0235,2025-05-17 10:09:06,bd72adae3263dc1ce8cd69aed260ac2779b7fd88f55971adf3a51e168d505c7d,bd72adae3263dc1ce8cd69aed260ac2779b7fd88f55971adf3a51e168d505c7d,Intact,COC0002118,Restricted,2025-05-18 02:48:06
EVD0002119,C003121,LocationRecord,evd0002119_locationrecord.json,/synthetic-evidence/C003121/evd0002119_locationrecord.json,SYNTH_LOCATION_SYSTEM,IO0061,2019-06-11 19:52:25,bb3de3605661d27d088e28bdb5c66f829f0aeb6cac626e141d1299b7b03948ce,bb3de3605661d27d088e28bdb5c66f829f0aeb6cac626e141d1299b7b03948ce,Intact,COC0002119,Highly Restricted,2019-06-12 13:21:25
EVD0002120,C005220,Audio,evd0002120_audio.wav,/synthetic-evidence/C005220/evd0002120_audio.wav,SYNTH_POLICE_RECORDS,IO0164,2026-07-25 10:00:09,43168053ba1aa53f64e9466e608fbb7d247cc1287024f11f730898fb420addc1,43168053ba1aa53f64e9466e608fbb7d247cc1287024f11f730898fb420addc1,Intact,COC0002120,Internal,2026-07-25 21:23:09
EVD0002121,C005475,FIR,evd0002121_fir.pdf,/synthetic-evidence/C005475/evd0002121_fir.pdf,SYNTH_LOCATION_SYSTEM,IO0103,2023-10-03 11:38:06,114b0534302a9167db247880142251c3193fc2cb0d0ba79be3cfa67da8c4d309,114b0534302a9167db247880142251c3193fc2cb0d0ba79be3cfa67da8c4d309,Intact,COC0002121,Internal,2023-10-04 11:16:06
EVD0002122,C004646,Image,evd0002122_image.jpg,/synthetic-evidence/C004646/evd0002122_image.jpg,SYNTH_LOCATION_SYSTEM,IO0215,2024-06-13 04:33:30,cceb2d09654bf822ee226e9238c3e4148d4f230b8a4ec4877400a48d4009e408,cceb2d09654bf822ee226e9238c3e4148d4f230b8a4ec4877400a48d4009e408,Intact,COC0002122,Restricted,2024-06-13 21:30:30
EVD0002123,C005338,CDR,evd0002123_cdr.csv,/synthetic-evidence/C005338/evd0002123_cdr.csv,SYNTH_CCTV_SYSTEM,IO0174,2024-07-05 05:24:14,f36ef46e81539c546e8a28b822c3c24bc7befecb5e9dbf158ffb96e4c5ef5192,f36ef46e81539c546e8a28b822c3c24bc7befecb5e9dbf158ffb96e4c5ef5192,Intact,COC0002123,Confidential,2024-07-05 23:22:14
EVD0002124,C003461,LocationRecord,evd0002124_locationrecord.json,/synthetic-evidence/C003461/evd0002124_locationrecord.json,SYNTH_RTO_SYSTEM,IO0136,2023-05-23 05:10:05,954e3bb71e57e9ecc01199a9f2404588acc1baae13a24527560b821520af6d63,954e3bb71e57e9ecc01199a9f2404588acc1baae13a24527560b821520af6d63,Intact,COC0002124,Highly Restricted,2023-05-23 06:46:05
EVD0002125,C000285,CCTV,evd0002125_cctv.mp4,/synthetic-evidence/C000285/evd0002125_cctv.mp4,SYNTH_POLICE_RECORDS,IO0292,2025-06-13 01:01:16,bad361e503009619d93278063beb405da3ec1ee7f0851b3a97ad181178483272,1602a3796a367c641da860a5440c6b8945b59b5bb1f2c83e8a4fff82294202c6,HashMismatch,COC0002125,Restricted,2025-06-13 06:09:16
EVD0002126,C007786,Image,evd0002126_image.jpg,/synthetic-evidence/C007786/evd0002126_image.jpg,SYNTH_DOCUMENT_SYSTEM,IO0008,2021-03-11 08:43:55,4615266ec1db19e250dced9e9abf2ea80091a2b3276aecf14f55ef8b22b896b3,4615266ec1db19e250dced9e9abf2ea80091a2b3276aecf14f55ef8b22b896b3,Intact,COC0002126,Restricted,2021-03-11 23:01:55
EVD0002127,C000321,CCTV,evd0002127_cctv.mp4,/synthetic-evidence/C000321/evd0002127_cctv.mp4,SYNTH_CDR_SYSTEM,IO0025,2025-05-15 11:11:42,913ef5ad7307fe6850d23c1c69c4cf5a5951a36dfdaf6931a3de081aa07f4372,913ef5ad7307fe6850d23c1c69c4cf5a5951a36dfdaf6931a3de081aa07f4372,Intact,COC0002127,Internal,2025-05-16 00:07:42
EVD0002128,C001501,FIR,evd0002128_fir.pdf,/synthetic-evidence/C001501/evd0002128_fir.pdf,SYNTH_CCTV_SYSTEM,IO0270,2020-05-23 03:20:17,7eb7821e56f6fa9e8c75af300a700503c4989caabbb17b25d98ae836f1ff2424,7eb7821e56f6fa9e8c75af300a700503c4989caabbb17b25d98ae836f1ff2424,Intact,COC0002128,Confidential,2020-05-23 03:37:17
EVD0002129,C002454,CDR,evd0002129_cdr.csv,/synthetic-evidence/C002454/evd0002129_cdr.csv,SYNTH_CCTV_SYSTEM,IO0088,2020-08-08 14:55:06,a0f04834bf27c527778f66a6a871272cbdec04144850eedf853de09e5b56af29,a0f04834bf27c527778f66a6a871272cbdec04144850eedf853de09e5b56af29,Intact,COC0002129,Highly Restricted,2020-08-09 11:59:06
EVD0002130,C000437,Image,evd0002130_image.jpg,/synthetic-evidence/C000437/evd0002130_image.jpg,SYNTH_DOCUMENT_SYSTEM,IO0328,2021-01-07 20:07:43,341b47b4e518582e09571d0158ac61a204923d5bc6251b4432934f709c3105a4,341b47b4e518582e09571d0158ac61a204923d5bc6251b4432934f709c3105a4,Intact,COC0002130,Highly Restricted,2021-01-08 06:56:43
EVD0002131,C007032,VehicleRecord,evd0002131_vehiclerecord.pdf,/synthetic-evidence/C007032/evd0002131_vehiclerecord.pdf,SYNTH_LOCATION_SYSTEM,IO0159,2020-05-07 01:10:21,b79b7e825122d98144936c054e841a509fb80b0f3e815837028dce7e38800eaf,b79b7e825122d98144936c054e841a509fb80b0f3e815837028dce7e38800eaf,Intact,COC0002131,Confidential,2020-05-07 11:50:21
EVD0002132,C009072,CCTV,evd0002132_cctv.mp4,/synthetic-evidence/C009072/evd0002132_cctv.mp4,SYNTH_CCTV_SYSTEM,IO0089,2020-12-28 17:26:54,651cdab8df9c0e82887faa9e64b8b45bc3c27138f523fcb7b983605bb8f7df6e,651cdab8df9c0e82887faa9e64b8b45bc3c27138f523fcb7b983605bb8f7df6e,Intact,COC0002132,Confidential,2020-12-29 13:33:54
EVD0002133,C007380,Document,evd0002133_document.pdf,/synthetic-evidence/C007380/evd0002133_document.pdf,SYNTH_DOCUMENT_SYSTEM,IO0013,2023-03-05 12:44:12,1a2d3b7ffd060338b2e0c84ab5868fe3d304e4139455ba3fedcfd84a4022b62f,2ddde4ea575ffead0dd5a221cff8e8dbf1aa2fa1b9b46fc97b969cd494554178,HashMismatch,COC0002133,Confidential,2023-03-05 19:48:12
EVD0002134,C009925,FinancialRecord,evd0002134_financialrecord.csv,/synthetic-evidence/C009925/evd0002134_financialrecord.csv,SYNTH_CDR_SYSTEM,IO0121,2021-07-28 15:18:07,602feaef72d47851bd83850db72dfd05acf12fb5fd123c432dec0bad204894f7,602feaef72d47851bd83850db72dfd05acf12fb5fd123c432dec0bad204894f7,Intact,COC0002134,Highly Restricted,2021-07-28 22:16:07
EVD0002135,C005601,CDR,evd0002135_cdr.csv,/synthetic-evidence/C005601/evd0002135_cdr.csv,SYNTH_RTO_SYSTEM,IO0086,2022-11-21 16:01:59,096547197ab37ce98c242cbf0c3072d3bb31a1197ee3ff3d8e32d5a085b60b23,096547197ab37ce98c242cbf0c3072d3bb31a1197ee3ff3d8e32d5a085b60b23,Intact,COC0002135,Highly Restricted,2022-11-22 06:00:59
EVD0002136,C009599,Document,evd0002136_document.pdf,/synthetic-evidence/C009599/evd0002136_document.pdf,SYNTH_BANK_SYSTEM,IO0181,2019-06-30 17:15:36,0d820a40ab8436a9e627c840d90086424d24ed253c121b851c807b56240877f9,0d820a40ab8436a9e627c840d90086424d24ed253c121b851c807b56240877f9,Intact,COC0002136,Highly Restricted,2019-07-01 07:42:36
EVD0002137,C004878,CCTV,evd0002137_cctv.mp4,/synthetic-evidence/C004878/evd0002137_cctv.mp4,SYNTH_DOCUMENT_SYSTEM,IO0130,2023-08-18 16:44:25,20fbc1e34a3fafe8779b4b8f658b7a3e1349032e738bd8fb8bd07d66b07e1355,20fbc1e34a3fafe8779b4b8f658b7a3e1349032e738bd8fb8bd07d66b07e1355,Intact,COC0002137,Internal,2023-08-19 15:31:25
EVD0002138,C002580,CCTV,evd0002138_cctv.mp4,/synthetic-evidence/C002580/evd0002138_cctv.mp4,SYNTH_CCTV_SYSTEM,IO0255,2019-05-23 04:31:40,62a7ef665a1b0cc5b1b1f4770e6300564c6095027fd424fbf095b0cae847698d,62a7ef665a1b0cc5b1b1f4770e6300564c6095027fd424fbf095b0cae847698d,Intact,COC0002138,Highly Restricted,2019-05-23 05:11:40
EVD0002139,C008002,VehicleRecord,evd0002139_vehiclerecord.pdf,/synthetic-evidence/C008002/evd0002139_vehiclerecord.pdf,SYNTH_CDR_SYSTEM,IO0192,2020-10-27 08:36:58,358047da13b78c4cbd6268a14c24676f337b1d358e693412dfb96b90655f3870,358047da13b78c4cbd6268a14c24676f337b1d358e693412dfb96b90655f3870,Intact,COC0002139,Confidential,2020-10-27 10:48:58
EVD0002140,C005448,Document,evd0002140_document.pdf,/synthetic-evidence/C005448/evd0002140_document.pdf,SYNTH_CDR_SYSTEM,IO0322,2022-07-13 18:27:00,f8861bfbd2539e47fe5bce589c813576c2ad9fbef7b6818ae849ebbbdf84cbe1,f8861bfbd2539e47fe5bce589c813576c2ad9fbef7b6818ae849ebbbdf84cbe1,Intact,COC0002140,Confidential,2022-07-14 02:27:00
EVD0002141,C008818,FIR,evd0002141_fir.pdf,/synthetic-evidence/C008818/evd0002141_fir.pdf,SYNTH_POLICE_RECORDS,IO0044,2024-07-22 00:20:49,768c59d63c6ff4aaea2e5785848d978101fdc4246da77e0ffaea34516f440413,768c59d63c6ff4aaea2e5785848d978101fdc4246da77e0ffaea34516f440413,Intact,COC0002141,Internal,2024-07-22 06:31:49
EVD0002142,C009335,VehicleRecord,evd0002142_vehiclerecord.pdf,/synthetic-evidence/C009335/evd0002142_vehiclerecord.pdf,SYNTH_CDR_SYSTEM,IO0192,2021-07-18 16:45:39,e424a5a44a09a48f705bf4b0becf249e3460f706fdfe58d36f4c2c512f582ebd,00b863d3158ca6ec0264682581f1998e01e2b76cf627b007dd559ab936f57366,HashMismatch,COC0002142,Confidential,2021-07-19 10:29:39
EVD0002143,C008813,CCTV,evd0002143_cctv.mp4,/synthetic-evidence/C008813/evd0002143_cctv.mp4,SYNTH_RTO_SYSTEM,IO0266,2026-07-02 06:34:35,de20c7e36a64ae51865ab85af49ea8e8639afeb95598a040bdf98c82a4e26cd6,de20c7e36a64ae51865ab85af49ea8e8639afeb95598a040bdf98c82a4e26cd6,Intact,COC0002143,Highly Restricted,2026-07-02 16:12:35
EVD0002144,C002631,FinancialRecord,evd0002144_financialrecord.csv,/synthetic-evidence/C002631/evd0002144_financialrecord.csv,SYNTH_BANK_SYSTEM,IO0166,2022-04-09 04:18:10,436c0655f84d6dc0a3d5c622f8b29377bcbbf6e3ba8de7d7d9af39db21d54720,436c0655f84d6dc0a3d5c622f8b29377bcbbf6e3ba8de7d7d9af39db21d54720,Intact,COC0002144,Restricted,2022-04-09 04:38:10
EVD0002145,C001218,Image,evd0002145_image.jpg,/synthetic-evidence/C001218/evd0002145_image.jpg,SYNTH_CDR_SYSTEM,IO0094,2024-04-17 05:14:04,136947bc82bb64b633c611e14f1d3d88e6c72248f726149655c3c4d79a2f4b4d,136947bc82bb64b633c611e14f1d3d88e6c72248f726149655c3c4d79a2f4b4d,Intact,COC0002145,Restricted,2024-04-18 00:11:04
EVD0002146,C009995,Audio,evd0002146_audio.wav,/synthetic-evidence/C009995/evd0002146_audio.wav,SYNTH_POLICE_RECORDS,IO0298,2019-10-04 00:06:29,f59cec26f4a888d9ea3ae68e3c7dd6e4ab7e850051fe7f9d2b2de56120620233,f59cec26f4a888d9ea3ae68e3c7dd6e4ab7e850051fe7f9d2b2de56120620233,Intact,COC0002146,Highly Restricted,2019-10-04 10:32:29
EVD0002147,C008051,Image,evd0002147_image.jpg,/synthetic-evidence/C008051/evd0002147_image.jpg,SYNTH_POLICE_RECORDS,IO0115,2020-02-26 15:34:33,b04a96bdbfca525c4e80f7adca7b19b7e1b8a18ab1cd1c1efc7ac9cf449a6bc8,b04a96bdbfca525c4e80f7adca7b19b7e1b8a18ab1cd1c1efc7ac9cf449a6bc8,Intact,COC0002147,Internal,2020-02-26 16:59:33
EVD0002148,C006912,Image,evd0002148_image.jpg,/synthetic-evidence/C006912/evd0002148_image.jpg,SYNTH_BANK_SYSTEM,IO0174,2019-05-07 20:45:03,eb991fd5eaff5593e4a5eb7cec9ebe08773aa63903145c628b32e82817ceb82d,eb991fd5eaff5593e4a5eb7cec9ebe08773aa63903145c628b32e82817ceb82d,Intact,COC0002148,Internal,2019-05-08 14:45:03
EVD0002149,C001490,CCTV,evd0002149_cctv.mp4,/synthetic-evidence/C001490/evd0002149_cctv.mp4,SYNTH_CDR_SYSTEM,IO0258,2019-09-28 08:44:50,a81e75f4a957cf8e61fe9456a17824ddc2a5440f0ff179d78feb85e9c4668180,a81e75f4a957cf8e61fe9456a17824ddc2a5440f0ff179d78feb85e9c4668180,Intact,COC0002149,Internal,2019-09-29 06:59:50
EVD0002150,C000996,Document,evd0002150_document.pdf,/synthetic-evidence/C000996/evd0002150_document.pdf,SYNTH_POLICE_RECORDS,IO0103,2019-09-12 06:41:22,7f59387ae56aab5bfe26c298ef216ea8b0db8c466cabcb5e545cb5335b40c282,7f59387ae56aab5bfe26c298ef216ea8b0db8c466cabcb5e545cb5335b40c282,Intact,COC0002150,Restricted,2019-09-12 09:37:22
EVD0002151,C000686,LocationRecord,evd0002151_locationrecord.json,/synthetic-evidence/C000686/evd0002151_locationrecord.json,SYNTH_BANK_SYSTEM,IO0009,2021-03-12 18:09:27,bcfc18f66be9af6402c68d73613e074c26ce21ecfce8c0f9e72ff09ecafc0e10,082ef90e7258149d39d858983bdbab65e1366c7f666c9aceb8de4e69a95f3cc3,HashMismatch,COC0002151,Internal,2021-03-13 07:57:27
EVD0002152,C007714,VehicleRecord,evd0002152_vehiclerecord.pdf,/synthetic-evidence/C007714/evd0002152_vehiclerecord.pdf,SYNTH_POLICE_RECORDS,IO0044,2021-06-28 22:09:46,2227e35c0d06d31c326990682268eac4bc87b707b8afef78f8dcfe7633d86a7a,2227e35c0d06d31c326990682268eac4bc87b707b8afef78f8dcfe7633d86a7a,Intact,COC0002152,Restricted,2021-06-29 00:01:46
EVD0002153,C004584,FinancialRecord,evd0002153_financialrecord.csv,/synthetic-evidence/C004584/evd0002153_financialrecord.csv,SYNTH_CCTV_SYSTEM,IO0346,2025-10-06 03:10:41,c256b14d45f4f34e388b7e04495efbe51915e3fb10b8c5903ba2fedd329ee62a,c256b14d45f4f34e388b7e04495efbe51915e3fb10b8c5903ba2fedd329ee62a,Intact,COC0002153,Confidential,2025-10-06 17:45:41
EVD0002154,C003968,FIR,evd0002154_fir.pdf,/synthetic-evidence/C003968/evd0002154_fir.pdf,SYNTH_RTO_SYSTEM,IO0173,2019-06-30 14:15:40,18b6ef0d2aee30cf1f0aeb2491fc2027eb64328b924dacb289453907efc6c6f1,18b6ef0d2aee30cf1f0aeb2491fc2027eb64328b924dacb289453907efc6c6f1,Intact,COC0002154,Internal,2019-06-30 21:42:40
EVD0002155,C004855,Report,evd0002155_report.pdf,/synthetic-evidence/C004855/evd0002155_report.pdf,SYNTH_RTO_SYSTEM,IO0272,2021-05-31 19:50:13,6857de8cb2c412a6ff96342c8ebd8dede3841a9ac36a50cd7f68d9f17692a149,f0cfef2f71154842bc81a56113542b100f94a7a303809122bb4d5e6bc8c3b957,HashMismatch,COC0002155,Restricted,2021-06-01 17:11:13
EVD0002156,C008038,FinancialRecord,evd0002156_financialrecord.csv,/synthetic-evidence/C008038/evd0002156_financialrecord.csv,SYNTH_POLICE_RECORDS,IO0215,2025-08-25 18:09:42,564d2adf5ee859f7607a39039f19d4a137fa3020e9948a7e45930855cebbe53f,564d2adf5ee859f7607a39039f19d4a137fa3020e9948a7e45930855cebbe53f,Intact,COC0002156,Restricted,2025-08-26 15:20:42
EVD0002157,C002113,Image,evd0002157_image.jpg,/synthetic-evidence/C002113/evd0002157_image.jpg,SYNTH_RTO_SYSTEM,IO0083,2020-05-26 04:59:22,22f5884b68323045cab4adfd13628f3927b90c1cbaf4e52c5717a33beee2a568,22f5884b68323045cab4adfd13628f3927b90c1cbaf4e52c5717a33beee2a568,Intact,COC0002157,Confidential,2020-05-27 04:30:22
EVD0002158,C005446,LocationRecord,evd0002158_locationrecord.json,/synthetic-evidence/C005446/evd0002158_locationrecord.json,SYNTH_LOCATION_SYSTEM,IO0054,2019-11-05 03:00:43,1cd87a3a6b3dbaa08f5a42c2f8970283bfc7da8335ce8c9a8d1f04271a4d5d50,1cd87a3a6b3dbaa08f5a42c2f8970283bfc7da8335ce8c9a8d1f04271a4d5d50,Intact,COC0002158,Confidential,2019-11-05 09:27:43
EVD0002159,C001659,VehicleRecord,evd0002159_vehiclerecord.pdf,/synthetic-evidence/C001659/evd0002159_vehiclerecord.pdf,SYNTH_POLICE_RECORDS,IO0203,2023-01-28 01:51:11,96f3f2fe7dd42bc37743506e23906dba01eb417abbd9f1175da6d5aa243dd07a,5cc381f51821d731167b583727726c037111fcb6ef04b775a7caf677dd11a5c4,HashMismatch,COC0002159,Restricted,2023-01-28 07:08:11
EVD0002160,C005428,FinancialRecord,evd0002160_financialrecord.csv,/synthetic-evidence/C005428/evd0002160_financialrecord.csv,SYNTH_BANK_SYSTEM,IO0212,2026-01-07 01:12:38,663542176fce82ecaae00c961429d02ea319152d7de3ac5ab83f362c06bc60ed,663542176fce82ecaae00c961429d02ea319152d7de3ac5ab83f362c06bc60ed,Intact,COC0002160,Restricted,2026-01-07 10:18:38
EVD0002161,C004407,FIR,evd0002161_fir.pdf,/synthetic-evidence/C004407/evd0002161_fir.pdf,SYNTH_BANK_SYSTEM,IO0051,2026-06-04 04:56:34,6af982d2c23fc364533a473a39b0a6da7f95152fc8a88432fdd1389e9d99d5e3,6af982d2c23fc364533a473a39b0a6da7f95152fc8a88432fdd1389e9d99d5e3,Intact,COC0002161,Highly Restricted,2026-06-05 01:08:34
EVD0002162,C007656,LocationRecord,evd0002162_locationrecord.json,/synthetic-evidence/C007656/evd0002162_locationrecord.json,SYNTH_BANK_SYSTEM,IO0078,2020-10-24 06:32:16,9738cd6e5be07cc047fbe9d2fb6ec652d4cfbbd2ba21767e3a621a7270c1f591,9738cd6e5be07cc047fbe9d2fb6ec652d4cfbbd2ba21767e3a621a7270c1f591,Intact,COC0002162,Confidential,2020-10-25 05:33:16
EVD0002163,C005022,Document,evd0002163_document.pdf,/synthetic-evidence/C005022/evd0002163_document.pdf,SYNTH_LOCATION_SYSTEM,IO0287,2023-07-12 16:19:20,d7277cd98f69b96981df4270b319fe84d4b1ce94ef3d51a74c73daf6b084eb14,d7277cd98f69b96981df4270b319fe84d4b1ce94ef3d51a74c73daf6b084eb14,Intact,COC0002163,Internal,2023-07-13 14:56:20
EVD0002164,C008579,LocationRecord,evd0002164_locationrecord.json,/synthetic-evidence/C008579/evd0002164_locationrecord.json,SYNTH_LOCATION_SYSTEM,IO0164,2022-01-11 07:45:24,27a39b4684b0730df85c1b2cf710a5dc4e18fc8476e87d79c6c4d9f0343bd34e,27a39b4684b0730df85c1b2cf710a5dc4e18fc8476e87d79c6c4d9f0343bd34e,Intact,COC0002164,Highly Restricted,2022-01-12 01:35:24
EVD0002165,C008497,LocationRecord,evd0002165_locationrecord.json,/synthetic-evidence/C008497/evd0002165_locationrecord.json,SYNTH_CDR_SYSTEM,IO0176,2020-10-22 02:28:24,deb8f7b96a7c4e80592133c9feadcd9bae6eda9c2af6b94b3b5647a7909838e8,deb8f7b96a7c4e80592133c9feadcd9bae6eda9c2af6b94b3b5647a7909838e8,Intact,COC0002165,Confidential,2020-10-22 19:17:24
EVD0002166,C008835,LocationRecord,evd0002166_locationrecord.json,/synthetic-evidence/C008835/evd0002166_locationrecord.json,SYNTH_CDR_SYSTEM,IO0269,2021-05-27 17:00:17,bc8064627220a35051dbedf6bb4f4eb878df49eba0ee0842dde4480cc8a4e8ad,bc8064627220a35051dbedf6bb4f4eb878df49eba0ee0842dde4480cc8a4e8ad,Intact,COC0002166,Restricted,2021-05-28 16:01:17
EVD0002167,C001426,Document,evd0002167_document.pdf,/synthetic-evidence/C001426/evd0002167_document.pdf,SYNTH_CCTV_SYSTEM,IO0222,2019-11-21 20:44:08,3d631f6585300449df9531b95562e70e285d5d0b136eaefb4fbe00d66933e9fd,3d631f6585300449df9531b95562e70e285d5d0b136eaefb4fbe00d66933e9fd,Intact,COC0002167,Restricted,2019-11-22 00:41:08
EVD0002168,C003298,FinancialRecord,evd0002168_financialrecord.csv,/synthetic-evidence/C003298/evd0002168_financialrecord.csv,SYNTH_CCTV_SYSTEM,IO0336,2020-11-13 12:28:15,43659be1d081104618cf0de0742633c630bb4012366bf6cd66bd3a68c5db4d47,43659be1d081104618cf0de0742633c630bb4012366bf6cd66bd3a68c5db4d47,Intact,COC0002168,Restricted,2020-11-14 02:53:15
EVD0002169,C001951,CDR,evd0002169_cdr.csv,/synthetic-evidence/C001951/evd0002169_cdr.csv,SYNTH_CCTV_SYSTEM,IO0265,2021-02-01 16:47:24,c4adea82e76e6c863ca1eed5a18202e6133a574fdc266d8a8f4fff7c2d4ca505,c4adea82e76e6c863ca1eed5a18202e6133a574fdc266d8a8f4fff7c2d4ca505,Intact,COC0002169,Internal,2021-02-01 23:38:24
EVD0002170,C008440,CDR,evd0002170_cdr.csv,/synthetic-evidence/C008440/evd0002170_cdr.csv,SYNTH_CDR_SYSTEM,IO0236,2022-02-20 06:49:34,917d81903294902ef006619aeafd0d8fe6059b7e0345dc17dfb42e37c062a053,917d81903294902ef006619aeafd0d8fe6059b7e0345dc17dfb42e37c062a053,Intact,COC0002170,Internal,2022-02-21 05:08:34
EVD0002171,C001525,LocationRecord,evd0002171_locationrecord.json,/synthetic-evidence/C001525/evd0002171_locationrecord.json,SYNTH_CCTV_SYSTEM,IO0332,2020-11-02 16:02:13,04496b96bc09a46e110d3eb47ebb4c64045dacd0e1f68a3b9a191870dc3fa1e1,04496b96bc09a46e110d3eb47ebb4c64045dacd0e1f68a3b9a191870dc3fa1e1,Intact,COC0002171,Confidential,2020-11-03 01:07:13
EVD0002172,C004704,Image,evd0002172_image.jpg,/synthetic-evidence/C004704/evd0002172_image.jpg,SYNTH_CDR_SYSTEM,IO0106,2022-06-27 15:43:54,d110adfbb4283bc44791c1a41c20d9fc50ba8207860988de11d7af02f6cf458e,d110adfbb4283bc44791c1a41c20d9fc50ba8207860988de11d7af02f6cf458e,Intact,COC0002172,Confidential,2022-06-28 07:09:54
EVD0002173,C001256,CDR,evd0002173_cdr.csv,/synthetic-evidence/C001256/evd0002173_cdr.csv,SYNTH_POLICE_RECORDS,IO0043,2020-04-10 02:22:15,b29b5f72e586ebbef37ff94c27c4e9b3bfa2a5cd6c53ef141588053f7d2e0d85,b29b5f72e586ebbef37ff94c27c4e9b3bfa2a5cd6c53ef141588053f7d2e0d85,Intact,COC0002173,Restricted,2020-04-10 16:42:15
EVD0002174,C003979,Document,evd0002174_document.pdf,/synthetic-evidence/C003979/evd0002174_document.pdf,SYNTH_POLICE_RECORDS,IO0162,2021-08-11 09:53:47,12754088e43cf1ad00bde9e87d25c71ee98687b50ebf11bebfc63fa0bbd2a484,4f9b721fe37f7b804f454e2d0722a095d35b4fe28e05b373e15b5d964cdc4bc5,HashMismatch,COC0002174,Confidential,2021-08-12 09:11:47
EVD0002175,C002085,FinancialRecord,evd0002175_financialrecord.csv,/synthetic-evidence/C002085/evd0002175_financialrecord.csv,SYNTH_POLICE_RECORDS,IO0248,2024-08-12 05:28:03,24cb2e9588f41bb403582bea0682bf1bfc37aa619d474de7dde1076296d435da,24cb2e9588f41bb403582bea0682bf1bfc37aa619d474de7dde1076296d435da,Intact,COC0002175,Internal,2024-08-12 10:28:03
EVD0002176,C006670,Document,evd0002176_document.pdf,/synthetic-evidence/C006670/evd0002176_document.pdf,SYNTH_RTO_SYSTEM,IO0182,2026-08-10 07:23:29,8f0ef33475eb5ac9886ce3092f32000e4c94fd3efaf9f55fe3f007febdd0d7e8,8f0ef33475eb5ac9886ce3092f32000e4c94fd3efaf9f55fe3f007febdd0d7e8,Intact,COC0002176,Highly Restricted,2026-08-10 21:25:29
EVD0002177,C005854,Audio,evd0002177_audio.wav,/synthetic-evidence/C005854/evd0002177_audio.wav,SYNTH_POLICE_RECORDS,IO0164,2020-02-29 22:07:13,a203197bc45270cd0d87f8d45a1e419a5904fdfc4228cd2f32903617d4d75c8d,a203197bc45270cd0d87f8d45a1e419a5904fdfc4228cd2f32903617d4d75c8d,Intact,COC0002177,Internal,2020-03-01 13:59:13
EVD0002178,C000177,CDR,evd0002178_cdr.csv,/synthetic-evidence/C000177/evd0002178_cdr.csv,SYNTH_DOCUMENT_SYSTEM,IO0044,2019-12-26 11:47:22,d688a6fd2234406f9e1b86bc256892118e160f506577915f9e3154ab2454dfff,d688a6fd2234406f9e1b86bc256892118e160f506577915f9e3154ab2454dfff,Intact,COC0002178,Confidential,2019-12-26 12:35:22
EVD0002179,C002379,LocationRecord,evd0002179_locationrecord.json,/synthetic-evidence/C002379/evd0002179_locationrecord.json,SYNTH_CCTV_SYSTEM,IO0082,2024-10-10 12:35:55,705f2fb013edbc2bd5d7c42ab0f7647f7504bb8fb87a8477ab77be909e3f6074,705f2fb013edbc2bd5d7c42ab0f7647f7504bb8fb87a8477ab77be909e3f6074,Intact,COC0002179,Internal,2024-10-10 23:38:55
EVD0002180,C002915,FinancialRecord,evd0002180_financialrecord.csv,/synthetic-evidence/C002915/evd0002180_financialrecord.csv,SYNTH_LOCATION_SYSTEM,IO0187,2021-07-22 14:23:51,a7ae94b221c8b5a3807db9467c1151f30f23ff23daaf85e0ae5d3735f9759806,a7ae94b221c8b5a3807db9467c1151f30f23ff23daaf85e0ae5d3735f9759806,Intact,COC0002180,Confidential,2021-07-23 13:25:51
EVD0002181,C001216,Report,evd0002181_report.pdf,/synthetic-evidence/C001216/evd0002181_report.pdf,SYNTH_BANK_SYSTEM,IO0088,2025-09-13 00:40:26,989dd49d91bb26cc46ef399c39985da2c30270800f95db8a193481b83e5467b8,989dd49d91bb26cc46ef399c39985da2c30270800f95db8a193481b83e5467b8,Intact,COC0002181,Restricted,2025-09-13 10:53:26
