transaction_id,timestamp,sender_account_id,receiver_account_id,amount,currency,transaction_type,channel,merchant_id,location_id,reference_number,status,description,source
TXN0015804,2025-10-26 17:08:17,ACC006691,ACC001406,87895.70,INR,BankTransfer,API,,LOC003169,REF5185327778,Completed,Synthetic BankTransfer transaction,SYNTH_NEFT_RTGS
TXN0015805,2020-07-08 04:26:46,ACC006291,ACC004210,1282854.16,INR,RTGS,API,,LOC004938,REF4183401502,Completed,Synthetic RTGS transaction,SYNTH_UPI_SWITCH
TXN0015806,2020-12-12 17:16:31,ACC005892,ACC001832,16603.46,INR,Card,POS,MER01884,LOC000932,REF3769344995,Completed,Synthetic Card transaction,SYNTH_NEFT_RTGS
TXN0015807,2025-05-01 05:51:21,ACC003826,ACC007949,4532.54,INR,UPI,API,MER01558,LOC001333,REF5879553924,Failed,Synthetic UPI transaction,SYNTH_CARD_SYSTEM
TXN0015808,2024-01-08 08:14:13,ACC004816,ACC009706,33091.72,INR,IMPS,Mobile,,LOC003254,REF2046770407,Completed,Synthetic IMPS transaction,SYNTH_BANK_CORE
TXN0015809,2020-11-04 21:31:52,ACC007939,ACC004847,176892.60,INR,IMPS,Mobile,,LOC003676,REF6017302313,Completed,Synthetic IMPS transaction,SYNTH_LEGACY_FINANCE
TXN0015810,2025-12-14 16:58:54,ACC008141,ACC002583,14630.85,INR,UPI,API,MER01356,LOC001285,REF2320701541,Completed,Synthetic UPI transaction,SYNTH_BANK_CORE
TXN0015811,2024-03-15 01:22:38,ACC004272,ACC009365,69067.79,INR,UPI,Branch,MER02269,LOC002629,REF6962109233,Completed,Synthetic UPI transaction,SYNTH_NEFT_RTGS
TXN0015812,2023-11-20 02:12:15,ACC006535,ACC009115,21057.76,INR,UPI,Mobile,MER00830,LOC000411,REF4166751919,Completed,Synthetic UPI transaction,SYNTH_UPI_SWITCH
TXN0015813,2025-03-19 12:39:40,ACC003958,ACC009668,52263.02,INR,UPI,API,MER02519,LOC004762,REF5279121440,Completed,Synthetic UPI transaction,SYNTH_BANK_CORE
TXN0015814,2022-11-29 21:43:11,ACC005124,ACC006293,483870.13,INR,NEFT,Mobile,,LOC004292,REF7033908056,Completed,Synthetic NEFT transaction,SYNTH_UPI_SWITCH
TXN0015815,2019-07-08 09:18:36,ACC003322,ACC003428,16837.17,INR,Card,Branch,MER01534,LOC000303,REF1749413150,Completed,Synthetic Card transaction,SYNTH_LEGACY_FINANCE
TXN0015816,2021-01-13 00:22:14,ACC007686,ACC006440,807627.92,INR,RTGS,Branch,,LOC004698,REF5873790331,Completed,Synthetic RTGS transaction,SYNTH_CARD_SYSTEM
TXN0015817,2020-11-28 06:43:08,ACC003761,ACC005637,70060.38,INR,IMPS,Branch,,LOC000691,REF7858669821,Completed,Synthetic IMPS transaction,SYNTH_UPI_SWITCH
TXN0015818,2025-10-05 23:50:43,ACC004225,ACC008067,37122.84,INR,UPI,Internet Banking,MER01995,LOC004680,REF1296846740,Reversed,Synthetic UPI transaction,SYNTH_UPI_SWITCH
TXN0015819,2024-08-18 06:16:40,ACC005544,ACC006047,126538.48,INR,IMPS,API,,LOC001776,REF8942877837,Completed,Synthetic IMPS transaction,SYNTH_NEFT_RTGS
TXN0015820,2022-06-16 20:36:02,ACC002698,ACC003657,14955.72,INR,UPI,API,MER00513,LOC000121,REF7003489824,Completed,Synthetic UPI transaction,SYNTH_CARD_SYSTEM
TXN0015821,2025-11-23 22:44:43,ACC003896,ACC000152,8192.94,INR,UPI,ATM,MER00550,LOC002373,REF3767882069,Completed,Synthetic UPI transaction,SYNTH_CARD_SYSTEM
TXN0015822,2019-07-12 17:15:09,ACC005539,ACC002728,8306.34,INR,UPI,Mobile,MER00341,LOC001224,REF3392344066,Completed,Synthetic UPI transaction,SYNTH_LEGACY_FINANCE
TXN0015823,2025-02-15 01:46:55,ACC003452,ACC008653,52529.03,INR,UPI,POS,MER00458,LOC001076,REF5610778986,Completed,Synthetic UPI transaction,SYNTH_LEGACY_FINANCE
TXN0015824,2025-01-11 12:37:46,ACC004456,ACC000513,194277.58,INR,NEFT,POS,,LOC003021,REF1524228523,Completed,Synthetic NEFT transaction,SYNTH_BANK_CORE
TXN0015825,2024-04-16 23:57:05,ACC009717,ACC000584,1650.04,INR,UPI,POS,MER00030,LOC003258,REF8922649026,Completed,Synthetic UPI transaction,SYNTH_LEGACY_FINANCE
TXN0015826,2024-02-28 07:11:07,ACC008781,ACC001597,249998.17,INR,NEFT,API,,LOC003035,REF2782340825,Completed,Synthetic NEFT transaction,SYNTH_NEFT_RTGS
TXN0015827,2020-02-06 07:28:17,ACC003287,ACC001488,250213.27,INR,BankTransfer,Branch,,LOC004899,REF3089382816,Completed,Synthetic BankTransfer transaction,SYNTH_NEFT_RTGS
TXN0015828,2022-12-13 18:39:13,ACC005699,ACC001526,54741.02,INR,UPI,API,MER00652,LOC002466,REF5731691231,Completed,Synthetic UPI transaction,SYNTH_BANK_CORE
TXN0015829,2025-06-05 04:19:39,ACC009568,ACC003663,150955.20,INR,BankTransfer,POS,,LOC001719,REF8592674669,Completed,Synthetic BankTransfer transaction,SYNTH_CARD_SYSTEM
TXN0015830,2022-09-17 23:30:57,ACC005479,ACC005815,132591.64,INR,IMPS,Mobile,,LOC003899,REF8605013570,Completed,Synthetic IMPS transaction,SYNTH_CARD_SYSTEM
TXN0015831,2020-11-18 11:47:33,ACC002267,ACC004169,47263.46,INR,UPI,Branch,MER02774,LOC003503,REF1863466722,Completed,Synthetic UPI transaction,SYNTH_UPI_SWITCH
TXN0015832,2019-10-11 09:26:10,ACC004780,ACC004862,169982.76,INR,IMPS,Mobile,,LOC002054,REF4784763644,Failed,Synthetic IMPS transaction,SYNTH_LEGACY_FINANCE
TXN0015833,2026-07-08 02:44:38,ACC005699,ACC005178,511529.99,INR,RTGS,Internet Banking,,LOC002583,REF2660207796,Completed,Synthetic RTGS transaction,SYNTH_LEGACY_FINANCE
TXN0015834,2022-11-17 16:08:46,ACC004046,ACC003034,4215.55,INR,UPI,ATM,MER01537,LOC001761,REF3081694259,Completed,Synthetic UPI transaction,SYNTH_BANK_CORE
TXN0015835,2023-11-06 09:00:40,ACC009008,ACC004621,15308.93,INR,Card,API,MER00726,LOC003007,REF5823382755,Completed,Synthetic Card transaction,SYNTH_LEGACY_FINANCE
TXN0015836,2023-11-06 22:23:15,ACC001699,ACC007278,36075.75,INR,Card,API,MER02665,LOC001506,REF3544449465,Completed,Synthetic Card transaction,SYNTH_UPI_SWITCH
TXN0015837,2024-06-01 16:53:18,ACC007309,ACC009986,1618128.58,INR,RTGS,Mobile,,LOC003004,REF7662096446,Completed,Synthetic RTGS transaction,SYNTH_NEFT_RTGS
TXN0015838,2021-10-07 19:41:00,ACC007286,ACC004679,13811.93,INR,Card,ATM,MER01878,LOC000600,REF5964371232,Pending,Synthetic Card transaction,SYNTH_BANK_CORE
TXN0015839,2025-08-13 09:57:14,ACC006915,ACC004995,35447.98,INR,UPI,ATM,MER02139,LOC004613,REF1285829572,Completed,Synthetic UPI transaction,SYNTH_BANK_CORE
TXN0015840,2019-08-23 15:11:19,ACC006427,ACC002204,454799.50,INR,NEFT,Mobile,,LOC000796,REF7844165796,Completed,Synthetic NEFT transaction,SYNTH_BANK_CORE
TXN0015841,2019-09-30 14:00:58,ACC002723,ACC004540,151249.96,INR,IMPS,API,,LOC004586,REF1941346767,Completed,Synthetic IMPS transaction,SYNTH_BANK_CORE
TXN0015842,2026-05-17 19:28:39,ACC003821,ACC007611,56051.99,INR,UPI,POS,MER02170,LOC004617,REF1283590981,Completed,Synthetic UPI transaction,SYNTH_UPI_SWITCH
TXN0015843,2021-07-25 19:14:59,ACC006838,ACC002431,198477.83,INR,IMPS,POS,,LOC004003,REF3132247491,Completed,Synthetic IMPS transaction,SYNTH_UPI_SWITCH
TXN0015844,2022-10-12 01:43:40,ACC005328,ACC000986,96164.87,INR,CashWithdrawal,ATM,,LOC003206,REF9910943714,Completed,Synthetic CashWithdrawal transaction,SYNTH_BANK_CORE
TXN0015845,2023-03-29 00:39:33,ACC003986,ACC003934,38900.03,INR,UPI,Branch,MER02283,LOC000026,REF9079194012,Completed,Synthetic UPI transaction,SYNTH_NEFT_RTGS
TXN0015846,2026-01-16 13:16:01,ACC004800,ACC008488,224736.70,INR,BankTransfer,Branch,,LOC004719,REF1559246381,Completed,Synthetic BankTransfer transaction,SYNTH_NEFT_RTGS
TXN0015847,2022-07-21 19:35:43,ACC001410,ACC004048,5542.25,INR,CashDeposit,API,,LOC002259,REF6126121221,Completed,Synthetic CashDeposit transaction,SYNTH_NEFT_RTGS
TXN0015848,2021-03-03 02:45:36,ACC006053,ACC004482,44042.80,INR,NEFT,Branch,,LOC001158,REF2266604871,Completed,Synthetic NEFT transaction,SYNTH_BANK_CORE
TXN0015849,2024-12-21 20:35:31,ACC009205,ACC003441,20030.06,INR,Card,ATM,MER01735,LOC003638,REF4749587720,Reversed,Synthetic Card transaction,SYNTH_NEFT_RTGS
TXN0015850,2020-02-08 03:47:58,ACC008810,ACC005314,134095.76,INR,IMPS,POS,,LOC004439,REF5155598748,Completed,Synthetic IMPS transaction,SYNTH_LEGACY_FINANCE
TXN0015851,2022-03-18 02:02:48,ACC009956,ACC006653,33759.19,INR,UPI,Internet Banking,MER00592,LOC004457,REF1094532104,Completed,Synthetic UPI transaction,SYNTH_LEGACY_FINANCE
TXN0015852,2025-03-06 08:58:21,ACC006615,ACC002140,318061.38,INR,NEFT,API,,LOC003584,REF2815169173,Completed,Synthetic NEFT transaction,SYNTH_NEFT_RTGS
TXN0015853,2019-08-28 15:34:42,ACC008634,ACC006679,94922.89,INR,IMPS,Internet Banking,,LOC001401,REF3214632013,Completed,Synthetic IMPS transaction,SYNTH_BANK_CORE
TXN0015854,2021-10-07 11:00:42,ACC009849,ACC002049,9717.03,INR,UPI,Branch,MER01472,LOC004603,REF8967182413,Completed,Synthetic UPI transaction,SYNTH_NEFT_RTGS
TXN0015855,2021-11-13 11:15:13,ACC004872,ACC003381,149870.35,INR,IMPS,API,,LOC001862,REF8177091475,Completed,Synthetic IMPS transaction,SYNTH_NEFT_RTGS
TXN0015856,2025-12-13 02:59:02,ACC008677,ACC006116,47974.04,INR,Card,POS,MER01314,LOC000836,REF8363906775,Completed,Synthetic Card transaction,SYNTH_LEGACY_FINANCE
TXN0015857,2022-11-17 05:51:08,ACC004604,ACC000797,438527.78,INR,NEFT,Branch,,LOC001573,REF5022179941,Completed,Synthetic NEFT transaction,SYNTH_NEFT_RTGS
TXN0015858,2020-01-31 04:17:40,ACC007256,ACC000774,12952.29,INR,NEFT,Mobile,,LOC003849,REF1039639599,Completed,Synthetic NEFT transaction,SYNTH_LEGACY_FINANCE
TXN0015859,2020-07-14 20:58:00,ACC004318,ACC006514,1016805.81,INR,RTGS,ATM,,LOC001606,REF3945949340,Completed,Synthetic RTGS transaction,SYNTH_NEFT_RTGS
TXN0015860,2024-06-10 08:33:52,ACC009303,ACC006621,14077.58,INR,CashWithdrawal,Internet Banking,,LOC001379,REF3379782940,Completed,Synthetic CashWithdrawal transaction,SYNTH_NEFT_RTGS
TXN0015861,2025-02-06 07:05:44,ACC006859,ACC003479,1734047.90,INR,RTGS,Internet Banking,,LOC000551,REF4927410790,Completed,Synthetic RTGS transaction,SYNTH_BANK_CORE
TXN0015862,2024-01-29 03:09:38,ACC006526,ACC005442,147069.99,INR,IMPS,POS,,LOC000533,REF4136567178,Completed,Synthetic IMPS transaction,SYNTH_CARD_SYSTEM
TXN0015863,2023-03-18 22:45:30,ACC006025,ACC000126,53499.44,INR,UPI,Branch,MER01169,LOC002170,REF2570094993,Completed,Synthetic UPI transaction,SYNTH_CARD_SYSTEM
TXN0015864,2022-03-02 01:43:58,ACC004718,ACC001763,23617.13,INR,UPI,ATM,MER02755,LOC001630,REF9215500330,Completed,Synthetic UPI transaction,SYNTH_LEGACY_FINANCE
TXN0015865,2020-01-20 10:53:53,ACC009372,ACC001593,15683.28,INR,UPI,Branch,MER02688,LOC004146,REF7233745425,Completed,Synthetic UPI transaction,SYNTH_NEFT_RTGS
TXN0015866,2020-11-09 18:15:12,ACC006021,ACC006479,368368.30,INR,NEFT,Branch,,LOC003716,REF1976879147,Completed,Synthetic NEFT transaction,SYNTH_CARD_SYSTEM
TXN0015867,2025-01-23 09:33:42,ACC009711,ACC008754,23333.04,INR,UPI,POS,MER00792,LOC003666,REF9352417167,Completed,Synthetic UPI transaction,SYNTH_UPI_SWITCH
TXN0015868,2022-07-04 10:49:10,ACC005538,ACC008453,71123.15,INR,UPI,Branch,MER02361,LOC001375,REF3885689234,Completed,Synthetic UPI transaction,SYNTH_CARD_SYSTEM
TXN0015869,2023-10-21 13:08:09,ACC005631,ACC001938,44163.04,INR,Card,ATM,MER01609,LOC000292,REF9143790647,Completed,Synthetic Card transaction,SYNTH_UPI_SWITCH
TXN0015870,2019-05-27 22:23:16,ACC007296,ACC007929,178304.59,INR,IMPS,Internet Banking,,LOC000475,REF1790412883,Completed,Synthetic IMPS transaction,SYNTH_LEGACY_FINANCE
TXN0015871,2026-08-20 15:31:42,ACC001393,ACC007084,35587.98,INR,Card,ATM,MER01216,LOC003604,REF3449385317,Completed,Synthetic Card transaction,SYNTH_NEFT_RTGS
TXN0015872,2019-12-02 11:40:55,ACC004658,ACC000978,170393.79,INR,BankTransfer,API,,LOC002270,REF6370869119,Completed,Synthetic BankTransfer transaction,SYNTH_UPI_SWITCH
TXN0015873,2024-05-01 07:33:09,ACC002881,ACC000446,30555.48,INR,NEFT,Mobile,,LOC000360,REF2525228983,Completed,Synthetic NEFT transaction,SYNTH_NEFT_RTGS
TXN0015874,2025-05-08 19:44:37,ACC009035,ACC008786,26557.25,INR,Card,Branch,MER00900,LOC001512,REF6175186568,Failed,Synthetic Card transaction,SYNTH_UPI_SWITCH
TXN0015875,2019-01-12 04:01:31,ACC005134,ACC005917,114530.42,INR,BankTransfer,ATM,,LOC000707,REF6127373297,Completed,Synthetic BankTransfer transaction,SYNTH_UPI_SWITCH
TXN0015876,2023-05-16 07:20:20,ACC006138,ACC003372,293016.72,INR,NEFT,API,,LOC000478,REF6405659406,Completed,Synthetic NEFT transaction,SYNTH_BANK_CORE
TXN0015877,2026-05-17 20:38:57,ACC007456,ACC003137,69823.15,INR,UPI,POS,MER00210,LOC002128,REF7058480449,Reversed,Synthetic UPI transaction,SYNTH_NEFT_RTGS
TXN0015878,2020-06-12 15:52:08,ACC007673,ACC003422,23999.85,INR,UPI,ATM,MER00829,LOC004179,REF1394939658,Completed,Synthetic UPI transaction,SYNTH_NEFT_RTGS
TXN0015879,2025-10-07 16:19:46,ACC002395,ACC001694,1710133.76,INR,RTGS,Branch,,LOC003877,REF3993893696,Completed,Synthetic RTGS transaction,SYNTH_CARD_SYSTEM
TXN0015880,2025-01-09 05:02:20,ACC000263,ACC006791,7298.85,INR,UPI,Mobile,MER02565,LOC003816,REF4854441327,Completed,Synthetic UPI transaction,SYNTH_CARD_SYSTEM
TXN0015881,2022-04-20 06:34:58,ACC009423,ACC004442,33088.56,INR,IMPS,API,,LOC004349,REF6721561043,Completed,Synthetic IMPS transaction,SYNTH_CARD_SYSTEM
TXN0015882,2019-04-29 11:04:34,ACC002679,ACC002742,79447.89,INR,CashDeposit,Branch,,LOC004580,REF2148179995,Completed,Synthetic CashDeposit transaction,SYNTH_LEGACY_FINANCE
TXN0015883,2021-09-02 08:28:38,ACC009475,ACC001639,168121.01,INR,NEFT,Internet Banking,,LOC000412,REF2484654301,Completed,Synthetic NEFT transaction,SYNTH_UPI_SWITCH
TXN0015884,2020-08-10 06:20:43,ACC009693,ACC002965,30640.13,INR,UPI,Internet Banking,MER00910,LOC001849,REF8399928320,Pending,Synthetic UPI transaction,SYNTH_CARD_SYSTEM
TXN0015885,2024-10-17 20:34:14,ACC004677,ACC003401,107201.73,INR,IMPS,ATM,,LOC001516,REF7724930546,Completed,Synthetic IMPS transaction,SYNTH_UPI_SWITCH
TXN0015886,2026-01-20 11:56:54,ACC004118,ACC001196,421522.66,INR,RTGS,POS,,LOC001423,REF2312554424,Completed,Synthetic RTGS transaction,SYNTH_CARD_SYSTEM
TXN0015887,2026-08-05 21:14:03,ACC003652,ACC003719,2258893.94,INR,RTGS,Internet Banking,,LOC002180,REF8500310203,Completed,Synthetic RTGS transaction,SYNTH_LEGACY_FINANCE
TXN0015888,2022-05-07 12:17:31,ACC007607,ACC001866,90812.16,INR,IMPS,API,,LOC004529,REF2138868850,Completed,Synthetic IMPS transaction,SYNTH_NEFT_RTGS
TXN0015889,2022-09-05 18:16:48,ACC000417,ACC001954,630654.06,INR,RTGS,POS,,LOC000431,REF6096999748,Completed,Synthetic RTGS transaction,SYNTH_BANK_CORE
TXN0015890,2022-12-05 04:23:11,ACC002596,ACC000589,6642.79,INR,UPI,API,MER00537,LOC004158,REF4760085946,Completed,Synthetic UPI transaction,SYNTH_UPI_SWITCH
TXN0015891,2019-10-20 11:33:22,ACC003710,ACC009385,11575.39,INR,UPI,POS,MER02318,LOC002866,REF9367677034,Pending,Synthetic UPI transaction,SYNTH_UPI_SWITCH
TXN0015892,2022-03-22 05:39:48,ACC006839,ACC009884,6752.34,INR,Card,Internet Banking,MER02667,LOC003999,REF1565248178,Completed,Synthetic Card transaction,SYNTH_BANK_CORE
TXN0015893,2026-06-10 08:48:43,ACC006255,ACC007739,54476.52,INR,UPI,ATM,MER01031,LOC003976,REF4114171330,Completed,Synthetic UPI transaction,SYNTH_BANK_CORE
TXN0015894,2021-08-06 23:24:01,ACC005173,ACC003384,280708.68,INR,BankTransfer,API,,LOC003270,REF4423760886,Completed,Synthetic BankTransfer transaction,SYNTH_LEGACY_FINANCE
TXN0015895,2024-04-15 19:37:06,ACC005140,ACC000106,40424.00,INR,UPI,POS,MER02252,LOC003145,REF1992455588,Completed,Synthetic UPI transaction,SYNTH_LEGACY_FINANCE
TXN0015896,2025-03-12 16:48:51,ACC008878,ACC009471,25034.40,INR,BankTransfer,Branch,,LOC004697,REF1781000049,Completed,Synthetic BankTransfer transaction,SYNTH_UPI_SWITCH
TXN0015897,2024-07-15 12:22:22,ACC005708,ACC003872,219243.38,INR,BankTransfer,Branch,,LOC004250,REF1065512072,Completed,Synthetic BankTransfer transaction,SYNTH_NEFT_RTGS
TXN0015898,2026-07-04 16:07:38,ACC000660,ACC000288,20361.25,INR,Card,ATM,MER01515,LOC003965,REF4829397853,Completed,Synthetic Card transaction,SYNTH_CARD_SYSTEM
TXN0015899,2024-01-16 23:54:43,ACC008514,ACC000338,41024.23,INR,IMPS,Internet Banking,,LOC003815,REF4965937115,Completed,Synthetic IMPS transaction,SYNTH_CARD_SYSTEM
TXN0015900,2023-05-02 05:43:41,ACC004052,ACC009699,7535.67,INR,UPI,Branch,MER02932,LOC001701,REF9678556006,Completed,Synthetic UPI transaction,SYNTH_BANK_CORE
TXN0015901,2023-02-07 06:00:10,ACC007628,ACC005836,15504.79,INR,NEFT,Branch,,LOC000486,REF4644817472,Completed,Synthetic NEFT transaction,SYNTH_UPI_SWITCH
TXN0015902,2024-06-27 00:41:17,ACC005313,ACC002678,17133.89,INR,Card,Internet Banking,MER01272,LOC003090,REF2958437884,Completed,Synthetic Card transaction,SYNTH_CARD_SYSTEM
TXN0015903,2025-12-23 06:33:00,ACC000210,ACC004927,55114.56,INR,UPI,ATM,MER02344,LOC004270,REF9981585699,Completed,Synthetic UPI transaction,SYNTH_NEFT_RTGS
TXN0015904,2024-05-18 21:43:00,ACC007380,ACC000924,125048.17,INR,BankTransfer,ATM,,LOC004241,REF2797657479,Completed,Synthetic BankTransfer transaction,SYNTH_LEGACY_FINANCE
TXN0015905,2024-04-09 03:16:22,ACC008109,ACC009554,139916.60,INR,BankTransfer,Internet Banking,,LOC001331,REF1117439071,Completed,Synthetic BankTransfer transaction,SYNTH_CARD_SYSTEM
TXN0015906,2021-07-27 08:50:24,ACC003652,ACC000046,39423.83,INR,Card,POS,MER02608,LOC004703,REF9918674391,Completed,Synthetic Card transaction,SYNTH_LEGACY_FINANCE
TXN0015907,2019-11-27 19:59:18,ACC009879,ACC009331,1940726.54,INR,RTGS,ATM,,LOC003797,REF2412291683,Completed,Synthetic RTGS transaction,SYNTH_CARD_SYSTEM
TXN0015908,2024-12-16 15:43:17,ACC004801,ACC000782,55656.06,INR,UPI,ATM,MER01926,LOC003981,REF6922220894,Completed,Synthetic UPI transaction,SYNTH_UPI_SWITCH
TXN0015909,2024-09-11 10:31:39,ACC004220,ACC001209,111388.10,INR,IMPS,Internet Banking,,LOC003450,REF6095406038,Completed,Synthetic IMPS transaction,SYNTH_BANK_CORE
TXN0015910,2020-06-08 07:23:28,ACC006015,ACC008398,153585.92,INR,IMPS,ATM,,LOC002127,REF7708706557,Completed,Synthetic IMPS transaction,SYNTH_LEGACY_FINANCE
TXN0015911,2024-09-05 09:45:01,ACC007699,ACC008370,25094.50,INR,BankTransfer,Internet Banking,,LOC003341,REF2877463391,Completed,Synthetic BankTransfer transaction,SYNTH_LEGACY_FINANCE
TXN0015912,2021-02-12 20:14:32,ACC009848,ACC002173,150007.43,INR,BankTransfer,ATM,,LOC003126,REF1326613612,Completed,Synthetic BankTransfer transaction,SYNTH_LEGACY_FINANCE
TXN0015913,2026-01-19 23:30:49,ACC002914,ACC008388,10765.29,INR,BankTransfer,Mobile,,LOC000967,REF4200217700,Completed,Synthetic BankTransfer transaction,SYNTH_UPI_SWITCH
TXN0015914,2022-11-03 01:23:38,ACC000480,ACC008661,374775.29,INR,RTGS,ATM,,LOC004931,REF1431217175,Completed,Synthetic RTGS transaction,SYNTH_NEFT_RTGS
TXN0015915,2023-12-24 23:09:06,ACC001889,ACC001080,482242.72,INR,NEFT,Mobile,,LOC000003,REF4475445530,Completed,Synthetic NEFT transaction,SYNTH_BANK_CORE
TXN0015916,2019-12-31 19:01:20,ACC007116,ACC004012,35721.95,INR,UPI,Internet Banking,MER02890,LOC002182,REF2478857372,Completed,Synthetic UPI transaction,SYNTH_BANK_CORE
TXN0015917,2020-04-24 23:16:20,ACC003330,ACC002420,8018.84,INR,UPI,POS,MER02636,LOC002772,REF7855191026,Completed,Synthetic UPI transaction,SYNTH_LEGACY_FINANCE
TXN0015918,2022-05-05 22:06:37,ACC003527,ACC002107,34647.14,INR,UPI,Branch,MER02002,LOC000610,REF2205055218,Completed,Synthetic UPI transaction,SYNTH_UPI_SWITCH
TXN0015919,2021-01-09 16:55:03,ACC003231,ACC005874,36952.85,INR,UPI,Branch,MER02362,LOC002453,REF8594488780,Completed,Synthetic UPI transaction,SYNTH_UPI_SWITCH
TXN0015920,2026-05-12 10:18:42,ACC001690,ACC005273,190518.10,INR,IMPS,ATM,,LOC001000,REF2403688191,Completed,Synthetic IMPS transaction,SYNTH_NEFT_RTGS
TXN0015921,2024-10-26 06:45:27,ACC005583,ACC009676,46046.52,INR,Card,API,MER01045,LOC001774,REF5522972031,Completed,Synthetic Card transaction,SYNTH_UPI_SWITCH
TXN0015922,2023-03-22 13:40:34,ACC004482,ACC002258,341137.19,INR,NEFT,API,,LOC004565,REF3677385189,Completed,Synthetic NEFT transaction,SYNTH_UPI_SWITCH
TXN0015923,2022-08-14 19:20:28,ACC002541,ACC002513,39736.61,INR,CashWithdrawal,POS,,LOC002887,REF7852772598,Completed,Synthetic CashWithdrawal transaction,SYNTH_NEFT_RTGS
TXN0015924,2026-04-04 07:53:38,ACC009656,ACC000718,178614.40,INR,IMPS,Mobile,,LOC001418,REF2827426859,Completed,Synthetic IMPS transaction,SYNTH_CARD_SYSTEM
TXN0015925,2025-06-02 13:03:51,ACC002581,ACC006851,55696.87,INR,UPI,API,MER02621,LOC002697,REF2764679590,Completed,Synthetic UPI transaction,SYNTH_CARD_SYSTEM
TXN0015926,2025-05-01 03:22:26,ACC009604,ACC007187,54000.68,INR,BankTransfer,ATM,,LOC002315,REF1882014179,Completed,Synthetic BankTransfer transaction,SYNTH_BANK_CORE
TXN0015927,2023-12-11 21:49:24,ACC006375,ACC002734,36072.81,INR,BankTransfer,POS,,LOC000223,REF9548962886,Pending,Synthetic BankTransfer transaction,SYNTH_BANK_CORE
TXN0015928,2022-07-20 02:09:57,ACC005075,ACC001243,133786.00,INR,IMPS,Branch,,LOC003093,REF1897986585,Completed,Synthetic IMPS transaction,SYNTH_BANK_CORE
TXN0015929,2024-03-27 21:17:59,ACC005297,ACC005253,39774.64,INR,BankTransfer,POS,,LOC004575,REF8973265404,Completed,Synthetic BankTransfer transaction,SYNTH_NEFT_RTGS
TXN0015930,2024-06-04 01:44:36,ACC005050,ACC004960,10085.28,INR,UPI,API,MER00859,LOC000420,REF9332007131,Completed,Synthetic UPI transaction,SYNTH_NEFT_RTGS
TXN0015931,2021-01-20 08:15:08,ACC009462,ACC000875,148150.59,INR,IMPS,Mobile,,LOC002838,REF3786063081,Completed,Synthetic IMPS transaction,SYNTH_NEFT_RTGS
TXN0015932,2024-08-05 06:23:15,ACC008221,ACC009799,38420.24,INR,UPI,API,MER01435,LOC000472,REF5577714788,Completed,Synthetic UPI transaction,SYNTH_UPI_SWITCH
TXN0015933,2023-10-16 06:00:18,ACC004521,ACC009877,30690.73,INR,UPI,POS,MER00436,LOC004861,REF3845662033,Completed,Synthetic UPI transaction,SYNTH_BANK_CORE
TXN0015934,2020-12-28 04:35:18,ACC009343,ACC005222,14441.63,INR,UPI,Mobile,MER02495,LOC000869,REF9706329549,Completed,Synthetic UPI transaction,SYNTH_CARD_SYSTEM
TXN0015935,2022-06-06 03:00:05,ACC001935,ACC002967,52405.34,INR,UPI,API,MER00308,LOC002974,REF7875642710,Completed,Synthetic UPI transaction,SYNTH_NEFT_RTGS
TXN0015936,2024-12-18 16:49:02,ACC008104,ACC000882,565.94,INR,IMPS,POS,,LOC002370,REF8241489021,Completed,Synthetic IMPS transaction,SYNTH_UPI_SWITCH
TXN0015937,2023-10-27 11:10:03,ACC001115,ACC006698,8602.22,INR,UPI,POS,MER00019,LOC000963,REF8238485603,Completed,Synthetic UPI transaction,SYNTH_NEFT_RTGS
TXN0015938,2025-05-04 21:23:24,ACC001429,ACC001623,20741.46,INR,Card,Branch,MER00287,LOC002956,REF7118299830,Completed,Synthetic Card transaction,SYNTH_LEGACY_FINANCE
TXN0015939,2019-03-06 14:41:20,ACC002304,ACC002591,45877.47,INR,NEFT,ATM,,LOC000071,REF7558474704,Completed,Synthetic NEFT transaction,SYNTH_CARD_SYSTEM
TXN0015940,2026-08-05 02:53:57,ACC004672,ACC000728,22175.05,INR,NEFT,ATM,,LOC002658,REF9497914129,Completed,Synthetic NEFT transaction,SYNTH_CARD_SYSTEM
TXN0015941,2026-05-23 15:47:35,ACC000579,ACC000669,319499.07,INR,NEFT,Mobile,,LOC004109,REF6093772147,Completed,Synthetic NEFT transaction,SYNTH_NEFT_RTGS
TXN0015942,2024-01-25 20:10:12,ACC003017,ACC006150,60075.57,INR,UPI,Internet Banking,MER01778,LOC003047,REF8432783543,Completed,Synthetic UPI transaction,SYNTH_NEFT_RTGS
TXN0015943,2026-01-04 21:37:35,ACC001528,ACC004070,108360.71,INR,NEFT,ATM,,LOC000954,REF5485965482,Completed,Synthetic NEFT transaction,SYNTH_BANK_CORE
TXN0015944,2024-02-29 08:01:19,ACC003465,ACC002972,10830.61,INR,UPI,API,MER01570,LOC001915,REF8885764437,Completed,Synthetic UPI transaction,SYNTH_NEFT_RTGS
TXN0015945,2023-08-23 14:58:30,ACC005482,ACC005056,35482.04,INR,IMPS,Branch,,LOC004749,REF8006701357,Completed,Synthetic IMPS transaction,SYNTH_UPI_SWITCH
