location_id,location_name,location_type,address,area,city,district,state,pincode,latitude,longitude,sensitivity_level
LOC000957,Synthetic Residence - Katraj 0957,Residence,"791, Main Road, Katraj, Pune",Katraj,Pune,Pune,Maharashtra,411046,18.445356,73.871231,Medium
LOC000958,Synthetic Restaurant - Hadapsar 0958,Restaurant,"783, Main Road, Hadapsar, Pune",Hadapsar,Pune,Pune,Maharashtra,411028,18.50176,73.919974,Low
LOC000959,Synthetic Workplace - Baner 0959,Workplace,"511, Canal Road, Baner, Pune",Baner,Pune,Pune,Maharashtra,411045,18.555041,73.792496,Medium
LOC000960,Synthetic Hotel - Chinchwad 0960,Hotel,"755, Market Road, Chinchwad, Pune",Chinchwad,Pune,Pune,Maharashtra,411033,18.637584,73.803542,Low
LOC000961,Synthetic Transport Hub - Viman Nagar 0961,Transport Hub,"64, Industrial Road, Viman Nagar, Pune",Viman Nagar,Pune,Pune,Maharashtra,411014,18.568946,73.91289,Low
LOC000962,Synthetic Residence - Katraj 0962,Residence,"561, Industrial Road, Katraj, Pune",Katraj,Pune,Pune,Maharashtra,411046,18.453601,73.868414,Low
LOC000963,Synthetic Restaurant - Hadapsar 0963,Restaurant,"429, Temple Road, Hadapsar, Pune",Hadapsar,Pune,Pune,Maharashtra,411028,18.514241,73.928257,Low
LOC000964,Synthetic ATM - Swargate 0964,ATM,"575, College Road, Swargate, Pune",Swargate,Pune,Pune,Maharashtra,411037,18.506507,73.866933,Medium
LOC000965,Synthetic Residence - Chinchwad 0965,Residence,"893, Market Road, Chinchwad, Pune",Chinchwad,Pune,Pune,Maharashtra,411033,18.63197,73.806757,Medium
LOC000966,Synthetic Residence - Baner 0966,Residence,"779, College Road, Baner, Pune",Baner,Pune,Pune,Maharashtra,411045,18.562869,73.79146,High
LOC000967,Synthetic Crime Scene - Vishrantwadi 0967,Crime Scene,"254, Temple Road, Vishrantwadi, Pune",Vishrantwadi,Pune,Pune,Maharashtra,411015,18.573981,73.877892,Low
LOC000968,Synthetic Police Station - Viman Nagar,Police Station,"108, Main Road, Viman Nagar, Pune",Viman Nagar,Pune,Pune,Maharashtra,411014,18.561121,73.914266,Medium
LOC000969,Synthetic Crime Scene - Shivajinagar 0969,Crime Scene,"690, Station Road, Shivajinagar, Pune",Shivajinagar,Pune,Pune,Maharashtra,411005,18.537953,73.843483,Low
LOC000970,Synthetic Meeting Point - Wakad 0970,Meeting Point,"544, Canal Road, Wakad, Pune",Wakad,Pune,Pune,Maharashtra,411057,18.602711,73.770365,Low
LOC000971,Synthetic Workplace - Katraj 0971,Workplace,"158, Station Road, Katraj, Pune",Katraj,Pune,Pune,Maharashtra,411046,18.446695,73.858427,Medium
LOC000972,Synthetic Crime Scene - Katraj 0972,Crime Scene,"628, Canal Road, Katraj, Pune",Katraj,Pune,Pune,Maharashtra,411046,18.450796,73.868877,Medium
LOC000973,Synthetic Bank - Viman Nagar 0973,Bank,"510, Main Road, Viman Nagar, Pune",Viman Nagar,Pune,Pune,Maharashtra,411014,18.570829,73.908553,Medium
LOC000974,Synthetic Meeting Point - Swargate 0974,Meeting Point,"842, Temple Road, Swargate, Pune",Swargate,Pune,Pune,Maharashtra,411037,18.497726,73.862195,High
LOC000975,Synthetic Workplace - Viman Nagar 0975,Workplace,"442, Nagar Road, Viman Nagar, Pune",Viman Nagar,Pune,Pune,Maharashtra,411014,18.568304,73.911787,Low
LOC000976,Synthetic Workplace - Aundh 0976,Workplace,"15, Main Road, Aundh, Pune",Aundh,Pune,Pune,Maharashtra,411007,18.556804,73.799329,Low
LOC000977,Synthetic Transport Hub - Pimpri 0977,Transport Hub,"834, Park Road, Pimpri, Pune",Pimpri,Pune,Pune,Maharashtra,411018,18.636329,73.801555,Low
LOC000978,Synthetic Bank - Swargate 0978,Bank,"872, Nagar Road, Swargate, Pune",Swargate,Pune,Pune,Maharashtra,411037,18.504651,73.865689,Low
LOC000979,Synthetic Bank - Shivajinagar 0979,Bank,"442, Temple Road, Shivajinagar, Pune",Shivajinagar,Pune,Pune,Maharashtra,411005,18.525317,73.839096,Medium
LOC000980,Synthetic Bank - Chinchwad 0980,Bank,"290, College Road, Chinchwad, Pune",Chinchwad,Pune,Pune,Maharashtra,411033,18.634472,73.805648,Medium
LOC000981,Synthetic Workplace - Bhosari 0981,Workplace,"800, Industrial Road, Bhosari, Pune",Bhosari,Pune,Pune,Maharashtra,411039,18.633208,73.852237,Low
LOC000982,Synthetic Residence - Viman Nagar 0982,Residence,"708, Main Road, Viman Nagar, Pune",Viman Nagar,Pune,Pune,Maharashtra,411014,18.566648,73.917108,Medium
LOC000983,Synthetic Transport Hub - Viman Nagar 0983,Transport Hub,"304, Station Road, Viman Nagar, Pune",Viman Nagar,Pune,Pune,Maharashtra,411014,18.571299,73.91941,Medium
LOC000984,Synthetic Workplace - Baner 0984,Workplace,"396, Link Road, Baner, Pune",Baner,Pune,Pune,Maharashtra,411045,18.552285,73.789345,Low
LOC000985,Synthetic Residence - Swargate 0985,Residence,"990, Nagar Road, Swargate, Pune",Swargate,Pune,Pune,Maharashtra,411037,18.509408,73.868257,Low
LOC000986,Synthetic Bank - Kondhwa 0986,Bank,"380, Canal Road, Kondhwa, Pune",Kondhwa,Pune,Pune,Maharashtra,411048,18.470705,73.892691,Medium
LOC000987,Synthetic Bank - Kothrud 0987,Bank,"855, College Road, Kothrud, Pune",Kothrud,Pune,Pune,Maharashtra,411038,18.50846,73.803172,Medium
LOC000988,Synthetic Workplace - Kondhwa 0988,Workplace,"727, Nagar Road, Kondhwa, Pune",Kondhwa,Pune,Pune,Maharashtra,411048,18.469632,73.884025,Medium
LOC000989,Synthetic Crime Scene - Katraj 0989,Crime Scene,"206, Temple Road, Katraj, Pune",Katraj,Pune,Pune,Maharashtra,411046,18.455693,73.858063,Low
LOC000990,Synthetic Workplace - Chinchwad 0990,Workplace,"32, Industrial Road, Chinchwad, Pune",Chinchwad,Pune,Pune,Maharashtra,411033,18.630135,73.7953,Medium
LOC000991,Synthetic Workplace - Baner 0991,Workplace,"657, Temple Road, Baner, Pune",Baner,Pune,Pune,Maharashtra,411045,18.559333,73.794611,Low
LOC000992,Synthetic Bank - Yerawada 0992,Bank,"864, Link Road, Yerawada, Pune",Yerawada,Pune,Pune,Maharashtra,411006,18.542381,73.871219,Low
LOC000993,Synthetic Meeting Point - Aundh 0993,Meeting Point,"338, College Road, Aundh, Pune",Aundh,Pune,Pune,Maharashtra,411007,18.558537,73.809617,Medium
LOC000994,Synthetic Transport Hub - Chinchwad 0994,Transport Hub,"759, Main Road, Chinchwad, Pune",Chinchwad,Pune,Pune,Maharashtra,411033,18.635164,73.793195,Medium
LOC000995,Synthetic Meeting Point - Shivajinagar 0995,Meeting Point,"10, Link Road, Shivajinagar, Pune",Shivajinagar,Pune,Pune,Maharashtra,411005,18.528934,73.840655,Low
LOC000996,Synthetic Residence - Aundh 0996,Residence,"431, Canal Road, Aundh, Pune",Aundh,Pune,Pune,Maharashtra,411007,18.557176,73.805608,Low
LOC000997,Synthetic Workplace - Swargate 0997,Workplace,"486, College Road, Swargate, Pune",Swargate,Pune,Pune,Maharashtra,411037,18.507758,73.856606,Medium
LOC000998,Synthetic Police Station - Vishrantwadi,Police Station,"730, Link Road, Vishrantwadi, Pune",Vishrantwadi,Pune,Pune,Maharashtra,411015,18.570289,73.876869,Medium
LOC000999,Synthetic Meeting Point - Pimpri 0999,Meeting Point,"390, College Road, Pimpri, Pune",Pimpri,Pune,Pune,Maharashtra,411018,18.623784,73.806104,Medium
LOC001000,Synthetic Restaurant - Dhankawadi 1000,Restaurant,"321, Industrial Road, Dhankawadi, Pune",Dhankawadi,Pune,Pune,Maharashtra,411043,18.471334,73.848954,Medium
LOC001001,Synthetic Residence - Shivajinagar 1001,Residence,"847, Market Road, Shivajinagar, Pune",Shivajinagar,Pune,Pune,Maharashtra,411005,18.537052,73.843355,Low
LOC001002,Synthetic Other - Viman Nagar 1002,Other,"335, Park Road, Viman Nagar, Pune",Viman Nagar,Pune,Pune,Maharashtra,411014,18.566159,73.912843,Low
LOC001003,Synthetic Crime Scene - Katraj 1003,Crime Scene,"448, College Road, Katraj, Pune",Katraj,Pune,Pune,Maharashtra,411046,18.458256,73.858419,Medium
LOC001004,Synthetic Meeting Point - Kondhwa 1004,Meeting Point,"273, Link Road, Kondhwa, Pune",Kondhwa,Pune,Pune,Maharashtra,411048,18.466297,73.897633,Low
LOC001005,Synthetic Crime Scene - Dhankawadi 1005,Crime Scene,"250, Park Road, Dhankawadi, Pune",Dhankawadi,Pune,Pune,Maharashtra,411043,18.467873,73.846488,Medium
LOC001006,Synthetic Workplace - Baner 1006,Workplace,"379, College Road, Baner, Pune",Baner,Pune,Pune,Maharashtra,411045,18.560228,73.791798,High
LOC001007,Synthetic Restaurant - Chinchwad 1007,Restaurant,"143, Station Road, Chinchwad, Pune",Chinchwad,Pune,Pune,Maharashtra,411033,18.632716,73.80329,Low
LOC001008,Synthetic Meeting Point - Dhankawadi 1008,Meeting Point,"225, College Road, Dhankawadi, Pune",Dhankawadi,Pune,Pune,Maharashtra,411043,18.471897,73.854925,Medium
LOC001009,Synthetic Transport Hub - Aundh 1009,Transport Hub,"287, Market Road, Aundh, Pune",Aundh,Pune,Pune,Maharashtra,411007,18.559817,73.812125,Medium
LOC001010,Synthetic Meeting Point - Katraj 1010,Meeting Point,"913, Market Road, Katraj, Pune",Katraj,Pune,Pune,Maharashtra,411046,18.456385,73.868264,Medium
LOC001011,Synthetic Hotel - Shivajinagar 1011,Hotel,"942, Canal Road, Shivajinagar, Pune",Shivajinagar,Pune,Pune,Maharashtra,411005,18.538253,73.844089,Medium
LOC001012,Synthetic Meeting Point - Wakad 1012,Meeting Point,"70, Canal Road, Wakad, Pune",Wakad,Pune,Pune,Maharashtra,411057,18.593852,73.766005,Low
LOC001013,Synthetic Residence - Wakad 1013,Residence,"571, Main Road, Wakad, Pune",Wakad,Pune,Pune,Maharashtra,411057,18.594851,73.76988,Low
LOC001014,Synthetic Warehouse - Chinchwad 1014,Warehouse,"294, Market Road, Chinchwad, Pune",Chinchwad,Pune,Pune,Maharashtra,411033,18.629594,73.794913,Medium
LOC001015,Synthetic Crime Scene - Aundh 1015,Crime Scene,"954, Link Road, Aundh, Pune",Aundh,Pune,Pune,Maharashtra,411007,18.554035,73.80971,Medium
LOC001016,Synthetic Bank - Swargate 1016,Bank,"693, Market Road, Swargate, Pune",Swargate,Pune,Pune,Maharashtra,411037,18.501284,73.860116,Low
LOC001017,Synthetic Residence - Dhankawadi 1017,Residence,"375, Nagar Road, Dhankawadi, Pune",Dhankawadi,Pune,Pune,Maharashtra,411043,18.465242,73.849514,Low
LOC001018,Synthetic Meeting Point - Pimpri 1018,Meeting Point,"317, Canal Road, Pimpri, Pune",Pimpri,Pune,Pune,Maharashtra,411018,18.635664,73.804926,Low
LOC001019,Synthetic Crime Scene - Wakad 1019,Crime Scene,"482, Main Road, Wakad, Pune",Wakad,Pune,Pune,Maharashtra,411057,18.595788,73.763686,Medium
LOC001020,Synthetic Crime Scene - Kothrud 1020,Crime Scene,"521, Main Road, Kothrud, Pune",Kothrud,Pune,Pune,Maharashtra,411038,18.513619,73.804885,Low
LOC001021,Synthetic Workplace - Aundh 1021,Workplace,"623, Station Road, Aundh, Pune",Aundh,Pune,Pune,Maharashtra,411007,18.561714,73.808678,Low
LOC001022,Synthetic Workplace - Viman Nagar 1022,Workplace,"640, Nagar Road, Viman Nagar, Pune",Viman Nagar,Pune,Pune,Maharashtra,411014,18.567851,73.917598,Low
LOC001023,Synthetic Residence - Wakad 1023,Residence,"202, Link Road, Wakad, Pune",Wakad,Pune,Pune,Maharashtra,411057,18.606123,73.755364,Medium
LOC001024,Synthetic Other - Bhosari 1024,Other,"872, Main Road, Bhosari, Pune",Bhosari,Pune,Pune,Maharashtra,411039,18.626969,73.841336,Low
LOC001025,Synthetic Residence - Shivajinagar 1025,Residence,"464, Park Road, Shivajinagar, Pune",Shivajinagar,Pune,Pune,Maharashtra,411005,18.531057,73.845355,Low
LOC001026,Synthetic Residence - Dhankawadi 1026,Residence,"307, Link Road, Dhankawadi, Pune",Dhankawadi,Pune,Pune,Maharashtra,411043,18.464746,73.842536,Low
LOC001027,Synthetic Workplace - Yerawada 1027,Workplace,"714, College Road, Yerawada, Pune",Yerawada,Pune,Pune,Maharashtra,411006,18.548588,73.873334,Medium
LOC001028,Synthetic Workplace - Pimpri 1028,Workplace,"171, Market Road, Pimpri, Pune",Pimpri,Pune,Pune,Maharashtra,411018,18.633275,73.799036,Low
LOC001029,Synthetic Crime Scene - Katraj 1029,Crime Scene,"631, College Road, Katraj, Pune",Katraj,Pune,Pune,Maharashtra,411046,18.458421,73.872648,Low
LOC001030,Synthetic Residence - Chinchwad 1030,Residence,"97, Canal Road, Chinchwad, Pune",Chinchwad,Pune,Pune,Maharashtra,411033,18.629123,73.791936,Medium
LOC001031,Synthetic Hotel - Katraj 1031,Hotel,"256, Main Road, Katraj, Pune",Katraj,Pune,Pune,Maharashtra,411046,18.458977,73.859799,Low
LOC001032,Synthetic Restaurant - Katraj 1032,Restaurant,"595, Industrial Road, Katraj, Pune",Katraj,Pune,Pune,Maharashtra,411046,18.460345,73.863605,Medium
LOC001033,Synthetic Residence - Kondhwa 1033,Residence,"780, Link Road, Kondhwa, Pune",Kondhwa,Pune,Pune,Maharashtra,411048,18.462093,73.892152,Low
LOC001034,Synthetic Residence - Kondhwa 1034,Residence,"73, Temple Road, Kondhwa, Pune",Kondhwa,Pune,Pune,Maharashtra,411048,18.462131,73.892245,Low
LOC001035,Synthetic Workplace - Baner 1035,Workplace,"207, Link Road, Baner, Pune",Baner,Pune,Pune,Maharashtra,411045,18.56039,73.782373,Low
LOC001036,Synthetic Other - Kothrud 1036,Other,"429, Industrial Road, Kothrud, Pune",Kothrud,Pune,Pune,Maharashtra,411038,18.505224,73.813574,Low
LOC001037,Synthetic Workplace - Chinchwad 1037,Workplace,"875, College Road, Chinchwad, Pune",Chinchwad,Pune,Pune,Maharashtra,411033,18.623991,73.797286,Medium
LOC001038,Synthetic Meeting Point - Bhosari 1038,Meeting Point,"66, Main Road, Bhosari, Pune",Bhosari,Pune,Pune,Maharashtra,411039,18.630273,73.844143,Low
LOC001039,Synthetic Bank - Aundh 1039,Bank,"914, Nagar Road, Aundh, Pune",Aundh,Pune,Pune,Maharashtra,411007,18.560697,73.799168,High
LOC001040,Synthetic Hotel - Hadapsar 1040,Hotel,"619, Nagar Road, Hadapsar, Pune",Hadapsar,Pune,Pune,Maharashtra,411028,18.511009,73.924013,Medium
LOC001041,Synthetic Transport Hub - Kothrud 1041,Transport Hub,"294, Link Road, Kothrud, Pune",Kothrud,Pune,Pune,Maharashtra,411038,18.50648,73.815458,Medium
LOC001042,Synthetic Hotel - Pimpri 1042,Hotel,"809, Market Road, Pimpri, Pune",Pimpri,Pune,Pune,Maharashtra,411018,18.636029,73.79651,Low
LOC001043,Synthetic Crime Scene - Aundh 1043,Crime Scene,"657, Main Road, Aundh, Pune",Aundh,Pune,Pune,Maharashtra,411007,18.560871,73.801748,Low
LOC001044,Synthetic Residence - Wakad 1044,Residence,"42, Temple Road, Wakad, Pune",Wakad,Pune,Pune,Maharashtra,411057,18.592902,73.764252,Low
LOC001045,Synthetic Restaurant - Viman Nagar 1045,Restaurant,"147, Link Road, Viman Nagar, Pune",Viman Nagar,Pune,Pune,Maharashtra,411014,18.571619,73.915428,High
LOC001046,Synthetic Hotel - Aundh 1046,Hotel,"114, Industrial Road, Aundh, Pune",Aundh,Pune,Pune,Maharashtra,411007,18.557571,73.800162,High
LOC001047,Synthetic Residence - Aundh 1047,Residence,"493, Nagar Road, Aundh, Pune",Aundh,Pune,Pune,Maharashtra,411007,18.557396,73.804303,Low
LOC001048,Synthetic Hotel - Pimpri 1048,Hotel,"903, Temple Road, Pimpri, Pune",Pimpri,Pune,Pune,Maharashtra,411018,18.635285,73.795135,Low
LOC001049,Synthetic ATM - Dhankawadi 1049,ATM,"164, Link Road, Dhankawadi, Pune",Dhankawadi,Pune,Pune,Maharashtra,411043,18.465329,73.842801,Medium
LOC001050,Synthetic Residence - Kondhwa 1050,Residence,"896, Industrial Road, Kondhwa, Pune",Kondhwa,Pune,Pune,Maharashtra,411048,18.476037,73.896566,Low
LOC001051,Synthetic ATM - Swargate 1051,ATM,"43, Main Road, Swargate, Pune",Swargate,Pune,Pune,Maharashtra,411037,18.497301,73.864097,Low
LOC001052,Synthetic ATM - Swargate 1052,ATM,"749, Park Road, Swargate, Pune",Swargate,Pune,Pune,Maharashtra,411037,18.496887,73.86014,Low
LOC001053,Synthetic Meeting Point - Wakad 1053,Meeting Point,"990, Industrial Road, Wakad, Pune",Wakad,Pune,Pune,Maharashtra,411057,18.603503,73.767413,Low
LOC001054,Synthetic Warehouse - Kothrud 1054,Warehouse,"717, Temple Road, Kothrud, Pune",Kothrud,Pune,Pune,Maharashtra,411038,18.500938,73.803495,Medium
LOC001055,Synthetic Bank - Kothrud 1055,Bank,"247, Industrial Road, Kothrud, Pune",Kothrud,Pune,Pune,Maharashtra,411038,18.499402,73.805063,Medium
LOC001056,Synthetic Restaurant - Chinchwad 1056,Restaurant,"702, Nagar Road, Chinchwad, Pune",Chinchwad,Pune,Pune,Maharashtra,411033,18.630778,73.793268,Medium
LOC001057,Synthetic Residence - Katraj 1057,Residence,"319, Industrial Road, Katraj, Pune",Katraj,Pune,Pune,Maharashtra,411046,18.445673,73.872979,High
LOC001058,Synthetic Transport Hub - Hadapsar 1058,Transport Hub,"350, Main Road, Hadapsar, Pune",Hadapsar,Pune,Pune,Maharashtra,411028,18.514465,73.923031,Medium
LOC001059,Synthetic Workplace - Shivajinagar 1059,Workplace,"720, Station Road, Shivajinagar, Pune",Shivajinagar,Pune,Pune,Maharashtra,411005,18.532966,73.842456,Medium
LOC001060,Synthetic Residence - Vishrantwadi 1060,Residence,"517, Industrial Road, Vishrantwadi, Pune",Vishrantwadi,Pune,Pune,Maharashtra,411015,18.570331,73.884578,Medium
LOC001061,Synthetic Residence - Baner 1061,Residence,"850, Nagar Road, Baner, Pune",Baner,Pune,Pune,Maharashtra,411045,18.565831,73.790844,Medium
LOC001062,Synthetic Transport Hub - Kothrud 1062,Transport Hub,"528, College Road, Kothrud, Pune",Kothrud,Pune,Pune,Maharashtra,411038,18.505804,73.814955,High
LOC001063,Synthetic Transport Hub - Wakad 1063,Transport Hub,"185, Station Road, Wakad, Pune",Wakad,Pune,Pune,Maharashtra,411057,18.604272,73.75515,Low
LOC001064,Synthetic Residence - Katraj 1064,Residence,"881, Park Road, Katraj, Pune",Katraj,Pune,Pune,Maharashtra,411046,18.456076,73.868195,Medium
LOC001065,Synthetic Residence - Chinchwad 1065,Residence,"817, Link Road, Chinchwad, Pune",Chinchwad,Pune,Pune,Maharashtra,411033,18.625713,73.80093,Low
LOC001066,Synthetic Police Station - Chinchwad,Police Station,"734, Link Road, Chinchwad, Pune",Chinchwad,Pune,Pune,Maharashtra,411033,18.626641,73.795283,Medium
LOC001067,Synthetic Workplace - Swargate 1067,Workplace,"851, Market Road, Swargate, Pune",Swargate,Pune,Pune,Maharashtra,411037,18.508138,73.860065,High
LOC001068,Synthetic Residence - Aundh 1068,Residence,"92, Nagar Road, Aundh, Pune",Aundh,Pune,Pune,Maharashtra,411007,18.566711,73.803594,Medium
LOC001069,Synthetic Bank - Kondhwa 1069,Bank,"821, Market Road, Kondhwa, Pune",Kondhwa,Pune,Pune,Maharashtra,411048,18.467464,73.884091,Medium
LOC001070,Synthetic Workplace - Kothrud 1070,Workplace,"390, College Road, Kothrud, Pune",Kothrud,Pune,Pune,Maharashtra,411038,18.505541,73.802618,High
LOC001071,Synthetic Residence - Kothrud 1071,Residence,"964, College Road, Kothrud, Pune",Kothrud,Pune,Pune,Maharashtra,411038,18.500715,73.800108,Low
LOC001072,Synthetic Meeting Point - Yerawada 1072,Meeting Point,"697, Temple Road, Yerawada, Pune",Yerawada,Pune,Pune,Maharashtra,411006,18.546473,73.870715,Medium
LOC001073,Synthetic Other - Dhankawadi 1073,Other,"558, Main Road, Dhankawadi, Pune",Dhankawadi,Pune,Pune,Maharashtra,411043,18.474176,73.84801,Low
LOC001074,Synthetic Restaurant - Baner 1074,Restaurant,"213, Station Road, Baner, Pune",Baner,Pune,Pune,Maharashtra,411045,18.554612,73.780619,Medium
LOC001075,Synthetic Crime Scene - Pimpri 1075,Crime Scene,"872, Main Road, Pimpri, Pune",Pimpri,Pune,Pune,Maharashtra,411018,18.636964,73.80594,Low
LOC001076,Synthetic Crime Scene - Shivajinagar 1076,Crime Scene,"908, Nagar Road, Shivajinagar, Pune",Shivajinagar,Pune,Pune,Maharashtra,411005,18.536216,73.841849,Low
LOC001077,Synthetic Residence - Kondhwa 1077,Residence,"608, Industrial Road, Kondhwa, Pune",Kondhwa,Pune,Pune,Maharashtra,411048,18.47122,73.882428,Low
LOC001078,Synthetic Transport Hub - Bhosari 1078,Transport Hub,"752, Park Road, Bhosari, Pune",Bhosari,Pune,Pune,Maharashtra,411039,18.635637,73.839713,High
LOC001079,Synthetic Workplace - Viman Nagar 1079,Workplace,"503, Nagar Road, Viman Nagar, Pune",Viman Nagar,Pune,Pune,Maharashtra,411014,18.565259,73.911884,High
LOC001080,Synthetic Workplace - Dhankawadi 1080,Workplace,"602, College Road, Dhankawadi, Pune",Dhankawadi,Pune,Pune,Maharashtra,411043,18.460186,73.855868,Medium
LOC001081,Synthetic Restaurant - Wakad 1081,Restaurant,"877, Market Road, Wakad, Pune",Wakad,Pune,Pune,Maharashtra,411057,18.603458,73.75752,Low
LOC001082,Synthetic Residence - Yerawada 1082,Residence,"713, Link Road, Yerawada, Pune",Yerawada,Pune,Pune,Maharashtra,411006,18.545741,73.884113,Low
LOC001083,Synthetic Bank - Pimpri 1083,Bank,"576, Park Road, Pimpri, Pune",Pimpri,Pune,Pune,Maharashtra,411018,18.632044,73.798261,Low
LOC001084,Synthetic Transport Hub - Viman Nagar 1084,Transport Hub,"141, College Road, Viman Nagar, Pune",Viman Nagar,Pune,Pune,Maharashtra,411014,18.561123,73.913853,Medium
LOC001085,Synthetic Workplace - Kothrud 1085,Workplace,"575, Industrial Road, Kothrud, Pune",Kothrud,Pune,Pune,Maharashtra,411038,18.499554,73.813629,High
LOC001086,Synthetic Meeting Point - Baner 1086,Meeting Point,"498, Industrial Road, Baner, Pune",Baner,Pune,Pune,Maharashtra,411045,18.560887,73.792914,Medium
LOC001087,Synthetic Residence - Swargate 1087,Residence,"301, Nagar Road, Swargate, Pune",Swargate,Pune,Pune,Maharashtra,411037,18.508813,73.85912,Medium
LOC001088,Synthetic Meeting Point - Shivajinagar 1088,Meeting Point,"153, Temple Road, Shivajinagar, Pune",Shivajinagar,Pune,Pune,Maharashtra,411005,18.536455,73.851757,Medium
LOC001089,Synthetic Workplace - Bhosari 1089,Workplace,"325, Park Road, Bhosari, Pune",Bhosari,Pune,Pune,Maharashtra,411039,18.635066,73.842667,Medium
LOC001090,Synthetic Other - Kondhwa 1090,Other,"810, Main Road, Kondhwa, Pune",Kondhwa,Pune,Pune,Maharashtra,411048,18.475481,73.882622,Medium
LOC001091,Synthetic Bank - Bhosari 1091,Bank,"19, Main Road, Bhosari, Pune",Bhosari,Pune,Pune,Maharashtra,411039,18.633072,73.842944,Medium
LOC001092,Synthetic Transport Hub - Hadapsar 1092,Transport Hub,"956, Nagar Road, Hadapsar, Pune",Hadapsar,Pune,Pune,Maharashtra,411028,18.502423,73.919341,Low
LOC001093,Synthetic Crime Scene - Aundh 1093,Crime Scene,"756, Industrial Road, Aundh, Pune",Aundh,Pune,Pune,Maharashtra,411007,18.552926,73.804916,Medium
LOC001094,Synthetic Residence - Katraj 1094,Residence,"326, Market Road, Katraj, Pune",Katraj,Pune,Pune,Maharashtra,411046,18.447784,73.867624,Low
LOC001095,Synthetic Workplace - Wakad 1095,Workplace,"429, Link Road, Wakad, Pune",Wakad,Pune,Pune,Maharashtra,411057,18.59378,73.765712,Low
LOC001096,Synthetic Workplace - Kothrud 1096,Workplace,"809, Industrial Road, Kothrud, Pune",Kothrud,Pune,Pune,Maharashtra,411038,18.51224,73.813123,Low
LOC001097,Synthetic Meeting Point - Swargate 1097,Meeting Point,"76, Main Road, Swargate, Pune",Swargate,Pune,Pune,Maharashtra,411037,18.500548,73.864697,Low
LOC001098,Synthetic Meeting Point - Bhosari 1098,Meeting Point,"787, College Road, Bhosari, Pune",Bhosari,Pune,Pune,Maharashtra,411039,18.621906,73.854133,Low
LOC001099,Synthetic Restaurant - Yerawada 1099,Restaurant,"620, Temple Road, Yerawada, Pune",Yerawada,Pune,Pune,Maharashtra,411006,18.540774,73.870792,Medium
LOC001100,Synthetic ATM - Chinchwad 1100,ATM,"199, Link Road, Chinchwad, Pune",Chinchwad,Pune,Pune,Maharashtra,411033,18.635369,73.795193,Medium
LOC001101,Synthetic Meeting Point - Bhosari 1101,Meeting Point,"101, Link Road, Bhosari, Pune",Bhosari,Pune,Pune,Maharashtra,411039,18.635976,73.843876,Low
LOC001102,Synthetic Transport Hub - Aundh 1102,Transport Hub,"714, Temple Road, Aundh, Pune",Aundh,Pune,Pune,Maharashtra,411007,18.55697,73.812778,Low
LOC001103,Synthetic Warehouse - Kondhwa 1103,Warehouse,"665, Nagar Road, Kondhwa, Pune",Kondhwa,Pune,Pune,Maharashtra,411048,18.468093,73.889855,Low
LOC001104,Synthetic Bank - Yerawada 1104,Bank,"583, Main Road, Yerawada, Pune",Yerawada,Pune,Pune,Maharashtra,411006,18.548181,73.877707,Low
LOC001105,Synthetic Meeting Point - Vishrantwadi 1105,Meeting Point,"860, Station Road, Vishrantwadi, Pune",Vishrantwadi,Pune,Pune,Maharashtra,411015,18.559417,73.87463,Low
LOC001106,Synthetic Workplace - Kondhwa 1106,Workplace,"982, College Road, Kondhwa, Pune",Kondhwa,Pune,Pune,Maharashtra,411048,18.464748,73.896064,Medium
LOC001107,Synthetic Meeting Point - Katraj 1107,Meeting Point,"117, College Road, Katraj, Pune",Katraj,Pune,Pune,Maharashtra,411046,18.446767,73.863308,Low
LOC001108,Synthetic Meeting Point - Vishrantwadi 1108,Meeting Point,"97, Link Road, Vishrantwadi, Pune",Vishrantwadi,Pune,Pune,Maharashtra,411015,18.568158,73.885461,Low
LOC001109,Synthetic Crime Scene - Viman Nagar 1109,Crime Scene,"43, College Road, Viman Nagar, Pune",Viman Nagar,Pune,Pune,Maharashtra,411014,18.561883,73.92211,Medium
LOC001110,Synthetic Residence - Katraj 1110,Residence,"471, Industrial Road, Katraj, Pune",Katraj,Pune,Pune,Maharashtra,411046,18.4466,73.867516,Medium
LOC001111,Synthetic Workplace - Hadapsar 1111,Workplace,"30, Temple Road, Hadapsar, Pune",Hadapsar,Pune,Pune,Maharashtra,411028,18.503904,73.918082,High
LOC001112,Synthetic Restaurant - Katraj 1112,Restaurant,"580, Station Road, Katraj, Pune",Katraj,Pune,Pune,Maharashtra,411046,18.446961,73.85738,Low
LOC001113,Synthetic Bank - Swargate 1113,Bank,"435, Park Road, Swargate, Pune",Swargate,Pune,Pune,Maharashtra,411037,18.498622,73.857522,High
LOC001114,Synthetic Meeting Point - Wakad 1114,Meeting Point,"184, Station Road, Wakad, Pune",Wakad,Pune,Pune,Maharashtra,411057,18.596101,73.758588,Low
LOC001115,Synthetic Residence - Bhosari 1115,Residence,"883, Station Road, Bhosari, Pune",Bhosari,Pune,Pune,Maharashtra,411039,18.62529,73.842686,Low
LOC001116,Synthetic Restaurant - Dhankawadi 1116,Restaurant,"168, Nagar Road, Dhankawadi, Pune",Dhankawadi,Pune,Pune,Maharashtra,411043,18.473149,73.842165,Low
