record_id,person_id,entity_id
R002049,P004095,E004095
R002050,P005103,E005103
R002051,P002954,E002954
R002052,P004644,E004644
R002053,P004806,E004806
R002054,P000241,E000241
R002055,P001583,E001583
R002056,P006431,E006431
R002057,P004661,E004661
R002058,P006470,E006470
R002059,P001069,E001069
R002060,P006082,E006082
R002061,P003920,E003920
R002062,P005527,E005527
R002063,P000784,E000784
R002064,P004769,E004769
R002065,P002153,E002153
R002066,P001004,E001004
R002067,P004606,E004606
R002068,P003673,E003673
R002069,P004263,E004263
R002070,P003786,E003786
R002071,P005085,E005085
R002072,P001034,E001034
R002073,P001902,E001902
R002074,P004263,E004263
R002075,P006071,E006071
R002076,P002623,E002623
R002077,P001224,E001224
R002078,P002657,E002657
R002079,P004043,E004043
R002080,P006144,E006144
R002081,P003183,E003183
R002082,P005882,E005882
R002083,P006087,E006087
R002084,P006098,E006098
R002085,P002204,E002204
R002086,P001633,E001633
R002087,P006670,E006670
R002088,P001615,E001615
R002089,P003238,E003238
R002090,P005941,E005941
R002091,P004002,E004002
R002092,P001770,E001770
R002093,P003650,E003650
R002094,P003211,E003211
R002095,P002997,E002997
R002096,P001934,E001934
R002097,P005134,E005134
R002098,P000240,E000240
R002099,P003375,E003375
R002100,P006698,E006698
R002101,P004754,E004754
R002102,P004073,E004073
R002103,P000817,E000817
R002104,P005580,E005580
R002105,P005318,E005318
R002106,P001060,E001060
R002107,P004219,E004219
R002108,P005917,E005917
R002109,P006879,E006879
R002110,P005085,E005085
R002111,P000436,E000436
R002112,P001054,E001054
R002113,P005342,E005342
R002114,P005918,E005918
R002115,P001390,E001390
R002116,P006259,E006259
R002117,P005335,E005335
R002118,P006003,E006003
R002119,P001834,E001834
R002120,P004585,E004585
R002121,P001590,E001590
R002122,P005037,E005037
R002123,P005741,E005741
R002124,P002255,E002255
R002125,P005911,E005911
R002126,P001712,E001712
R002127,P000787,E000787
R002128,P001399,E001399
R002129,P003759,E003759
R002130,P003318,E003318
R002131,P005538,E005538
R002132,P001408,E001408
R002133,P004292,E004292
R002134,P005725,E005725
R002135,P001910,E001910
R002136,P002455,E002455
R002137,P001705,E001705
R002138,P006592,E006592
R002139,P003376,E003376
R002140,P005243,E005243
R002141,P002469,E002469
R002142,P005604,E005604
R002143,P005729,E005729
R002144,P004755,E004755
R002145,P000372,E000372
R002146,P006560,E006560
R002147,P002727,E002727
R002148,P004047,E004047
R002149,P005815,E005815
R002150,P005384,E005384
R002151,P000840,E000840
R002152,P001316,E001316
R002153,P001125,E001125
R002154,P001570,E001570
R002155,P000537,E000537
R002156,P006799,E006799
R002157,P000040,E000040
R002158,P001090,E001090
R002159,P000804,E000804
R002160,P003151,E003151
R002161,P004488,E004488
R002162,P003533,E003533
R002163,P004603,E004603
R002164,P003518,E003518
R002165,P006963,E006963
R002166,P006770,E006770
R002167,P002266,E002266
R002168,P000097,E000097
R002169,P006594,E006594
R002170,P003657,E003657
R002171,P006068,E006068
R002172,P006995,E006995
R002173,P003619,E003619
R002174,P000694,E000694
R002175,P001424,E001424
R002176,P001457,E001457
R002177,P000226,E000226
R002178,P003618,E003618
R002179,P004410,E004410
R002180,P003546,E003546
R002181,P004866,E004866
R002182,P004021,E004021
R002183,P005263,E005263
R002184,P001892,E001892
R002185,P004569,E004569
R002186,P004838,E004838
R002187,P001946,E001946
R002188,P000527,E000527
R002189,P004357,E004357
R002190,P005307,E005307
R002191,P004042,E004042
R002192,P000871,E000871
R002193,P005290,E005290
R002194,P006998,E006998
R002195,P001013,E001013
R002196,P006002,E006002
R002197,P006705,E006705
R002198,P003999,E003999
R002199,P005430,E005430
R002200,P006367,E006367
R002201,P005867,E005867
R002202,P000162,E000162
R002203,P001005,E001005
R002204,P000139,E000139
R002205,P003823,E003823
R002206,P002660,E002660
R002207,P002602,E002602
R002208,P002896,E002896
R002209,P004597,E004597
R002210,P000064,E000064
R002211,P001268,E001268
R002212,P006547,E006547
R002213,P002646,E002646
R002214,P005999,E005999
R002215,P003284,E003284
R002216,P004839,E004839
R002217,P001200,E001200
R002218,P006007,E006007
R002219,P004149,E004149
R002220,P006943,E006943
R002221,P002922,E002922
R002222,P004592,E004592
R002223,P006991,E006991
R002224,P000343,E000343
R002225,P004166,E004166
R002226,P003441,E003441
R002227,P000568,E000568
R002228,P005261,E005261
R002229,P005755,E005755
R002230,P000554,E000554
R002231,P004226,E004226
R002232,P001606,E001606
R002233,P003360,E003360
R002234,P003603,E003603
R002235,P005250,E005250
R002236,P006839,E006839
R002237,P006639,E006639
R002238,P000739,E000739
R002239,P005062,E005062
R002240,P005358,E005358
R002241,P005710,E005710
R002242,P002410,E002410
R002243,P004810,E004810
R002244,P004526,E004526
R002245,P006652,E006652
R002246,P006056,E006056
R002247,P003929,E003929
R002248,P005167,E005167
R002249,P005708,E005708
R002250,P004184,E004184
R002251,P006912,E006912
R002252,P005471,E005471
R002253,P002733,E002733
R002254,P005490,E005490
R002255,P001638,E001638
R002256,P001889,E001889
R002257,P001191,E001191
R002258,P003438,E003438
R002259,P005505,E005505
R002260,P006743,E006743
R002261,P004010,E004010
R002262,P000274,E000274
R002263,P002674,E002674
R002264,P000819,E000819
R002265,P003652,E003652
R002266,P002486,E002486
R002267,P003281,E003281
R002268,P003772,E003772
R002269,P005196,E005196
R002270,P003088,E003088
R002271,P003702,E003702
R002272,P004465,E004465
R002273,P003481,E003481
R002274,P003472,E003472
R002275,P005050,E005050
R002276,P005802,E005802
R002277,P004771,E004771
R002278,P000897,E000897
R002279,P005924,E005924
R002280,P006907,E006907
R002281,P004181,E004181
R002282,P001389,E001389
R002283,P002120,E002120
R002284,P001604,E001604
R002285,P000474,E000474
R002286,P001581,E001581
R002287,P003491,E003491
R002288,P005201,E005201
R002289,P004728,E004728
R002290,P002334,E002334
R002291,P000034,E000034
R002292,P005284,E005284
R002293,P000255,E000255
R002294,P005180,E005180
R002295,P003554,E003554
R002296,P002641,E002641
R002297,P004775,E004775
R002298,P004888,E004888
R002299,P000090,E000090
R002300,P004856,E004856
R002301,P004272,E004272
R002302,P001303,E001303
R002303,P001425,E001425
R002304,P001760,E001760
R002305,P005864,E005864
R002306,P001429,E001429
R002307,P003230,E003230
R002308,P006231,E006231
R002309,P006808,E006808
R002310,P003058,E003058
R002311,P004186,E004186
R002312,P001765,E001765
R002313,P001872,E001872
R002314,P006626,E006626
R002315,P002196,E002196
R002316,P005366,E005366
R002317,P006758,E006758
R002318,P002530,E002530
R002319,P006732,E006732
R002320,P004584,E004584
R002321,P004655,E004655
R002322,P003254,E003254
R002323,P001061,E001061
R002324,P003707,E003707
R002325,P004353,E004353
R002326,P001403,E001403
R002327,P001092,E001092
R002328,P004907,E004907
R002329,P002865,E002865
R002330,P000662,E000662
R002331,P005323,E005323
R002332,P002398,E002398
R002333,P001368,E001368
R002334,P000713,E000713
R002335,P000896,E000896
R002336,P003898,E003898
R002337,P002503,E002503
R002338,P000774,E000774
R002339,P001441,E001441
R002340,P002014,E002014
R002341,P002943,E002943
R002342,P002345,E002345
R002343,P002236,E002236
R002344,P000491,E000491
R002345,P000225,E000225
R002346,P006157,E006157
R002347,P000988,E000988
R002348,P003347,E003347
R002349,P006105,E006105
R002350,P004904,E004904
R002351,P004799,E004799
R002352,P004315,E004315
R002353,P005687,E005687
R002354,P004412,E004412
R002355,P000349,E000349
R002356,P003261,E003261
R002357,P004126,E004126
R002358,P002195,E002195
R002359,P004516,E004516
R002360,P001816,E001816
R002361,P000360,E000360
R002362,P005231,E005231
R002363,P004756,E004756
R002364,P006285,E006285
R002365,P000130,E000130
R002366,P006558,E006558
R002367,P000954,E000954
R002368,P005346,E005346
R002369,P005219,E005219
R002370,P001010,E001010
R002371,P005786,E005786
R002372,P004200,E004200
R002373,P002540,E002540
R002374,P003424,E003424
R002375,P001049,E001049
R002376,P003004,E003004
R002377,P005294,E005294
R002378,P003978,E003978
R002379,P000905,E000905
R002380,P000079,E000079
R002381,P004146,E004146
R002382,P003747,E003747
R002383,P005838,E005838
R002384,P003814,E003814
R002385,P002716,E002716
R002386,P001044,E001044
R002387,P000049,E000049
R002388,P006453,E006453
R002389,P003870,E003870
R002390,P000059,E000059
R002391,P005693,E005693
R002392,P005519,E005519
R002393,P001378,E001378
R002394,P002775,E002775
R002395,P001616,E001616
R002396,P003145,E003145
R002397,P006601,E006601
R002398,P003218,E003218
R002399,P004061,E004061
R002400,P003497,E003497
R002401,P006097,E006097
R002402,P003853,E003853
R002403,P001732,E001732
R002404,P003193,E003193
R002405,P005899,E005899
R002406,P001797,E001797
R002407,P005747,E005747
R002408,P006337,E006337
R002409,P001932,E001932
R002410,P001163,E001163
R002411,P001281,E001281
R002412,P006713,E006713
R002413,P002375,E002375
R002414,P004267,E004267
R002415,P006546,E006546
R002416,P005092,E005092
R002417,P002869,E002869
R002418,P002574,E002574
R002419,P004682,E004682
R002420,P001466,E001466
R002421,P002125,E002125
R002422,P001641,E001641
R002423,P002852,E002852
R002424,P006669,E006669
R002425,P000972,E000972
R002426,P001921,E001921
R002427,P003789,E003789
R002428,P004174,E004174
R002429,P005609,E005609
R002430,P006634,E006634
R002431,P002546,E002546
R002432,P002765,E002765
R002433,P002261,E002261
R002434,P003426,E003426
R002435,P002667,E002667
R002436,P003524,E003524
R002437,P004214,E004214
R002438,P004257,E004257
R002439,P005958,E005958
R002440,P005191,E005191
R002441,P005954,E005954
R002442,P006666,E006666
R002443,P000509,E000509
R002444,P003648,E003648
R002445,P000460,E000460
R002446,P001271,E001271
R002447,P003121,E003121
R002448,P005071,E005071
R002449,P004507,E004507
R002450,P005863,E005863
R002451,P003292,E003292
R002452,P001260,E001260
R002453,P006889,E006889
R002454,P002694,E002694
R002455,P001628,E001628
R002456,P000026,E000026
R002457,P003986,E003986
R002458,P006265,E006265
R002459,P003110,E003110
R002460,P002349,E002349
R002461,P002934,E002934
R002462,P005360,E005360
R002463,P006483,E006483
R002464,P004979,E004979
R002465,P003974,E003974
R002466,P003026,E003026
R002467,P001228,E001228
R002468,P003544,E003544
R002469,P004918,E004918
R002470,P003656,E003656
R002471,P001790,E001790
R002472,P005835,E005835
R002473,P000738,E000738
R002474,P005682,E005682
R002475,P003992,E003992
R002476,P003111,E003111
R002477,P005583,E005583
R002478,P002398,E002398
R002479,P004916,E004916
R002480,P004300,E004300
R002481,P005084,E005084
R002482,P006631,E006631
R002483,P003499,E003499
R002484,P002823,E002823
R002485,P001744,E001744
R002486,P001032,E001032
R002487,P005028,E005028
R002488,P006188,E006188
R002489,P000842,E000842
R002490,P005803,E005803
R002491,P004347,E004347
R002492,P005276,E005276
R002493,P004803,E004803
R002494,P004981,E004981
R002495,P002131,E002131
R002496,P001340,E001340
R002497,P000319,E000319
R002498,P002878,E002878
R002499,P001558,E001558
R002500,P003950,E003950
R002501,P005820,E005820
R002502,P003890,E003890
R002503,P000166,E000166
R002504,P001023,E001023
R002505,P001260,E001260
R002506,P005789,E005789
R002507,P004446,E004446
R002508,P003862,E003862
R002509,P003613,E003613
R002510,P006186,E006186
R002511,P002734,E002734
R002512,P000334,E000334
R002513,P006299,E006299
R002514,P000684,E000684
R002515,P004343,E004343
R002516,P003926,E003926
R002517,P006952,E006952
R002518,P000178,E000178
R002519,P004686,E004686
R002520,P005822,E005822
R002521,P001374,E001374
R002522,P003526,E003526
R002523,P001468,E001468
R002524,P003583,E003583
R002525,P004870,E004870
R002526,P006672,E006672
R002527,P006316,E006316
R002528,P004715,E004715
R002529,P000483,E000483
R002530,P001569,E001569
R002531,P006432,E006432
R002532,P006333,E006333
R002533,P004471,E004471
R002534,P004231,E004231
R002535,P003646,E003646
R002536,P001814,E001814
R002537,P006795,E006795
R002538,P006094,E006094
R002539,P003622,E003622
R002540,P005533,E005533
R002541,P005662,E005662
R002542,P002710,E002710
R002543,P001834,E001834
R002544,P005034,E005034
R002545,P004953,E004953
R002546,P005840,E005840
R002547,P006997,E006997
R002548,P000725,E000725
R002549,P002393,E002393
R002550,P005068,E005068
R002551,P001774,E001774
R002552,P000155,E000155
R002553,P001878,E001878
R002554,P004730,E004730
R002555,P001788,E001788
R002556,P003714,E003714
R002557,P000335,E000335
R002558,P005420,E005420
R002559,P001753,E001753
R002560,P005002,E005002
R002561,P005656,E005656
R002562,P005982,E005982
R002563,P003610,E003610
R002564,P006979,E006979
R002565,P005806,E005806
R002566,P002868,E002868
R002567,P006385,E006385
R002568,P006441,E006441
R002569,P003614,E003614
R002570,P002798,E002798
R002571,P005332,E005332
R002572,P006130,E006130
R002573,P001463,E001463
R002574,P001038,E001038
R002575,P006774,E006774
R002576,P001296,E001296
R002577,P002787,E002787
R002578,P006057,E006057
R002579,P002890,E002890
R002580,P005273,E005273
R002581,P005409,E005409
R002582,P003639,E003639
R002583,P002260,E002260
R002584,P002966,E002966
R002585,P001706,E001706
R002586,P005931,E005931
R002587,P003728,E003728
R002588,P005946,E005946
R002589,P005784,E005784
R002590,P003979,E003979
R002591,P001734,E001734
R002592,P002549,E002549
R002593,P006455,E006455
R002594,P002520,E002520
R002595,P004075,E004075
R002596,P001461,E001461
R002597,P005995,E005995
R002598,P002658,E002658
R002599,P001626,E001626
R002600,P006055,E006055
R002601,P000755,E000755
R002602,P002619,E002619
R002603,P002162,E002162
R002604,P000144,E000144
R002605,P006699,E006699
R002606,P004936,E004936
R002607,P005312,E005312
R002608,P003749,E003749
R002609,P005776,E005776
R002610,P002224,E002224
R002611,P002674,E002674
R002612,P001262,E001262
R002613,P004522,E004522
R002614,P000143,E000143
R002615,P006480,E006480
R002616,P000102,E000102
R002617,P003484,E003484
R002618,P003687,E003687
R002619,P000447,E000447
R002620,P003639,E003639
R002621,P003163,E003163
R002622,P003430,E003430
R002623,P000895,E000895
R002624,P003696,E003696
R002625,P001782,E001782
R002626,P000970,E000970
R002627,P004882,E004882
R002628,P005223,E005223
R002629,P000697,E000697
R002630,P002274,E002274
R002631,P004660,E004660
R002632,P005266,E005266
R002633,P000916,E000916
R002634,P004433,E004433
R002635,P000176,E000176
R002636,P000088,E000088
R002637,P004484,E004484
R002638,P004640,E004640
R002639,P002852,E002852
R002640,P005244,E005244
R002641,P005118,E005118
R002642,P003099,E003099
R002643,P000721,E000721
R002644,P001140,E001140
R002645,P005945,E005945
R002646,P005273,E005273
R002647,P001118,E001118
R002648,P000588,E000588
R002649,P004893,E004893
R002650,P002834,E002834
R002651,P005831,E005831
R002652,P001464,E001464
R002653,P006962,E006962
R002654,P001380,E001380
R002655,P003381,E003381
R002656,P005853,E005853
R002657,P002035,E002035
R002658,P000928,E000928
R002659,P001077,E001077
R002660,P006979,E006979
R002661,P001725,E001725
R002662,P006881,E006881
R002663,P002161,E002161
R002664,P000423,E000423
R002665,P004414,E004414
R002666,P006589,E006589
R002667,P006035,E006035
R002668,P005856,E005856
R002669,P003234,E003234
R002670,P002741,E002741
R002671,P001462,E001462
R002672,P002050,E002050
R002673,P005215,E005215
R002674,P000700,E000700
R002675,P003175,E003175
R002676,P005028,E005028
R002677,P001544,E001544
R002678,P003418,E003418
R002679,P006119,E006119
R002680,P006352,E006352
R002681,P002631,E002631
R002682,P004247,E004247
R002683,P003198,E003198
R002684,P004798,E004798
R002685,P004451,E004451
R002686,P004900,E004900
R002687,P006769,E006769
R002688,P005559,E005559
R002689,P003160,E003160
R002690,P000389,E000389
R002691,P000722,E000722
R002692,P000367,E000367
R002693,P002044,E002044
R002694,P006751,E006751
R002695,P001327,E001327
R002696,P004797,E004797
R002697,P003500,E003500
R002698,P005834,E005834
R002699,P001882,E001882
R002700,P006782,E006782
R002701,P005368,E005368
R002702,P003776,E003776
R002703,P006867,E006867
R002704,P002156,E002156
R002705,P006999,E006999
R002706,P004295,E004295
R002707,P001397,E001397
R002708,P001342,E001342
R002709,P001918,E001918
R002710,P004409,E004409
R002711,P005424,E005424
R002712,P006957,E006957
R002713,P004634,E004634
R002714,P005618,E005618
R002715,P000792,E000792
R002716,P005480,E005480
R002717,P002679,E002679
R002718,P003097,E003097
R002719,P004820,E004820
R002720,P005337,E005337
R002721,P004438,E004438
R002722,P005371,E005371
R002723,P001056,E001056
R002724,P006724,E006724
R002725,P003594,E003594
R002726,P000894,E000894
R002727,P003002,E003002
R002728,P000661,E000661
R002729,P005422,E005422
R002730,P005145,E005145
R002731,P003817,E003817
R002732,P006193,E006193
R002733,P004782,E004782
R002734,P003520,E003520
R002735,P002243,E002243
R002736,P000277,E000277
R002737,P002577,E002577
R002738,P004657,E004657
R002739,P002812,E002812
R002740,P003287,E003287
R002741,P001295,E001295
R002742,P000691,E000691
R002743,P006885,E006885
R002744,P006539,E006539
R002745,P002699,E002699
R002746,P005205,E005205
R002747,P002395,E002395
R002748,P004970,E004970
R002749,P001850,E001850
R002750,P002082,E002082
R002751,P001036,E001036
R002752,P001003,E001003
R002753,P004246,E004246
R002754,P004934,E004934
R002755,P000718,E000718
R002756,P002117,E002117
R002757,P002790,E002790
R002758,P004601,E004601
R002759,P005854,E005854
R002760,P001738,E001738
R002761,P006652,E006652
R002762,P002993,E002993
R002763,P002252,E002252
R002764,P005805,E005805
R002765,P003038,E003038
R002766,P003516,E003516
R002767,P003224,E003224
R002768,P003474,E003474
R002769,P005479,E005479
R002770,P000874,E000874
R002771,P006046,E006046
R002772,P001434,E001434
R002773,P006930,E006930
R002774,P006206,E006206
R002775,P001339,E001339
R002776,P001683,E001683
R002777,P002967,E002967
R002778,P004012,E004012
R002779,P005363,E005363
R002780,P000739,E000739
R002781,P003897,E003897
R002782,P002396,E002396
R002783,P003788,E003788
R002784,P001733,E001733
R002785,P003556,E003556
R002786,P000622,E000622
R002787,P003317,E003317
R002788,P005260,E005260
R002789,P000806,E000806
R002790,P000716,E000716
R002791,P002333,E002333
R002792,P006565,E006565
R002793,P006628,E006628
R002794,P004365,E004365
R002795,P001132,E001132
R002796,P004140,E004140
R002797,P000284,E000284
R002798,P000545,E000545
R002799,P000500,E000500
R002800,P004101,E004101
R002801,P003761,E003761
R002802,P003341,E003341
R002803,P006093,E006093
R002804,P005783,E005783
R002805,P003608,E003608
R002806,P001086,E001086
R002807,P004624,E004624
R002808,P004837,E004837
R002809,P004348,E004348
R002810,P005418,E005418
R002811,P001207,E001207
R002812,P003835,E003835
R002813,P005406,E005406
R002814,P000629,E000629
R002815,P002600,E002600
R002816,P005906,E005906
R002817,P005635,E005635
R002818,P001753,E001753
R002819,P005572,E005572
R002820,P000741,E000741
R002821,P003155,E003155
R002822,P003184,E003184
R002823,P004790,E004790
R002824,P001023,E001023
R002825,P003212,E003212
R002826,P002429,E002429
R002827,P000268,E000268
R002828,P005145,E005145
R002829,P001246,E001246
R002830,P002252,E002252
R002831,P004151,E004151
R002832,P000165,E000165
R002833,P000008,E000008
R002834,P006914,E006914
R002835,P006585,E006585
R002836,P001231,E001231
R002837,P004420,E004420
R002838,P002067,E002067
R002839,P001102,E001102
R002840,P005374,E005374
R002841,P006623,E006623
R002842,P005095,E005095
R002843,P002067,E002067
R002844,P004214,E004214
R002845,P000116,E000116
R002846,P000483,E000483
R002847,P003902,E003902
R002848,P002476,E002476
R002849,P006707,E006707
R002850,P004769,E004769
R002851,P005976,E005976
R002852,P005926,E005926
R002853,P000839,E000839
R002854,P003471,E003471
R002855,P005003,E005003
R002856,P004534,E004534
R002857,P003970,E003970
R002858,P004478,E004478
R002859,P003907,E003907
R002860,P002921,E002921
R002861,P000058,E000058
R002862,P002022,E002022
R002863,P005413,E005413
R002864,P006400,E006400
R002865,P005634,E005634
R002866,P004145,E004145
R002867,P002705,E002705
R002868,P000178,E000178
R002869,P000729,E000729
R002870,P001113,E001113
R002871,P005249,E005249
R002872,P001908,E001908
R002873,P006118,E006118
R002874,P003498,E003498
R002875,P006864,E006864
R002876,P003561,E003561
R002877,P004390,E004390
R002878,P001167,E001167
R002879,P002554,E002554
R002880,P003045,E003045
R002881,P002972,E002972
R002882,P000582,E000582
R002883,P003576,E003576
R002884,P004029,E004029
R002885,P002687,E002687
R002886,P003593,E003593
R002887,P002757,E002757
R002888,P002724,E002724
R002889,P002222,E002222
R002890,P005886,E005886
R002891,P006742,E006742
R002892,P003812,E003812
R002893,P004705,E004705
R002894,P006725,E006725
R002895,P000298,E000298
R002896,P000041,E000041
R002897,P002083,E002083
R002898,P001212,E001212
R002899,P000910,E000910
R002900,P003020,E003020
R002901,P000740,E000740
R002902,P002621,E002621
R002903,P005933,E005933
R002904,P005989,E005989
R002905,P001682,E001682
R002906,P003729,E003729
R002907,P004335,E004335
R002908,P001648,E001648
R002909,P004780,E004780
R002910,P000529,E000529
R002911,P000690,E000690
R002912,P000080,E000080
R002913,P001754,E001754
R002914,P001615,E001615
R002915,P003265,E003265
R002916,P005785,E005785
R002917,P004437,E004437
R002918,P002522,E002522
R002919,P004757,E004757
R002920,P002975,E002975
R002921,P006137,E006137
R002922,P005673,E005673
R002923,P006488,E006488
R002924,P002481,E002481
R002925,P005026,E005026
R002926,P001798,E001798
R002927,P000537,E000537
R002928,P003071,E003071
R002929,P003308,E003308
R002930,P003623,E003623
R002931,P005839,E005839
R002932,P001655,E001655
R002933,P003100,E003100
R002934,P005994,E005994
R002935,P005586,E005586
R002936,P000338,E000338
R002937,P005689,E005689
R002938,P006136,E006136
R002939,P001068,E001068
R002940,P005289,E005289
R002941,P002108,E002108
R002942,P006315,E006315
R002943,P004371,E004371
R002944,P000731,E000731
R002945,P005134,E005134
R002946,P005964,E005964
R002947,P005783,E005783
R002948,P003023,E003023
R002949,P002974,E002974
R002950,P001180,E001180
R002951,P004696,E004696
R002952,P001146,E001146
R002953,P006574,E006574
R002954,P001828,E001828
R002955,P003564,E003564
R002956,P006899,E006899
R002957,P005330,E005330
R002958,P004256,E004256
R002959,P000790,E000790
R002960,P002511,E002511
R002961,P002957,E002957
R002962,P005775,E005775
R002963,P003151,E003151
R002964,P006763,E006763
R002965,P002910,E002910
R002966,P000757,E000757
R002967,P003465,E003465
R002968,P000045,E000045
R002969,P006318,E006318
R002970,P003808,E003808
R002971,P003535,E003535
R002972,P004293,E004293
R002973,P003563,E003563
R002974,P003149,E003149
R002975,P003758,E003758
R002976,P006617,E006617
R002977,P003486,E003486
R002978,P002414,E002414
R002979,P001101,E001101
R002980,P004978,E004978
R002981,P002479,E002479
R002982,P001090,E001090
R002983,P003233,E003233
R002984,P006343,E006343
R002985,P002672,E002672
R002986,P002548,E002548
R002987,P002904,E002904
R002988,P005112,E005112
R002989,P006139,E006139
R002990,P001757,E001757
R002991,P003530,E003530
R002992,P000868,E000868
R002993,P005473,E005473
R002994,P005128,E005128
R002995,P001871,E001871
R002996,P003522,E003522
R002997,P005275,E005275
R002998,P001285,E001285
R002999,P001004,E001004
R003000,P004220,E004220
R003001,P004054,E004054
R003002,P006193,E006193
R003003,P001078,E001078
R003004,P001708,E001708
R003005,P004615,E004615
R003006,P006505,E006505
R003007,P005484,E005484
R003008,P003428,E003428
R003009,P002797,E002797
R003010,P002198,E002198
R003011,P006570,E006570
R003012,P002565,E002565
R003013,P000219,E000219
R003014,P003449,E003449
R003015,P003035,E003035
R003016,P000037,E000037
R003017,P004489,E004489
R003018,P003179,E003179
R003019,P005113,E005113
R003020,P001127,E001127
R003021,P006980,E006980
R003022,P000618,E000618
R003023,P006077,E006077
R003024,P000974,E000974
R003025,P001525,E001525
R003026,P004644,E004644
R003027,P004935,E004935
R003028,P005412,E005412
R003029,P004027,E004027
R003030,P004666,E004666
R003031,P005329,E005329
R003032,P002058,E002058
R003033,P006160,E006160
R003034,P002562,E002562
R003035,P003718,E003718
R003036,P003376,E003376
R003037,P004253,E004253
R003038,P006348,E006348
R003039,P006593,E006593
R003040,P002995,E002995
R003041,P002387,E002387
R003042,P004388,E004388
R003043,P004893,E004893
R003044,P002891,E002891
R003045,P004177,E004177
R003046,P001399,E001399
R003047,P002832,E002832
R003048,P002165,E002165
R003049,P005730,E005730
R003050,P004057,E004057
R003051,P000318,E000318
R003052,P003327,E003327
R003053,P006233,E006233
R003054,P002571,E002571
R003055,P004757,E004757
R003056,P006721,E006721
R003057,P003037,E003037
R003058,P004249,E004249
R003059,P005595,E005595
R003060,P001721,E001721
R003061,P004089,E004089
R003062,P006292,E006292
R003063,P004460,E004460
R003064,P005433,E005433
R003065,P003496,E003496
R003066,P005974,E005974
R003067,P004314,E004314
R003068,P006452,E006452
R003069,P003478,E003478
R003070,P004056,E004056
R003071,P005111,E005111
R003072,P002411,E002411
R003073,P003481,E003481
R003074,P000203,E000203
R003075,P002330,E002330
R003076,P005995,E005995
R003077,P003596,E003596
R003078,P002964,E002964
R003079,P006876,E006876
R003080,P006880,E006880
R003081,P000893,E000893
R003082,P001076,E001076
R003083,P000811,E000811
R003084,P005348,E005348
R003085,P006910,E006910
R003086,P000587,E000587
R003087,P004819,E004819
R003088,P002607,E002607
R003089,P003309,E003309
R003090,P000930,E000930
R003091,P006567,E006567
R003092,P003338,E003338
R003093,P001568,E001568
R003094,P004766,E004766
R003095,P001288,E001288
R003096,P004398,E004398
R003097,P000678,E000678
R003098,P002082,E002082
R003099,P006736,E006736
R003100,P006419,E006419
R003101,P000331,E000331
R003102,P000706,E000706
R003103,P003139,E003139
R003104,P005173,E005173
R003105,P006139,E006139
R003106,P003661,E003661
R003107,P004716,E004716
R003108,P005524,E005524
R003109,P005926,E005926
R003110,P004186,E004186
R003111,P001373,E001373
R003112,P005704,E005704
R003113,P003570,E003570
R003114,P000851,E000851
R003115,P001306,E001306
R003116,P004309,E004309
R003117,P006966,E006966
R003118,P006231,E006231
R003119,P004417,E004417
R003120,P003855,E003855
R003121,P003911,E003911
R003122,P001249,E001249
R003123,P002907,E002907
R003124,P003186,E003186
R003125,P003815,E003815
R003126,P005947,E005947
R003127,P000105,E000105
R003128,P000865,E000865
R003129,P000665,E000665
R003130,P000557,E000557
R003131,P005784,E005784
R003132,P003784,E003784
R003133,P002586,E002586
R003134,P000953,E000953
R003135,P000813,E000813
R003136,P006551,E006551
R003137,P005205,E005205
R003138,P003367,E003367
R003139,P000409,E000409
R003140,P002879,E002879
R003141,P005272,E005272
R003142,P001594,E001594
R003143,P005486,E005486
R003144,P000355,E000355
R003145,P006482,E006482
R003146,P006396,E006396
R003147,P001900,E001900
R003148,P001699,E001699
R003149,P003505,E003505
R003150,P001011,E001011
R003151,P003893,E003893
R003152,P006149,E006149
R003153,P004691,E004691
R003154,P006424,E006424
R003155,P000711,E000711
R003156,P002484,E002484
R003157,P000010,E000010
R003158,P000574,E000574
R003159,P001204,E001204
R003160,P005227,E005227
R003161,P005219,E005219
R003162,P005258,E005258
R003163,P002605,E002605
R003164,P004719,E004719
R003165,P004912,E004912
R003166,P001696,E001696
R003167,P006617,E006617
R003168,P005674,E005674
R003169,P000332,E000332
R003170,P005543,E005543
R003171,P004479,E004479
R003172,P001521,E001521
R003173,P005896,E005896
R003174,P004291,E004291
R003175,P005555,E005555
R003176,P000108,E000108
R003177,P006826,E006826
R003178,P002965,E002965
R003179,P006597,E006597
R003180,P002417,E002417
R003181,P001352,E001352
R003182,P004413,E004413
R003183,P001516,E001516
R003184,P003725,E003725
R003185,P001470,E001470
R003186,P000588,E000588
R003187,P000798,E000798
R003188,P000253,E000253
R003189,P003928,E003928
R003190,P006258,E006258
R003191,P000033,E000033
R003192,P004425,E004425
R003193,P001434,E001434
R003194,P004361,E004361
R003195,P000112,E000112
R003196,P002500,E002500
R003197,P005094,E005094
R003198,P003944,E003944
R003199,P000363,E000363
R003200,P001674,E001674
R003201,P003396,E003396
R003202,P001008,E001008
R003203,P003111,E003111
R003204,P001673,E001673
R003205,P002480,E002480
R003206,P005296,E005296
R003207,P001495,E001495
R003208,P000480,E000480
R003209,P001241,E001241
R003210,P004200,E004200
R003211,P005067,E005067
R003212,P005877,E005877
R003213,P003590,E003590
